hour_ending,total,pumping,process,other
1.0,70.9996336789,24.8498717876,35.4998168394,10.6499450518
2.0,71.3681438883,24.9788503609,35.6840719441,10.7052215832
3.0,66.5775111661,23.3021289081,33.288755583,9.98662667491
4.0,56.8426998009,19.8949449303,28.4213499005,8.52640497013
5.0,56.351352855,19.7229734992,28.1756764275,8.45270292825
6.0,56.4434804074,19.7552181426,28.2217402037,8.46652206111
7.0,55.8600059092,19.5510020682,27.9300029546,8.37900088638
8.0,57.7025569562,20.1958949347,28.8512784781,8.65538354343
9.0,68.6964448701,24.0437557045,34.348222435,10.3044667305
10.0,80.6730266758,28.2355593365,40.3365133379,12.1009540014
11.0,80.7344450441,28.2570557654,40.367222522,12.1101667566
12.0,87.0298277881,30.4604397258,43.514913894,13.0544741682
13.0,82.8533787482,28.9986825619,41.4266893741,12.4280068122
14.0,87.6133022863,30.6646558002,43.8066511431,13.1419953429
15.0,80.6730266758,28.2355593365,40.3365133379,12.1009540014
16.0,84.1738736652,29.4608557828,42.0869368326,12.6260810498
17.0,82.1470675135,28.7514736297,41.0735337568,12.322060127
18.0,84.8801848999,29.708064715,42.44009245,12.732027735
19.0,93.3866289004,32.6853201151,46.6933144502,14.0079943351
20.0,86.477062474,30.2669718659,43.238531237,12.9715593711
21.0,82.7919603799,28.977186133,41.39598019,12.418794057
22.0,77.1414705024,26.9995146758,38.5707352512,11.5712205754
23.0,74.3776439318,26.0321753761,37.1888219659,11.1566465898
24.0,69.8941030507,24.4629360677,34.9470515253,10.4841154576
25.0,61.6640417073,21.5824145976,30.8320208536,9.24960625609
26.0,58.5624141115,20.496844939,29.2812070557,8.78436211672
27.0,47.2614343563,16.5415020247,23.6307171782,7.08921515345
28.0,60.2514192379,21.0879967333,30.125709619,9.03771288568
29.0,51.4685925804,18.0140074031,25.7342962902,7.72028888706
30.0,55.9521334615,19.5832467115,27.9760667307,8.39282001922
31.0,56.4434804074,19.7552181426,28.2217402037,8.46652206111
32.0,64.6735417508,22.6357396128,32.3367708754,9.70103126262
33.0,75.728848033,26.5050968116,37.8644240165,11.359327205
34.0,86.0164247122,30.1057486493,43.0082123561,12.9024637068
35.0,78.5848021559,27.5046807546,39.292401078,11.7877203234
36.0,90.9606033551,31.8362111743,45.4803016776,13.6440905033
37.0,79.9974246253,27.9990986189,39.9987123126,11.9996136938
38.0,82.7919603799,28.977186133,41.39598019,12.418794057
39.0,77.2335980547,27.0317593191,38.6167990273,11.5850397082
40.0,79.0454399176,27.6659039712,39.5227199588,11.8568159876
41.0,71.3988530725,24.9895985754,35.6994265363,10.7098279609
42.0,79.7824603364,27.9238611177,39.8912301682,11.9673690505
43.0,84.7573481634,29.6650718572,42.3786740817,12.7136022245
44.0,83.8360726399,29.342625424,41.9180363199,12.575410896
45.0,87.6747206546,30.6861522291,43.8373603273,13.1512080982
46.0,83.5289807987,29.2351432795,41.7644903994,12.5293471198
47.0,94.8913789221,33.2119826227,47.445689461,14.2337068383
48.0,70.2933224442,24.6026628555,35.1466612221,10.5439983666
49.0,62.4624804944,21.861868173,31.2312402472,9.36937207416
50.0,54.3245467033,19.0135913462,27.1622733517,8.14868200549
51.0,55.3379497792,19.3682824227,27.6689748896,8.30069246688
52.0,46.0023578075,16.1008252326,23.0011789037,6.90035367112
53.0,61.1419855773,21.3996949521,30.5709927886,9.17129783659
54.0,49.4724956128,17.3153734645,24.7362478064,7.42087434192
55.0,49.4417864287,17.30462525,24.7208932143,7.4162679643
56.0,67.4373683213,23.6030789125,33.7186841606,10.1156052482
57.0,79.7210419682,27.9023646889,39.8605209841,11.9581562952
58.0,76.7422511088,26.8597878881,38.3711255544,11.5113376663
59.0,90.8377666186,31.7932183165,45.4188833093,13.6256649928
60.0,92.0354247992,32.2123986797,46.0177123996,13.8053137199
61.0,78.7997664447,27.5799182556,39.3998832223,11.8199649667
62.0,85.1565675569,29.8047986449,42.5782837785,12.7734851335
63.0,85.0951491887,29.783302216,42.5475745943,12.7642723783
64.0,78.0013276576,27.3004646802,39.0006638288,11.7001991486
65.0,84.6959297952,29.6435754283,42.3479648976,12.7043894693
66.0,79.1682766541,27.7088968289,39.584138327,11.8752414981
67.0,84.6652206111,29.6328272139,42.3326103055,12.6997830917
68.0,81.3179195423,28.4612718398,40.6589597711,12.1976879313
69.0,85.6172053187,29.9660218615,42.8086026594,12.8425807978
70.0,83.1297614052,29.0954164918,41.5648807026,12.4694642108
71.0,74.1012612748,25.9354414462,37.0506306374,11.1151891912
72.0,74.8382816936,26.1933985928,37.4191408468,11.225742254
73.0,68.665735686,24.0330074901,34.332867843,10.2998603529
74.0,56.9655365374,19.9379377881,28.4827682687,8.54483048061
75.0,63.0766641767,22.0768324618,31.5383320883,9.4614996265
76.0,53.8331997574,18.8416199151,26.9165998787,8.07497996361
77.0,56.1978069344,19.669232427,28.0989034672,8.42967104016
78.0,54.5395109921,19.0888288472,27.269755496,8.18092664881
79.0,56.1670977503,19.6584842126,28.0835488751,8.42506466254
80.0,58.9309243209,20.6258235123,29.4654621605,8.83963864814
81.0,69.3413377366,24.2694682078,34.6706688683,10.4012006605
82.0,76.5579960041,26.7952986014,38.2789980021,11.4836994006
83.0,92.9259911386,32.5240968985,46.4629955693,13.9388986708
84.0,86.1392614487,30.148741507,43.0696307244,12.9208892173
85.0,87.4597563657,30.610914728,43.7298781829,13.1189634549
86.0,85.8014604234,30.0305111482,42.9007302117,12.8702190635
87.0,86.3235165534,30.2132307937,43.1617582767,12.948527483
88.0,86.3542257375,30.2239790081,43.1771128688,12.9531338606
89.0,83.3140165099,29.1599057785,41.657008255,12.4971024765
90.0,79.1989858382,27.7196450434,39.5994929191,11.8798478757
91.0,86.477062474,30.2669718659,43.238531237,12.9715593711
92.0,87.3676288134,30.5786700847,43.6838144067,13.105144322
93.0,80.18167973,28.0635879055,40.090839865,12.0272519595
94.0,84.112455297,29.4393593539,42.0562276485,12.6168682945
95.0,77.3257256071,27.0640039625,38.6628628035,11.5988588411
96.0,73.3028224877,25.6559878707,36.6514112438,10.9954233732
97.0,65.0727611443,22.7754664005,32.5363805722,9.76091417165
98.0,62.0018427326,21.7006449564,31.0009213663,9.30027640989
99.0,57.5490110356,20.1421538625,28.7745055178,8.63235165534
100.0,48.489801721,16.9714306024,24.2449008605,7.27347025815
101.0,62.5546080467,21.8941128163,31.2773040234,9.383191207
102.0,47.7527813022,16.7134734558,23.8763906511,7.16291719533
103.0,54.9080212015,19.2178074205,27.4540106007,8.23620318022
104.0,58.0403579815,20.3141252935,29.0201789907,8.70605369722
105.0,68.2972254766,23.9040289168,34.1486127383,10.2445838215
106.0,84.2045828493,29.4716039973,42.1022914247,12.6306874274
107.0,94.5228687127,33.0830040494,47.2614343564,14.1784303069
108.0,88.841669651,31.0945843778,44.4208348255,13.3262504477
109.0,89.3330165969,31.2665558089,44.6665082985,13.3999524895
110.0,85.9242971599,30.073504006,42.9621485799,12.888644574
111.0,76.5579960041,26.7952986014,38.2789980021,11.4836994006
112.0,82.6384144593,28.9234450608,41.3192072297,12.3957621689
113.0,77.2335980547,27.0317593191,38.6167990273,11.5850397082
114.0,78.9226031812,27.6229111134,39.4613015906,11.8383904772
115.0,94.0008125827,32.9002844039,47.0004062914,14.1001218874
116.0,76.3737408994,26.7308093148,38.1868704497,11.4560611349
117.0,83.068343037,29.0739200629,41.5341715185,12.4602514555
118.0,79.2911133906,27.7518896867,39.6455566953,11.8936670086
119.0,73.640623513,25.7742182296,36.8203117565,11.046093527
120.0,63.5680111226,22.2488038929,31.7840055613,9.53520166839
121.0,57.119082458,19.9916788603,28.559541229,8.5678623687
122.0,62.3089345738,21.8081271008,31.1544672869,9.34634018607
123.0,45.7873935187,16.0255877315,22.8936967594,6.8681090278
124.0,60.5892202632,21.2062270921,30.2946101316,9.08838303948
125.0,48.2441282481,16.8854448868,24.1220641241,7.23661923722
126.0,60.9270212885,21.324457451,30.4635106443,9.13905319328
127.0,55.1229854903,19.2930449216,27.5614927451,8.26844782354
128.0,79.5367868635,27.8378754022,39.7683934317,11.9305180295
129.0,75.0839551665,26.2793843083,37.5419775832,11.262593275
130.0,86.0164247122,30.1057486493,43.0082123561,12.9024637068
131.0,75.9131031377,26.5695860982,37.9565515689,11.3869654707
132.0,84.2045828493,29.4716039973,42.1022914247,12.6306874274
133.0,75.3910470077,26.3868664527,37.6955235039,11.3086570512
134.0,73.2106949354,25.6237432274,36.6053474677,10.9816042403
135.0,82.024230777,28.7084807719,41.0121153885,12.3036346165
136.0,70.0169397872,24.5059289255,35.0084698936,10.5025409681
137.0,72.1051643071,25.2368075075,36.0525821535,10.8157746461
138.0,73.364240856,25.6774842996,36.682120428,11.0046361284
139.0,77.7863633688,27.2252271791,38.8931816844,11.6679545053
140.0,75.206791903,26.322377166,37.6033959515,11.2810187854
141.0,82.546286907,28.8912004174,41.2731434535,12.381943036
142.0,76.8036694771,26.881284317,38.4018347386,11.5205504216
143.0,76.0973582424,26.6340753848,38.0486791212,11.4146037364
144.0,65.9326182996,23.0764164049,32.9663091498,9.88989274494
145.0,63.414465202,22.1950628207,31.707232601,9.5121697803
146.0,50.1788068475,17.5625823966,25.0894034237,7.52682102712
147.0,58.9002151368,20.6150752979,29.4501075684,8.83503227052
148.0,47.1078884358,16.4877609525,23.5539442179,7.06618326537
149.0,61.6640417073,21.5824145976,30.8320208536,9.24960625609
150.0,51.9292303422,18.1752306198,25.9646151711,7.78938455133
151.0,59.0230518732,20.6580681556,29.5115259366,8.85345778098
152.0,75.8516847694,26.5480896693,37.9258423847,11.3777527154
153.0,79.0147307335,27.6551557567,39.5073653668,11.85220961
154.0,75.4524653759,26.4083628816,37.726232688,11.3178698064
155.0,83.4982716146,29.2243950651,41.7491358073,12.5247407422
156.0,84.3274195858,29.514596855,42.1637097929,12.6491129379
157.0,79.13756747,27.6981486145,39.568783735,11.8706351205
158.0,73.9784245383,25.8924485884,36.9892122692,11.0967636807
159.0,75.48317456,26.419111096,37.74158728,11.322476184
160.0,68.3279346607,23.9147771312,34.1639673303,10.2491901991
161.0,70.753960206,24.7638860721,35.376980103,10.6130940309
162.0,75.7902664012,26.5265932404,37.8951332006,11.3685399602
163.0,79.2911133906,27.7518896867,39.6455566953,11.8936670086
164.0,83.4675624305,29.2136468507,41.7337812152,12.5201343646
165.0,79.2604042064,27.7411414722,39.6302021032,11.889060631
166.0,78.1241643941,27.3434575379,39.062082197,11.7186246591
167.0,73.7020418812,25.7957146584,36.8510209406,11.0553062822
168.0,72.1972918595,25.2690521508,36.0986459297,10.8295937789
169.0,65.0420519602,22.7647181861,32.5210259801,9.75630779403
170.0,56.7812814327,19.8734485014,28.3906407164,8.51719221491
171.0,55.5836232521,19.4542681382,27.791811626,8.33754348781
172.0,55.5222048839,19.4327717094,27.761102442,8.32833073259
173.0,57.0269549056,19.959434217,28.5134774528,8.55404323584
174.0,50.3016435839,17.6055752544,25.150821792,7.54524653759
175.0,63.9672305161,22.3885306806,31.983615258,9.59508457741
176.0,67.4373683213,23.6030789125,33.7186841606,10.1156052482
177.0,84.4809655064,29.5683379272,42.2404827532,12.672144826
178.0,81.3179195423,28.4612718398,40.6589597711,12.1976879313
179.0,81.0108277011,28.3537896954,40.5054138505,12.1516241552
180.0,80.2738072823,28.0958325488,40.1369036411,12.0410710923
181.0,69.0956642637,24.1834824923,34.5478321319,10.3643496396
182.0,71.7673632819,25.1185771487,35.8836816409,10.7651044923
183.0,74.7768633253,26.1719021639,37.3884316626,11.2165294988
184.0,69.7712663142,24.41994321,34.8856331571,10.4656899471
185.0,66.5160927978,23.2806324792,33.2580463989,9.97741391967
186.0,73.3028224877,25.6559878707,36.6514112438,10.9954233732
187.0,73.8862969859,25.8602039451,36.943148493,11.0829445479
188.0,83.4061440623,29.1921504218,41.7030720312,12.5109216093
189.0,80.0281338094,28.0098468333,40.0140669047,12.0042200714
190.0,86.2006798169,30.1702379359,43.1003399085,12.9301019725
191.0,76.9572153977,26.9350253892,38.4786076989,11.5435823097
192.0,72.2894194118,25.3012967941,36.1447097059,10.8434129118
193.0,56.9348273533,19.9271895737,28.4674136767,8.54022410299
194.0,54.4473834398,19.0565842039,27.2236917199,8.16710751597
195.0,52.2363221833,18.2827127642,26.1181610916,7.83544832749
196.0,59.6372355556,20.8730324445,29.8186177778,8.94558533334
197.0,54.8158936492,19.1855627772,27.4079468246,8.22238404738
198.0,62.0018427326,21.7006449564,31.0009213663,9.30027640989
199.0,48.7047660099,17.0466681035,24.3523830049,7.30571490148
200.0,73.9784245383,25.8924485884,36.9892122692,11.0967636807
201.0,81.7171389358,28.6009986275,40.8585694679,12.2575708404
202.0,71.8594908342,25.150821792,35.9297454171,10.7789236251
203.0,87.797557391,30.7291450868,43.8987786955,13.1696336086
204.0,73.9170061701,25.8709521595,36.958503085,11.0875509255
205.0,78.1855827623,27.3649539668,39.0927913812,11.7278374143
206.0,68.1129703719,23.8395396302,34.0564851859,10.2169455558
207.0,75.48317456,26.419111096,37.74158728,11.322476184
208.0,72.4429653324,25.3550378663,36.2214826662,10.8664447999
209.0,66.2397101408,23.1838985493,33.1198550704,9.93595652112
210.0,75.9438123218,26.5803343126,37.9719061609,11.3915718483
211.0,73.3028224877,25.6559878707,36.6514112438,10.9954233732
212.0,89.8550727269,31.4492754544,44.9275363635,13.478260909
213.0,81.4714654629,28.515012912,40.7357327314,12.2207198194
214.0,75.5753021124,26.4513557393,37.7876510562,11.3362953169
215.0,76.1894857947,26.6663200281,38.0947428974,11.4284228692
216.0,76.6501235565,26.8275432448,38.3250617782,11.4975185335
217.0,59.5143988191,20.8300395867,29.7571994096,8.92715982287
218.0,58.3781590068,20.4323556524,29.1890795034,8.75672385102
219.0,53.4339803639,18.7018931274,26.716990182,8.01509705459
220.0,60.7427661838,21.2599681643,30.3713830919,9.11141492757
221.0,48.8276027463,17.0896609612,24.4138013732,7.32414041194
222.0,61.049858025,21.3674503087,30.5249290125,9.15747870375
223.0,59.0537610573,20.6688163701,29.5268805286,8.85806415859
224.0,72.2280010436,25.2798003653,36.1140005218,10.8342001565
225.0,77.1107613182,26.9887664614,38.5553806591,11.5666141977
226.0,81.502174647,28.5257611264,40.7510873235,12.2253261971
227.0,89.1487614922,31.2020665223,44.5743807461,13.3723142238
228.0,86.4463532899,30.2562236515,43.223176645,12.9669529935
229.0,78.5233837876,27.4831843257,39.2616918938,11.7785075681
230.0,78.0627460259,27.3219611091,39.0313730129,11.7094119039
231.0,76.2201949788,26.6770682426,38.1100974894,11.4330292468
232.0,76.4658684518,26.7630539581,38.2329342259,11.4698802678
233.0,71.7673632819,25.1185771487,35.8836816409,10.7651044923
234.0,83.5289807987,29.2351432795,41.7644903994,12.5293471198
235.0,79.8438787047,27.9453575466,39.9219393524,11.9765818057
236.0,79.1068582859,27.6874004001,39.553429143,11.8660287429
237.0,83.4368532464,29.2028986362,41.7184266232,12.515527987
238.0,81.0722460694,28.3752861243,40.5361230347,12.1608369104
239.0,75.1453735347,26.3008807371,37.5726867673,11.2718060302
240.0,75.3910470077,26.3868664527,37.6955235039,11.3086570512
241.0,66.5775111661,23.3021289081,33.288755583,9.98662667491
242.0,57.7025569562,20.1958949347,28.8512784781,8.65538354343
243.0,54.2938375192,19.0028431317,27.1469187596,8.14407562788
244.0,52.8812150498,18.5084252674,26.4406075249,7.93218225747
245.0,56.6584446962,19.8304556437,28.3292223481,8.49876670443
246.0,56.0442610139,19.6154913549,28.022130507,8.40663915209
247.0,49.4724956128,17.3153734645,24.7362478064,7.42087434192
248.0,58.5317049274,20.4860967246,29.2658524637,8.77975573911
249.0,72.1665826754,25.2583039364,36.0832913377,10.8249874013
250.0,81.502174647,28.5257611264,40.7510873235,12.2253261971
251.0,89.4251441492,31.2988004522,44.7125720746,13.4137716224
252.0,90.684220698,31.7394772443,45.342110349,13.6026331047
253.0,85.0644400046,29.7725540016,42.5322200023,12.7596660007
254.0,88.0739400481,30.8258790168,44.036970024,13.2110910072
