hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,1048.34184,24948.7556025,58213.7630726,84210.8605151
2.0,0.0,806.4168,21625.4645151,50459.4172019,72891.298517
3.0,0.0,1016.085168,19789.3419566,46175.1312321,66980.5583567
4.0,0.0,1161.240192,18632.1574366,43475.0340186,63268.4316472
5.0,0.0,1145.111856,18662.4689926,43545.7609828,63353.3418314
6.0,0.0,1532.19192,19843.2726099,46300.969423,67676.4339529
7.0,0.0,2822.4588,21081.4251942,49189.9921197,73093.8761139
8.0,0.0,3693.388944,23037.5303557,53754.2374967,80485.1567964
9.0,0.0,4515.93408,24941.1711078,58196.0659183,87653.1711061
10.0,0.0,6209.40936,25431.232654,59339.5428594,90980.1848734
11.0,0.0,7483.547904,26105.3259506,60912.4272182,94501.3010728
12.0,0.0,8096.424672,25508.6082517,59520.0859208,93125.1188445
13.0,0.902261651967,7531.932912,24502.4714686,57172.4334268,89207.7400691
14.0,0.902261651967,7241.622864,22981.2294519,53622.868721,83846.6232986
15.0,33.3416441163,6548.104416,22498.1869325,52495.7695092,81575.4025018
16.0,21.9238509485,5467.505904,23311.3083403,54393.052794,83193.7908892
17.0,0.0,4548.190752,27614.7715588,64434.4669704,96597.4292812
18.0,0.0,3177.282192,37765.3528164,88119.1565716,129061.79158
19.0,0.0,2419.2504,40725.8293284,95026.9350996,138172.014828
20.0,0.0,2209.582032,39664.240974,92549.895606,134423.718612
21.0,0.0,1774.11696,37287.3193956,87003.7452564,126065.181612
22.0,0.0,1274.138544,33570.5633724,78331.3145356,113176.016452
23.0,0.0,887.05848,28429.4731774,66335.4374139,95651.9690713
24.0,0.0,983.828496,22972.0306502,53601.4048505,77557.2639967
25.0,0.0,1048.34184,19378.8199228,45217.2464866,65644.4082494
26.0,0.0,806.4168,17670.2877909,41230.6715121,59707.376103
27.0,0.0,1016.085168,16870.8022076,39365.2051512,57252.0925268
28.0,0.0,1161.240192,16698.8559853,38963.997299,56824.0934763
29.0,0.0,1145.111856,17263.8430924,40282.3005488,58691.2554972
30.0,0.0,1532.19192,19308.920321,45054.1474156,65895.2596566
31.0,0.0,2822.4588,21712.3035529,50662.0416235,75196.8039764
32.0,0.0,3693.388944,23453.1161407,54723.9376617,81870.4427464
33.0,0.0,4515.93408,23853.0061503,55657.0143506,84025.9545809
34.0,0.0,6209.40936,22850.1788612,53317.0840094,82376.6722306
35.0,0.0,7483.547904,21903.3241689,51107.7563942,80494.6284671
36.0,0.0,8096.424672,20818.61662,48576.7721132,77491.8134052
37.0,0.902261651967,7531.932912,20232.3688047,47208.8605443,74974.0645227
38.0,0.0,7241.622864,18383.9827092,42895.9596547,68521.5652279
39.0,0.902261651967,6548.104416,18650.6142084,43518.0998195,68717.7207056
40.0,0.0,5467.505904,19968.2007761,46592.4684775,72028.1751576
41.0,0.0,4548.190752,23887.0069868,55736.349636,84171.5473748
42.0,0.0,3177.282192,35973.7930254,83938.8503926,123089.92561
43.0,0.0,2419.2504,39581.2801488,92356.3203472,134356.850896
44.0,0.0,2209.582032,38730.7862388,90371.8345572,131312.202828
45.0,0.0,1774.11696,36817.4738322,85907.4389418,124499.029734
46.0,0.0,1274.138544,33361.0872048,77842.5368112,112477.76256
47.0,0.0,887.05848,28386.4793151,66235.1184018,95508.6561969
48.0,0.0,983.828496,23152.5402196,54022.5938456,78158.9625612
49.0,0.0,1048.34184,19280.8068472,44988.5493101,65317.6979973
50.0,0.0,806.4168,17783.2355766,41494.2163454,60083.868722
51.0,0.0,1016.085168,16579.543035,38685.6004151,56281.2286181
52.0,0.0,1161.240192,16224.9537133,37858.2253312,55244.4192365
53.0,0.0,1145.111856,16801.1256899,39202.6266097,57148.8641556
54.0,0.0,1532.19192,18677.0721759,43579.835077,63789.0991729
55.0,0.0,2822.4588,21372.8136716,49869.8985671,74065.1710387
56.0,0.0,3693.388944,23727.7596402,55364.7724938,82785.921078
57.0,0.0,4515.93408,23562.3935019,54978.9181712,83057.2457531
58.0,0.0,6209.40936,22818.5228491,53243.2199813,82271.1521904
59.0,0.0,7483.547904,22284.7480731,51997.745504,81766.0414811
60.0,0.902261651967,8096.424672,20990.2432798,48977.2343195,78064.804533
61.0,32.0742945331,7531.932912,19888.0093276,46405.3550977,73857.3716318
62.0,268.567174119,7241.622864,19213.9089969,44832.4543262,71556.5533612
63.0,21.0215892965,6548.104416,19210.3992888,44824.2650072,70603.7903013
64.0,0.0,5467.505904,19572.3944756,45668.920443,70708.8208226
65.0,0.0,4548.190752,24871.5266705,58033.5622312,87453.2796537
66.0,0.0,3177.282192,35331.4518009,82440.0542021,120948.788195
67.0,0.0,2419.2504,38048.3260449,88779.4274381,129247.003883
68.0,0.0,2209.582032,37018.3540494,86376.1594486,125604.09553
69.0,0.0,1774.11696,35662.1196783,83211.6125827,120647.849221
70.0,0.0,1274.138544,32857.8853158,76668.3990702,110800.42293
71.0,0.0,887.05848,28734.9438146,67048.202234,96670.2045286
72.0,0.0,983.828496,23467.3143367,54757.0667857,79208.2096185
73.0,0.0,1048.34184,19660.2925131,45874.015864,66582.6502171
74.0,0.0,806.4168,17582.0778891,41024.848408,59413.3430971
75.0,0.0,1016.085168,16525.25159,38558.9203766,56100.2571346
76.0,0.0,1161.240192,16075.7405117,37510.0611939,54747.0418976
77.0,0.0,1145.111856,16132.7415217,37643.0635507,54920.9169284
78.0,0.0,1532.19192,17127.8634471,39965.0147099,58625.070077
79.0,0.0,2822.4588,18790.2411751,43843.8960753,65456.5960505
80.0,0.0,3693.388944,21556.0994877,50297.5654713,75547.053903
81.0,0.0,4515.93408,23345.3766413,54472.5454965,82333.8562178
82.0,0.0,6209.40936,24010.8342394,56025.279892,86245.5234915
83.0,21.0215892965,7483.547904,24017.1308772,56039.9720467,87561.6724172
