hour_ending,total,process,other
1.0,55.2827884184,44.4503501442,10.8324382742
2.0,42.795916291,34.4102299884,8.38568630258
3.0,76.6920982658,61.6645925204,15.0275057454
4.0,49.8112680862,40.0509520396,9.76031604661
5.0,55.1011611874,44.3043120328,10.7968491546
6.0,60.2094270577,48.4116339148,11.7977931429
7.0,65.1133622932,52.3546629214,12.7586993718
8.0,56.8720266891,45.7281836186,11.1438430705
9.0,72.7644093966,58.5065183623,14.2578910343
10.0,101.120960828,81.3067184981,19.8142423299
11.0,83.5712296378,67.195785988,16.3754436498
12.0,127.979087603,102.902104214,25.0769833886
13.0,130.589979048,105.001402065,25.5885769827
14.0,164.191016773,132.018452667,32.1725641063
15.0,164.032092946,131.890669319,32.1414236267
16.0,135.879872149,109.254762058,26.6251100906
17.0,180.355840327,145.015844578,35.3399957495
18.0,175.542718707,141.145834627,34.3968840805
19.0,128.024494411,102.938613742,25.0858806685
20.0,118.103106921,94.9612819098,23.1418250112
21.0,98.3284421519,79.0613825357,19.2670596162
22.0,113.675943167,91.4016029457,22.2743402213
23.0,62.2981402135,50.0910721953,12.2070680182
24.0,62.2981402135,50.0910721953,12.2070680182
25.0,102.982639945,82.8036091394,20.1790308056
26.0,111.428306184,89.5943813176,21.8339248664
27.0,84.2296283499,67.7251741417,16.5044542082
28.0,88.4978682771,71.1570697586,17.3407985185
29.0,125.209272332,100.675023017,24.5342493151
30.0,86.5226721406,69.5689052976,16.953766843
31.0,90.8136154716,73.0190556783,17.7945597933
32.0,140.261629096,112.777931495,27.4836976007
33.0,159.604929191,128.330990354,31.2739388366
34.0,174.56647234,140.360879777,34.2055925625
35.0,175.065947225,140.762484584,34.3034626414
36.0,189.391795066,152.281240617,37.1105544488
37.0,252.325630588,202.883446202,49.4421843856
38.0,247.853060026,199.28725771,48.5658023158
39.0,199.358589364,160.295081978,39.0635073862
40.0,195.022239225,156.808422069,38.213817156
41.0,198.04179194,159.236305671,38.8054862692
42.0,208.326433892,167.505713726,40.8207201658
43.0,162.079600213,130.320759622,31.758840591
44.0,157.01674115,126.249947268,30.7667938825
45.0,159.718446211,128.422264175,31.2961820365
46.0,135.539321091,108.9809406,26.5583804914
47.0,103.050750156,82.8583734307,20.1923767253
48.0,101.052850616,81.2519542061,19.8008964099
49.0,94.2418294557,75.7755250302,18.4663044255
50.0,96.8073140928,77.8383133532,18.9690007396
51.0,72.4465617425,58.2509516674,14.1956100751
52.0,54.6016863023,43.9027072266,10.6989790757
53.0,97.1705685546,78.1303895758,19.0401789788
54.0,87.9529865843,70.7189554245,17.2340311598
55.0,131.884073069,106.041923609,25.8421494598
56.0,122.598380887,98.575725166,24.022655721
57.0,137.628034247,110.66037888,26.9676553666
58.0,184.851114292,148.630287833,36.2208264591
59.0,166.325136736,133.734400475,32.5907362613
60.0,237.750045305,191.163887766,46.5861575388
61.0,242.336132886,194.851350078,47.4847828083
62.0,266.901215871,214.603004639,52.2982112324
63.0,275.505805937,221.521560164,53.9842457728
64.0,229.281675662,184.354860824,44.9268148381
65.0,199.426699576,160.34984627,39.0768533061
66.0,168.096002238,135.158272061,32.9377301773
67.0,211.391393414,169.970106855,41.4212865588
68.0,165.167263139,132.803407515,32.363855624
69.0,166.211619717,133.643126655,32.5684930616
70.0,133.609531763,107.429285667,26.1802460959
71.0,140.034595057,112.595383856,27.4392112012
72.0,117.535521824,94.5049128116,23.0306090124
73.0,157.629733055,126.742825894,30.8869071612
74.0,140.851917596,113.252555357,27.5993622393
75.0,145.256377947,116.793979558,28.4623983894
76.0,133.405201128,107.264992792,26.1402083363
77.0,149.547321278,120.244129938,29.3031913396
78.0,133.700345378,107.502304722,26.1980406556
79.0,165.439703985,133.022464682,32.4172393033
80.0,130.589979048,105.001402065,25.5885769827
81.0,174.066997455,139.959274971,34.1077224837
82.0,174.611879148,140.397389306,34.2144898425
83.0,210.120002797,168.947840075,41.1721627216
84.0,196.838511535,158.268803183,38.569708352
85.0,226.194012736,181.872212931,44.3217998051
86.0,212.049792126,170.499495009,41.5502971172
87.0,239.679834633,192.715542699,46.9642919343
88.0,245.037837946,197.023666984,48.0141709621
89.0,197.247172804,158.597388933,38.6497838709
90.0,199.313182556,160.25857245,39.0546101062
91.0,169.526316682,136.308322188,33.2179944942
92.0,154.31503609,124.077630361,30.2374057287
93.0,170.389046029,137.002003217,33.3870428122
94.0,134.290633879,107.976928585,26.3137052944
95.0,146.436954948,117.743227281,28.6937276666
96.0,83.9117806958,67.4696074468,16.442173249
97.0,106.274633506,85.4505499079,20.8240835981
98.0,90.5184712213,72.7817437474,17.7367274739
99.0,87.135664045,70.0617839234,17.0738801216
100.0,103.527521638,83.2417234736,20.2857981644
101.0,89.6784452782,72.1063174824,17.5721277958
102.0,143.553622657,115.424872264,28.1287503933
103.0,130.54457224,104.964892537,25.5796797027
104.0,142.191418425,114.329586429,27.8618319964
105.0,145.710446024,117.159074836,28.5513711883
106.0,117.081453747,94.1398175335,22.9416362135
107.0,166.279729929,133.697890947,32.5818389816
108.0,154.882621187,124.53399946,30.3486217274
109.0,176.904922939,142.241120462,34.6638024773
110.0,193.569221378,155.640117179,37.9291041994
111.0,205.692839043,165.388161111,40.3046779317
112.0,229.236268854,184.318351296,44.9179175581
113.0,166.665687794,134.008221933,32.6574658605
114.0,170.797707298,137.330588967,33.4671183311
115.0,141.396799289,113.690669691,27.7061295981
116.0,145.710446024,117.159074836,28.5513711883
117.0,146.255327717,117.59718917,28.658138547
118.0,94.1510158402,75.7025059745,18.4485098657
119.0,105.502717774,84.8298879342,20.6728298398
120.0,108.408753469,87.1664977158,21.2422557532
121.0,99.8268668072,80.2661969544,19.5606698528
122.0,105.003242889,84.428283128,20.574959761
123.0,77.9634888824,62.6868592999,15.2766295825
124.0,135.720948322,109.126978711,26.593969611
125.0,72.6508923773,58.4152445427,14.2356478346
126.0,123.052448964,98.9408204441,24.1116285199
127.0,109.430406643,87.9879620922,21.4424445508
128.0,112.495366165,90.4523552212,22.0430109438
129.0,193.160560108,155.311531428,37.8490286803
130.0,145.256377947,116.793979558,28.4623983894
131.0,138.377246575,111.26278609,27.114460485
132.0,203.581422484,163.690468067,39.8909544167
133.0,188.074997642,151.22246431,36.8525333319
134.0,248.602272354,199.88966492,48.7126074342
135.0,255.027335648,205.055763109,49.9715725394
136.0,168.096002238,135.158272061,32.9377301773
137.0,195.271976668,157.009224472,38.2627521955
138.0,173.249674916,139.30210347,33.9475714456
139.0,160.671989173,129.188964259,31.4830249142
140.0,197.746647689,158.998993739,38.7476539497
141.0,141.896274174,114.092274497,27.8039996769
142.0,94.5142703021,75.9945821973,18.5196881048
143.0,59.982393019,48.2290862755,11.7533067435
144.0,66.4755665252,53.4499487565,13.0256177687
145.0,81.0965586162,65.2060167208,15.8905418954
146.0,50.1745225481,40.3430282623,9.83149428579
147.0,55.1011611874,44.3043120328,10.7968491546
148.0,83.9344840996,67.4878622107,16.4466218889
149.0,62.2300300019,50.0363079036,12.1937220983
150.0,88.7703091235,71.3761269256,17.3941821979
151.0,105.298387139,84.6655950588,20.6327920802
152.0,137.242076381,110.350047894,26.8920284875
