hour_ending,total,pumping,process,other
1.0,445.799932199,222.8999661,111.44998305,111.44998305
2.0,442.939867025,221.469933513,110.734966756,110.734966756
3.0,367.087976726,183.543988363,91.7719941815,91.7719941815
4.0,343.402194264,171.701097132,85.850548566,85.850548566
5.0,341.828695624,170.914347812,85.457173906,85.457173906
6.0,342.448839206,171.224419603,85.6122098015,85.6122098015
7.0,347.382220234,173.691110117,86.8455550585,86.8455550585
8.0,348.280040046,174.140020023,87.0700100115,87.0700100115
9.0,340.588408461,170.29420423,85.1471021152,85.1471021152
10.0,290.856595578,145.428297789,72.7141488945,72.7141488945
11.0,26.6106387566,13.3053193783,6.65265968915,6.65265968915
12.0,57.9325175574,28.9662587787,14.4831293893,14.4831293893
13.0,132.942123291,66.4710616455,33.2355308228,33.2355308228
14.0,130.045034619,65.0225173095,32.5112586548,32.5112586548
15.0,253.259233968,126.629616984,63.314808492,63.314808492
16.0,273.807275025,136.903637513,68.4518187563,68.4518187563
17.0,279.823593353,139.911796676,69.9558983382,69.9558983382
18.0,279.305264389,139.652632195,69.8263160973,69.8263160973
19.0,251.704247077,125.852123539,62.9260617693,62.9260617693
20.0,173.158897342,86.579448671,43.2897243355,43.2897243355
21.0,173.084850347,86.5424251735,43.2712125868,43.2712125868
22.0,177.953440255,88.9767201275,44.4883600638,44.4883600638
23.0,173.556899939,86.7784499695,43.3892249848,43.3892249848
24.0,176.194824129,88.0974120645,44.0487060323,44.0487060323
25.0,176.528035605,88.2640178025,44.1320089013,44.1320089013
26.0,178.851260067,89.4256300335,44.7128150167,44.7128150167
27.0,138.042110058,69.021055029,34.5105275145,34.5105275145
28.0,36.74582117,18.372910585,9.1864552925,9.1864552925
29.0,40.6980795175,20.3490397587,10.1745198794,10.1745198794
30.0,38.5136931709,19.2568465854,9.62842329272,9.62842329272
31.0,252.167040795,126.083520397,63.0417601987,63.0417601987
32.0,305.517900549,152.758950274,76.3794751372,76.3794751372
33.0,26.0460304212,13.0230152106,6.5115076053,6.5115076053
34.0,30.877596832,15.438798416,7.719399208,7.719399208
35.0,25.3610957193,12.6805478596,6.34027392982,6.34027392982
36.0,27.1289677202,13.5644838601,6.78224193005,6.78224193005
37.0,45.5018783052,22.7509391526,11.3754695763,11.3754695763
38.0,29.054189585,14.5270947925,7.26354739625,7.26354739625
39.0,35.6813956197,17.8406978098,8.92034890492,8.92034890492
40.0,33.1360301734,16.5680150867,8.28400754335,8.28400754335
41.0,31.3774140469,15.6887070235,7.84435351173,7.84435351173
42.0,64.2635356129,32.1317678065,16.0658839032,16.0658839032
43.0,150.667122671,75.3335613355,37.6667806678,37.6667806678
44.0,151.713036473,75.8565182365,37.9282591182,37.9282591182
45.0,139.097279734,69.548639867,34.7743199335,34.7743199335
46.0,142.938467589,71.4692337945,35.7346168972,35.7346168972
47.0,134.66371592,67.33185796,33.66592898,33.66592898
48.0,391.03292367,195.516461835,97.7582309175,97.7582309175
49.0,416.023784415,208.011892208,104.005946104,104.005946104
50.0,341.412181279,170.70609064,85.3530453198,85.3530453198
51.0,336.90457047,168.452285235,84.2261426175,84.2261426175
52.0,339.088956817,169.544478408,84.7722392042,84.7722392042
53.0,342.513630326,171.256815163,85.6284075815,85.6284075815
54.0,339.292586052,169.646293026,84.823146513,84.823146513
55.0,338.857559958,169.428779979,84.7143899895,84.7143899895
56.0,348.853904256,174.426952128,87.213476064,87.213476064
57.0,342.18041885,171.090209425,85.5451047125,85.5451047125
58.0,331.952677693,165.976338846,82.9881694232,82.9881694232
59.0,32.9971920582,16.4985960291,8.24929801455,8.24929801455
60.0,39.2078837471,19.6039418735,9.80197093677,9.80197093677
61.0,112.014591385,56.0072956925,28.0036478463,28.0036478463
62.0,137.070243251,68.5351216255,34.2675608127,34.2675608127
63.0,138.208715796,69.104357898,34.552178949,34.552178949
64.0,137.338663607,68.6693318035,34.3346659018,34.3346659018
65.0,143.928846144,71.964423072,35.982211536,35.982211536
66.0,152.629368033,76.3146840165,38.1573420082,38.1573420082
67.0,141.688924552,70.844462276,35.422231138,35.422231138
68.0,130.674434075,65.3372170375,32.6686085187,32.6686085187
69.0,33.7469178805,16.8734589402,8.43672947012,8.43672947012
70.0,32.145651618,16.072825809,8.0364129045,8.0364129045
71.0,40.7073353918,20.3536676959,10.176833848,10.176833848
72.0,36.9772180287,18.4886090144,9.24430450718,9.24430450718
73.0,41.3645024707,20.6822512354,10.3411256177,10.3411256177
74.0,41.1331056119,20.5665528059,10.283276403,10.283276403
75.0,35.7739543632,17.8869771816,8.9434885908,8.9434885908
76.0,35.6443721223,17.8221860611,8.91109303057,8.91109303057
77.0,111.986823762,55.993411881,27.9967059405,27.9967059405
78.0,353.528120803,176.764060402,88.3820302008,88.3820302008
79.0,342.467350954,171.233675477,85.6168377385,85.6168377385
80.0,347.632128842,173.816064421,86.9080322105,86.9080322105
81.0,352.037925032,176.018962516,88.009481258,88.009481258
82.0,362.746971656,181.373485828,90.686742914,90.686742914
83.0,357.184191171,178.592095586,89.2960477928,89.2960477928
84.0,358.896527926,179.448263963,89.7241319815,89.7241319815
85.0,358.794713308,179.397356654,89.698678327,89.698678327
86.0,348.178225428,174.089112714,87.044556357,87.044556357
87.0,355.009060699,177.50453035,88.7522651748,88.7522651748
88.0,353.546632552,176.773316276,88.386658138,88.386658138
89.0,47.8436145158,23.9218072579,11.9609036289,11.9609036289
90.0,47.0846328191,23.5423164096,11.7711582048,11.7711582048
91.0,47.2790061804,23.6395030902,11.8197515451,11.8197515451
92.0,150.370934692,75.185467346,37.592733673,37.592733673
93.0,148.297618838,74.148809419,37.0744047095,37.0744047095
94.0,150.028467341,75.0142336705,37.5071168353,37.5071168353
95.0,148.223571843,74.1117859215,37.0558929608,37.0558929608
96.0,153.055138254,76.527569127,38.2637845635,38.2637845635
97.0,295.262391769,147.631195885,73.8155979423,73.8155979423
98.0,282.035747323,141.017873662,70.5089368308,70.5089368308
99.0,183.442173745,91.7210868725,45.8605434362,45.8605434362
100.0,186.302238919,93.1511194595,46.5755597298,46.5755597298
101.0,186.292983045,93.1464915225,46.5732457612,46.5732457612
102.0,243.059260434,121.529630217,60.7648151085,60.7648151085
103.0,343.272612023,171.636306011,85.8181530057,85.8181530057
104.0,346.16044482,173.08022241,86.540111205,86.540111205
105.0,81.7849057577,40.8924528789,20.4462264394,20.4462264394
106.0,26.7494768718,13.3747384359,6.68736921795,6.68736921795
