hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,1047.774,20989.9468103,48976.5425573,71014.2633676
2.0,0.0,805.98,18334.2045462,42779.8106079,61919.9951541
3.0,0.0,1015.5348,16450.8086799,38385.2202532,55851.5637331
4.0,0.0,1160.6112,15086.0351149,35200.7486013,51447.3949162
5.0,0.0,1144.4916,14830.6427465,34604.8330753,50579.9674218
6.0,0.0,1531.362,15465.2279502,36085.5318838,53082.121834
7.0,0.0,2820.93,16443.0319382,38367.0745226,57631.0364608
8.0,0.0,3691.3884,17916.9588801,41806.2373869,63414.584667
9.0,0.0,4513.488,20608.5013621,48086.5031782,73208.4925403
10.0,0.0,6206.046,22119.6552213,51612.5288497,79938.230071
11.0,0.0,7479.4944,21182.5349083,49425.914786,78087.9440943
12.0,0.0,8092.0392,20939.9791241,48859.9512896,77891.9696137
13.0,0.650723536096,7527.8532,20566.1114101,47987.5932901,76082.2086237
14.0,0.650723536096,7237.7004,19959.9244698,46573.1570963,73771.4326896
15.0,21.5392146565,6544.5576,20285.6607085,47333.2083197,74184.9658429
16.0,13.2241816352,5464.5444,21525.0670393,50225.1564251,77227.992046
17.0,0.0,4545.7272,24471.1551284,57099.3619664,86116.2442948
18.0,0.0,3175.5612,32684.1748986,76263.0747634,112122.810862
19.0,0.0,2417.94,35074.7693679,81841.1285251,119333.837893
20.0,0.0,2208.3852,35164.7122533,82050.9952577,119424.092711
21.0,0.0,1773.156,33268.1174949,77625.6074881,112666.880983
22.0,0.0,1273.4484,30201.558297,70470.302693,101945.30939
23.0,0.0,886.578,26336.6306703,61452.1382308,88675.3469011
24.0,0.0,983.2956,21656.8131196,50532.5639458,73172.6726655
25.0,0.0,1047.774,18838.4920143,43956.4813667,63842.747381
26.0,0.0,805.98,16881.0487833,39389.1138276,57076.1426109
27.0,0.0,1015.5348,16128.3669649,37632.8562513,54776.7580162
28.0,0.0,1160.6112,15691.8308922,36614.2720818,53466.714174
29.0,0.0,1144.4916,16198.6477545,37796.8447605,55139.984115
30.0,0.0,1531.362,17789.7492991,41509.4150313,60830.5263305
31.0,0.0,2820.93,19888.966736,46407.5890507,69117.4857867
32.0,0.0,3691.3884,20719.3927692,48345.2497947,72756.0309639
33.0,0.0,4513.488,20375.5464921,47542.941815,72431.9763071
34.0,0.0,6206.046,19207.6288693,44817.8006951,70231.4755644
35.0,0.0,7479.4944,17592.6221577,41049.4517013,66121.568259
36.0,0.0,8092.0392,17038.0302843,39755.4039966,64885.4734809
37.0,0.650723536096,7527.8532,16742.6165123,39066.1051955,63337.2256313
38.0,0.0,7237.7004,15892.4839321,37082.4625082,60212.6468403
39.0,0.650723536096,6544.5576,16122.7283641,37619.6995163,60287.636204
40.0,0.0,5464.5444,17058.9707358,39804.2650502,62327.780186
41.0,0.0,4545.7272,20589.3164102,48041.7382904,73176.7819006
42.0,0.0,3175.5612,29926.65456,69828.86064,102931.0764
43.0,0.0,2417.94,32119.9736454,74946.6051726,109484.518818
44.0,0.0,2208.3852,31898.7947844,74430.5211636,108537.701148
45.0,0.0,1773.156,30443.2543587,71034.2601703,103250.670529
46.0,0.0,1273.4484,27759.9443804,64773.2035542,93806.5963346
47.0,0.0,886.578,23721.0257072,55349.0599835,79956.6636907
48.0,0.0,983.2956,19166.5777184,44722.0146762,64871.8879945
49.0,0.0,1047.774,16186.6901251,37768.9436252,55003.4077503
50.0,0.0,805.98,14597.0604505,34059.8077179,49462.8481685
51.0,0.0,1015.5348,13627.6998105,31797.9662246,46441.2008351
52.0,0.0,1160.6112,13267.5794708,30957.6854318,45385.8761026
53.0,0.0,1144.4916,13696.1581855,31957.7024328,46798.3522183
54.0,0.0,1531.362,15399.2439703,35931.5692641,52862.1752344
55.0,0.0,2820.93,17447.6851636,40711.2653817,60979.8805453
56.0,0.0,3691.3884,20037.5583102,46754.3027239,70483.2494341
57.0,0.0,4513.488,20089.1760194,46874.7440452,71477.4080646
58.0,0.0,6206.046,19322.3743669,45085.5401893,70613.9605562
59.0,0.0,7479.4944,18448.1595852,43045.7056989,68973.3596841
60.0,0.650723536096,8092.0392,17228.3163389,40199.4047908,65520.4110532
61.0,20.5448214163,7527.8532,16891.6767567,39413.9124322,63853.9872103
62.0,161.996225032,7237.7004,16389.2227697,38241.5197961,62030.4391908
63.0,12.5734580992,6544.5576,16613.5913879,38765.0465719,61935.7690179
64.0,0.0,5464.5444,17334.2972049,40446.6934781,63245.535083
65.0,0.0,4545.7272,21118.4376951,49276.3546219,74940.519517
66.0,0.0,3175.5612,29992.6202823,69982.7806587,103150.962141
67.0,0.0,2417.94,32027.055192,74729.795448,109174.79064
68.0,0.0,2208.3852,30426.3011913,70994.7027797,103629.389171
69.0,0.0,1773.156,29909.0329524,69787.7435556,101469.932508
70.0,0.0,1273.4484,28565.884872,66653.731368,96493.06464
71.0,0.0,886.578,25140.9942632,58662.3199475,84689.8922107
72.0,0.0,983.2956,20931.5515004,48840.2868343,70755.1339347
73.0,0.0,1047.774,17682.7602045,41259.7738106,59990.3080151
74.0,0.0,805.98,15846.5456622,36975.2732119,53627.7988741
75.0,0.0,1015.5348,14863.0389066,34680.4241153,50558.9978219
76.0,0.0,1160.6112,14455.5986269,33729.7301296,49345.9399565
77.0,0.0,1144.4916,14402.5571303,33605.9666374,49153.0153677
78.0,0.0,1531.362,14718.2264559,34342.5283971,50592.116853
79.0,0.0,2820.93,15426.6205889,35995.4480407,54242.9986296
80.0,0.0,3691.3884,17583.9563109,41029.2313921,62304.576103
81.0,0.0,4513.488,20025.4543474,46726.0601438,71265.0024912
82.0,0.0,6206.046,19995.9174825,46657.1407924,72859.1042749
83.0,12.5778017303,7479.4944,19322.819241,45086.5782291,71901.4696718
84.0,196.439828184,8092.0392,18667.7865424,43558.1685988,70514.4341694
85.0,548.457061221,7527.8532,17998.2389601,41995.890907,68070.4401283
86.0,555.777701002,7237.7004,17919.2023968,41811.4722591,67524.1527569
87.0,384.747715276,6544.5576,17768.1839527,41459.0958897,66156.5851578
88.0,688.72766832,5464.5444,18308.0237205,42718.7220146,67180.0178034
89.0,664.116435626,4545.7272,21182.5185998,49425.8767328,75818.2389681
90.0,323.878394555,3175.5612,28457.4085257,66400.6198933,98357.4680136
