hour_ending,total
1.0,30.711786848
2.0,29.4185631551
3.0,29.2038291175
4.0,30.2914222108
5.0,30.638959344
6.0,20.4436442757
7.0,22.0329974519
8.0,21.0514326365
9.0,21.71169964
10.0,18.4232165351
11.0,24.7190471595
12.0,27.2390929976
13.0,27.7478145331
14.0,27.5834171527
15.0,28.2356517109
16.0,29.4453379728
17.0,29.2284619497
18.0,31.1492873686
19.0,34.468829262
20.0,33.0187051376
21.0,32.6567096028
22.0,30.460103562
23.0,20.3097701874
24.0,18.3594924691
25.0,16.4483059845
26.0,15.4126560375
27.0,19.1065098818
28.0,28.0166337024
29.0,28.0626863888
30.0,28.3116921931
31.0,30.5104402192
32.0,33.9215519891
33.0,35.0910760244
34.0,34.7992305119
35.0,33.7571546086
36.0,38.2783503186
37.0,40.1483035839
38.0,40.6452441997
39.0,39.504101471
40.0,39.8655615094
41.0,36.5674394702
42.0,35.9071724667
43.0,35.9714320291
44.0,36.0030263139
45.0,36.6108146748
46.0,36.7543276974
47.0,34.6562529856
48.0,31.4523783045
49.0,30.7278517386
50.0,30.5334665624
51.0,30.2416210499
52.0,31.0571819959
53.0,31.1278675145
54.0,30.8585128488
55.0,32.0499922347
56.0,35.78186632
57.0,37.0734835239
58.0,35.6795865166
59.0,36.4758695938
60.0,35.7320651592
61.0,35.6008685527
62.0,34.2996124144
63.0,34.2878314946
64.0,33.8337305871
65.0,33.7341282654
66.0,35.1644390248
67.0,36.7200559308
68.0,34.7183705626
69.0,34.4211700866
70.0,34.8618835853
71.0,34.018476829
72.0,30.7482006001
73.0,29.1765188035
74.0,29.1700928472
75.0,28.3475704487
76.0,28.8016713562
77.0,28.7181339251
78.0,28.8123812833
79.0,30.8413769655
80.0,31.359201939
81.0,32.7659508589
82.0,20.156082734
83.0,16.0707810555
84.0,16.2201845381
85.0,16.6860663653
86.0,17.6933350057
87.0,26.4744042053
88.0,30.2726798384
89.0,33.1654311384
90.0,32.0275013878
91.0,34.693202234
92.0,33.8540794486
93.0,33.8754993027
94.0,33.1279463936
95.0,30.1805744657
96.0,27.9893233884
97.0,28.2195868203
98.0,27.8768691543
99.0,27.4789953638
100.0,28.992308058
101.0,17.7881178602
102.0,18.4719467032
103.0,18.8168063547
104.0,18.9056987493
105.0,25.1843934904
106.0,28.4857285078
107.0,27.4302651957
108.0,27.6642771021
109.0,28.3106212003
110.0,28.2629620249
111.0,30.243227539
112.0,30.4028054523
113.0,28.3598868648
114.0,30.6020100956
115.0,32.7980806401
116.0,32.8050420927
117.0,33.3994430447
118.0,21.6051358657
119.0,16.8290438916
120.0,16.5741476275
121.0,15.839446631
122.0,15.4185464973
123.0,24.011656477
124.0,28.8798538238
125.0,29.2825470814
126.0,29.4298085785
127.0,31.1064476603
128.0,35.5291120413
129.0,37.8885089735
130.0,36.9878041074
131.0,34.2942574509
132.0,33.8808542662
133.0,37.4997386211
134.0,37.516339008
135.0,38.711031372
136.0,39.0494650672
137.0,35.0546622724
138.0,35.3320493834
139.0,36.887130793
140.0,33.7914263752
141.0,33.712172915
142.0,32.9560520643
143.0,32.5967340113
144.0,23.9913076155
145.0,16.6614335331
146.0,16.4991781381
147.0,16.9864798195
148.0,17.7142193635
149.0,28.9751721747
150.0,29.6911307989
151.0,31.8706009563
152.0,37.1195362103
153.0,40.6763029882
154.0,42.1762282734
155.0,39.3563044776
156.0,37.6464646218
157.0,35.9708965327
158.0,31.9455704458
159.0,26.9135112149
160.0,26.7935600318
161.0,25.9453338083
162.0,25.2159877753
163.0,33.6232805203
164.0,35.4546780482
165.0,35.4445036175
166.0,36.5208512874
167.0,36.4480237834
168.0,33.3159056136
169.0,32.9924658163
170.0,30.8536933816
171.0,29.6418651344
172.0,29.4367700311
173.0,20.0843262227
174.0,19.5659657528
175.0,21.0262643079
176.0,24.8293594083
177.0,27.8018996648
178.0,38.245685041
179.0,40.9022824492
180.0,38.7013924376
181.0,37.6154058333
182.0,38.2430075593
183.0,35.6008685527
184.0,27.0725536318
185.0,27.3253079105
186.0,27.4597174951
187.0,27.0115070475
188.0,25.6363524125
189.0,36.7404047922
190.0,36.8287616905
191.0,36.48229555
192.0,35.0477008198
193.0,34.0773814278
194.0,27.7135427665
195.0,22.1492001606
196.0,21.981589802
197.0,21.3700529667
198.0,21.4171766458
199.0,22.9744000408
200.0,36.4137520168
201.0,39.5822839386
202.0,37.1307816337
203.0,37.1436335462
204.0,37.0268953412
205.0,34.5743220436
206.0,26.1279380648
207.0,22.1732974965
208.0,21.3743369375
209.0,21.6088843402
210.0,23.004923333
211.0,26.9220791565
212.0,34.1598478662
213.0,34.342987619
214.0,34.4923911016
215.0,34.0532840919
216.0,28.2420776671
217.0,17.6724506479
218.0,16.8879484905
219.0,17.1605161343
220.0,17.6076555892
221.0,17.8582678825
222.0,26.5981038629
223.0,31.851858584
224.0,35.0669786885
225.0,35.1521226087
226.0,33.0743967583
227.0,32.3257728566
228.0,30.9045655352
229.0,24.8491727733
230.0,23.0638279318
231.0,22.9572641575
232.0,23.6218151318
233.0,22.8142866312
234.0,33.4379987821
235.0,36.6547253757
236.0,35.2474409595
237.0,34.8511736582
238.0,34.5014945396
239.0,33.1407983061
240.0,20.3199446181
241.0,18.0205232775
242.0,17.6612052245
243.0,17.0095061627
244.0,17.3709662011
245.0,17.7297487577
246.0,28.9071641378
247.0,30.5179371682
248.0,33.3287575261
249.0,30.9281273747
250.0,30.1955683636
251.0,23.5837948908
252.0,17.8368480283
253.0,18.0103488468
254.0,18.4569528053
255.0,18.9812037351
256.0,21.5890709751
257.0,30.8552998707
258.0,34.1839452021
259.0,35.0696561703
260.0,34.8613480889
261.0,35.1767554409
262.0,34.6326911461
263.0,28.0728608195
264.0,19.4004973797
265.0,19.455653504
266.0,19.0866965167
267.0,18.7370173981
268.0,21.4616228431
269.0,30.1248828449
270.0,30.4611745548
271.0,31.0480785578
272.0,32.0419597894
273.0,30.9120624841
274.0,30.8868941555
275.0,20.4013400638
276.0,18.0103488468
277.0,17.2740413611
278.0,17.7945438164
279.0,20.0254216238
280.0,32.1651239506
281.0,31.6033882761
282.0,30.8237055859
283.0,34.6733888689
284.0,35.4932337857
285.0,24.8684506421
286.0,21.6260202235
287.0,20.0629063685
288.0,19.8706631778
289.0,18.8028834495
290.0,18.1169126211
291.0,17.7699109842
292.0,19.0331468814
293.0,19.5857791179
294.0,20.1957094641
295.0,21.3839758719
296.0,33.7828584336
297.0,37.5672111616
298.0,36.6306280398
299.0,35.6260368813
300.0,36.2145473734
301.0,39.5983488292
302.0,39.637440063
303.0,39.1024792061
304.0,39.5437282012
305.0,36.5299547254
306.0,37.4220916498
307.0,36.0796022924
