hour_ending,hvac,lighting,total,other
1.0,1469.80213302,7126.74969098,20190.8390933,11594.2872693
2.0,1466.34330074,6586.83722127,19415.7875228,11362.6070008
3.0,1470.15405551,6545.65803729,19222.8090774,11206.9969846
4.0,1455.03829689,6662.50004126,19121.5087975,11003.9704594
5.0,1546.3463979,6971.46503068,19740.3932758,11222.5818472
6.0,1511.97458411,7270.53188342,20021.2544739,11238.7480064
7.0,2223.9752668,10009.6858389,20359.4567528,8125.79564709
8.0,2359.1313643,12871.3473675,20640.6505087,5410.17177688
9.0,1918.42672614,13164.2313648,19998.8460526,4916.18796162
10.0,2196.50085254,13914.4193244,21391.6714802,5280.75130334
11.0,2359.27643173,15628.2254852,23631.7542945,5644.25237759
12.0,2408.49053421,16176.1767264,24582.5071206,5997.83985998
13.0,2340.0745679,16570.4639863,25297.6438143,6387.10526011
14.0,2381.63072448,16933.683682,25787.0566281,6471.74222164
15.0,2413.11796985,17154.1030164,26286.3556952,6719.13470898
16.0,2439.94565902,17411.4171331,26706.9779361,6855.61514396
17.0,2461.13529291,17354.0895916,26491.6715422,6676.44665765
18.0,2318.00049605,16120.8712917,27703.820781,9264.94899326
19.0,2424.21423976,15747.4885724,29138.2406711,10966.5378589
20.0,2339.07713848,14239.8209253,27534.7057933,10955.8077296
21.0,2156.43679388,13286.1002157,25527.7061377,10085.1691281
22.0,2224.83139513,11037.759212,24234.9918163,10972.4012091
23.0,1851.79414931,9301.05364717,22531.2371818,11378.3893853
24.0,1873.62793824,7687.34676341,21040.1736489,11479.1989472
25.0,2838.31068861,7324.49883628,19937.6925989,9774.88307402
26.0,2862.25447385,6806.0427071,19161.0706061,9492.77342516
27.0,2805.57066951,6924.52259347,19201.8132719,9471.72000895
28.0,2770.38407011,7289.73254283,19394.2005661,9334.08395314
29.0,2610.06769362,8209.68688391,19747.6700126,8927.9154351
30.0,2302.02288217,9106.39439233,20453.2153773,9044.79810282
31.0,2534.07615308,12199.5450489,21648.9575399,6915.33633791
32.0,3190.73708212,15053.1892599,23113.6007062,4869.67436419
33.0,3014.65674064,15848.7287931,23558.8125118,4695.42697807
34.0,3308.38751246,17363.195275,26062.8582647,5391.27547723
35.0,3587.04593747,18971.721264,28179.5342584,5620.76705685
36.0,3657.3437266,19467.8267619,29056.3074642,5931.13697572
37.0,3678.35491919,19646.7605278,29413.5532708,6088.43782379
38.0,3726.59775581,19858.6383574,29654.250094,6069.01398073
39.0,3802.06264566,20272.4630684,30331.2320752,6256.70636111
