hour_ending,total
1.0,1967.53594575
2.0,1931.91951542
3.0,1891.2022944
4.0,1965.67313262
5.0,1937.66324169
6.0,2000.72370405
7.0,2098.89770899
8.0,2179.66371201
9.0,2204.65992873
10.0,2150.77052449
11.0,2127.66054618
12.0,1940.18148712
13.0,1809.21658785
14.0,1699.82831356
15.0,1702.64013234
16.0,1732.02732333
17.0,1743.6583111
18.0,1900.03152024
19.0,2183.30485932
20.0,2184.22162819
21.0,2266.53521067
22.0,2259.7843235
23.0,2106.19443023
24.0,1909.02489849
25.0,1795.34884002
26.0,1732.77035901
27.0,1684.0359636
28.0,1776.63311582
29.0,1777.75595476
30.0,1902.41739666
31.0,2026.59056014
32.0,2093.09227092
33.0,2144.3944417
34.0,2080.75628184
35.0,1882.10980399
36.0,1713.83837688
37.0,1648.4158758
38.0,1664.79972978
39.0,1680.84302051
40.0,1718.54925987
41.0,1700.11766161
42.0,1847.30935942
43.0,2161.09821671
44.0,2131.20484829
45.0,2101.65278896
46.0,2116.377498
47.0,1995.74054355
48.0,1836.20321225
49.0,1714.12169915
50.0,1664.28694555
51.0,1675.582462
52.0,1712.09176056
53.0,1718.54970586
54.0,1841.20438253
55.0,1980.56946652
56.0,2093.15391978
57.0,2090.2785932
58.0,2064.28705417
59.0,1909.147977
60.0,1815.35941024
61.0,1716.5485017
62.0,1688.6117788
63.0,1665.9549455
64.0,1693.07383257
65.0,1734.94095045
66.0,1882.44983404
67.0,2089.39195911
68.0,2158.87428426
69.0,2151.33858741
70.0,2089.16337376
71.0,1946.8489721
72.0,1828.55183734
73.0,1716.3655508
74.0,1645.90736143
75.0,1584.56607497
76.0,1575.09842264
77.0,1621.45974954
78.0,1694.21367881
79.0,1785.37748129
80.0,1872.01076005
81.0,1886.83209525
82.0,1847.90117742
83.0,1790.45925916
84.0,1666.27899067
85.0,1595.69945586
86.0,1617.18161962
87.0,1628.10756721
88.0,1651.11765897
89.0,1637.12697112
90.0,1739.94592377
91.0,1962.02801191
92.0,2009.12421235
93.0,2034.67964763
94.0,2006.6502986
95.0,1880.73503775
96.0,1734.21806619
97.0,1663.15371634
98.0,1608.30507229
99.0,1559.93981387
100.0,1580.45153877
101.0,1676.82311993
102.0,1731.07202658
103.0,1859.97325436
104.0,1923.94610597
105.0,1927.27501385
106.0,1871.17116547
107.0,1781.94676871
108.0,1693.33461114
109.0,1681.57008543
110.0,1629.93475383
111.0,1662.16781693
112.0,1665.50113726
113.0,1656.9548063
114.0,1728.05246789
115.0,1926.4175649
116.0,1940.26095248
117.0,1982.40196034
118.0,1963.99724631
119.0,1878.30246147
120.0,1772.22280405
121.0,1678.33316858
122.0,1618.43757424
123.0,1575.60691485
124.0,1630.64604668
125.0,1663.6212773
126.0,1764.53547268
127.0,1890.45488966
128.0,2020.85527201
129.0,2016.63324401
130.0,1962.37955154
131.0,1802.4023961
132.0,1672.67788417
133.0,1656.32514777
134.0,1638.29971265
135.0,1640.56523711
136.0,1669.45992078
137.0,1686.16165857
138.0,1740.2790229
139.0,2001.84670283
140.0,2019.85077555
141.0,2050.8926653
142.0,2026.61521648
143.0,1952.50022835
144.0,1785.85146535
145.0,1678.48492913
146.0,1661.28825847
147.0,1661.95959412
148.0,1728.22226636
149.0,1751.4846349
150.0,1898.06457761
151.0,2025.26552084
152.0,2126.52039022
153.0,2182.64999377
154.0,2052.64547652
155.0,1911.59529835
156.0,1783.58496367
157.0,1702.91593089
158.0,1596.54881546
159.0,1585.50814333
160.0,1632.81387721
161.0,1674.0354343
162.0,1782.94387276
163.0,2084.59484827
164.0,2076.658151
165.0,2097.16968252
166.0,2059.74166919
167.0,1967.56802643
168.0,1806.34297645
169.0,1627.55397334
170.0,1563.50435986
171.0,1586.51389915
172.0,1652.99690754
173.0,1692.20829898
174.0,1791.28764041
175.0,1873.77785703
176.0,2057.57036032
177.0,2028.27472407
178.0,1995.36240167
179.0,1809.07255314
180.0,1713.75322469
181.0,1657.83489474
182.0,1634.32467615
183.0,1645.48788571
184.0,1667.70216211
185.0,1648.70955369
186.0,1794.38572884
187.0,2101.70751092
188.0,2108.83937366
189.0,2087.78666345
190.0,2050.34057741
191.0,1955.8586351
192.0,1747.87644983
193.0,1635.71724089
194.0,1573.57250529
195.0,1510.52866733
196.0,1585.32941149
197.0,1603.89394189
198.0,1653.58360992
199.0,1807.50114219
200.0,1953.89903527
201.0,1966.82934624
202.0,1896.2435773
203.0,1743.21711545
204.0,1697.46692823
205.0,1602.13667828
206.0,1602.13667828
207.0,1570.94599212
208.0,1624.72852981
209.0,1702.7548692
210.0,1846.58057445
211.0,2157.37947463
212.0,2181.25140409
213.0,2151.74103614
214.0,2096.02093409
215.0,2006.12253725
216.0,1825.6972913
217.0,1719.3170725
218.0,1662.21021936
219.0,1626.43661298
220.0,1700.21577586
221.0,1703.26074676
222.0,1839.27242705
223.0,1952.5012013
224.0,2129.07437488
225.0,2143.55906619
226.0,2049.05287997
227.0,1875.47383475
228.0,1711.78884889
229.0,1638.35304924
230.0,1610.35513889
231.0,1638.68597869
232.0,1666.48555038
233.0,1656.35160012
234.0,1741.36779245
235.0,1959.59802727
236.0,1978.8617212
237.0,1984.13442314
238.0,1971.18867976
239.0,1876.18001821
240.0,1749.58183502
241.0,1668.66262313
242.0,1641.83010415
243.0,1568.74173501
244.0,1599.71643454
245.0,1680.01708062
246.0,1788.93094441
247.0,1919.21778979
248.0,2027.03305854
249.0,2002.95483553
250.0,1883.3802375
251.0,1778.59335075
252.0,1679.35683327
253.0,1706.52674643
254.0,1665.78521856
255.0,1625.84247462
256.0,1667.36521835
257.0,1658.63049729
258.0,1738.16295808
259.0,1978.06201215
260.0,2024.57680067
261.0,2029.06989117
262.0,1942.58821686
263.0,1830.90523051
264.0,1720.70042315
265.0,1648.63338339
266.0,1564.32178868
267.0,1507.20145967
268.0,1560.06027774
269.0,1616.32558418
270.0,1655.94421016
271.0,1775.11758874
272.0,1871.5876568
273.0,1864.20346861
274.0,1891.4073286
275.0,1728.62643027
276.0,1746.1721403
277.0,1729.48373296
278.0,1684.80694336
279.0,1649.67547361
280.0,1639.61771847
281.0,1644.41524978
282.0,1759.09927793
283.0,2008.60144601
284.0,1979.12641471
285.0,2049.47715135
286.0,1997.42064272
287.0,1871.47676457
288.0,1737.75150446
