hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,1049.34648,18445.2557416,43038.9300638,62533.5322854
2.0,0.0,807.1896,16319.4956884,38078.8232728,55205.5085612
3.0,0.0,1017.058896,14849.4337546,34648.6787606,50515.1714112
4.0,0.0,1162.353024,13931.6339571,32507.1458999,47601.132881
5.0,0.0,1146.209232,13815.5594602,32236.3054072,47198.0740994
6.0,0.0,1533.66024,14513.2407447,33864.2284042,49911.1293889
7.0,0.0,2825.1636,15327.6913621,35764.6131782,53917.4681403
8.0,0.0,3696.928368,16212.6183979,37829.4429284,57738.9896943
9.0,0.0,4520.26176,17462.7032175,40746.3075076,62729.2724851
10.0,0.0,6215.35992,17882.6508036,41726.1852083,65824.1959319
11.0,0.0,7490.719488,17585.4404018,41032.694271,66108.8541608
12.0,0.0,8104.183584,17359.0137743,40504.3654733,65967.5628316
13.0,0.391945282264,7539.150864,17018.2930321,39709.3504083,64267.1862497
14.0,0.391945282264,7248.562608,16177.8122299,37748.2285363,61174.9953195
15.0,16.3837072501,6554.379552,15939.4679017,37192.0917707,59702.3229317
16.0,11.5559211572,5472.745488,16915.2993412,39469.0317962,61868.6325466
17.0,0.0,4552.549344,20084.6865251,46864.2685586,71501.5044277
18.0,0.0,3180.327024,27481.0795379,64122.5189217,94783.9254836
19.0,0.0,2421.5688,29779.4921232,69485.4816208,101686.542544
20.0,0.0,2211.699504,29107.1851878,67916.7654382,99235.65013
21.0,0.0,1775.81712,27823.6383004,64921.8227009,94521.2781213
22.0,0.0,1275.359568,24877.786856,58048.1693306,84201.3157546
23.0,0.0,887.90856,21404.8201292,49944.5803016,72237.3089908
24.0,0.0,984.771312,17146.7243831,40009.0235606,58140.5192557
25.0,0.0,1049.34648,14591.161795,34046.0441884,49686.5524634
26.0,0.0,807.1896,13321.1315811,31082.6403558,45210.9615369
27.0,0.0,1017.058896,12629.2024789,29468.1391174,43114.4004923
28.0,0.0,1162.353024,12437.3672545,29020.5235937,42620.2438722
29.0,0.0,1146.209232,13008.0000607,30352.0001415,44506.2094342
30.0,0.0,1533.66024,14485.059399,33798.4719309,49817.1915699
31.0,0.0,2825.1636,16709.8880621,38989.7388115,58524.7904735
32.0,0.0,3696.928368,17320.2108222,40413.8252519,61430.9644421
33.0,0.0,4520.26176,16854.2483023,39326.579372,60701.0894343
34.0,0.0,6215.35992,15877.2280516,37046.8654538,59139.4534255
35.0,0.0,7490.719488,14394.0987127,33586.2303295,55471.0485302
36.0,0.0,8104.183584,13938.2508979,32522.5854284,54565.0199103
37.0,0.391945282264,7539.150864,13242.5601766,30899.3070786,51681.4100645
38.0,0.0,7248.562608,12774.5340602,29807.2461404,49830.3428086
39.0,0.391945282264,6554.379552,13066.9615488,30489.5769473,50111.3099934
40.0,0.0,5472.745488,14600.4064421,34067.6150317,54140.7669618
41.0,0.0,4552.549344,17807.8487676,41551.6471245,63912.0452361
42.0,0.0,3180.327024,25820.099539,60246.8989244,89247.3254874
43.0,0.0,2421.5688,28583.0963129,66693.8913969,97698.5565098
44.0,0.0,2211.699504,28547.796224,66611.5245227,97371.0202507
45.0,0.0,1775.81712,27039.3547962,63091.8278579,91906.9997741
46.0,0.0,1275.359568,24639.6089836,57492.4209616,83407.3895132
47.0,0.0,887.90856,21108.4572332,49253.0668775,71249.4326707
48.0,0.0,984.771312,17245.031403,40238.406607,58468.209322
49.0,0.0,1049.34648,14526.934542,33896.1805981,49472.4616201
50.0,0.0,807.1896,13153.4853431,30691.4658007,44652.1407438
51.0,0.0,1017.058896,12487.9025223,29138.4392186,42643.4006369
52.0,0.0,1162.353024,12165.9743415,28387.2734635,41715.600829
53.0,0.0,1146.209232,12776.4542598,29811.7266061,43734.3900979
54.0,0.0,1533.66024,14103.8247758,32908.9244768,48546.4094925
55.0,0.0,2825.1636,16265.8680221,37953.6920516,57044.7236737
56.0,0.0,3696.928368,17088.5994833,39873.3987944,60658.9266457
57.0,0.0,4520.26176,17058.2681376,39802.6256544,61381.155552
58.0,0.0,6215.35992,15461.2833652,36076.327852,57752.9711372
