hour_ending,total,pumping,process,other
1.0,66.8212806669,33.4106403334,16.7053201667,16.7053201667
2.0,66.3090040823,33.1545020411,16.5772510206,16.5772510206
3.0,67.2757816969,33.6378908484,16.8189454242,16.8189454242
4.0,67.9941244265,33.9970622132,16.9985311066,16.9985311066
5.0,69.8448680274,34.9224340137,17.4612170068,17.4612170068
6.0,98.472655361,49.2363276805,24.6181638403,24.6181638403
7.0,74.7480867662,37.3740433831,18.6870216916,18.6870216916
8.0,62.9426150975,31.4713075488,15.7356537744,15.7356537744
9.0,62.622923695,31.3114618475,15.6557309237,15.6557309237
10.0,60.5584105419,30.2792052709,15.1396026355,15.1396026355
11.0,59.3104585612,29.6552292806,14.8276146403,14.8276146403
12.0,61.9893184456,30.9946592228,15.4973296114,15.4973296114
13.0,61.2690498642,30.6345249321,15.317262466,15.317262466
14.0,63.4057824607,31.7028912303,15.8514456152,15.8514456152
15.0,94.8953856017,47.4476928008,23.7238464004,23.7238464004
16.0,71.5877639263,35.7938819631,17.8969409816,17.8969409816
17.0,63.6686612344,31.8343306172,15.9171653086,15.9171653086
18.0,68.2656695334,34.1328347667,17.0664173834,17.0664173834
19.0,68.7808348958,34.3904174479,17.1952087239,17.1952087239
20.0,68.4495883824,34.2247941912,17.1123970956,17.1123970956
21.0,70.2261866882,35.1130933441,17.5565466721,17.5565466721
22.0,71.0331186016,35.5165593008,17.7582796504,17.7582796504
23.0,95.9786772516,47.9893386258,23.9946693129,23.9946693129
24.0,72.4601748017,36.2300874009,18.1150437004,18.1150437004
25.0,65.2613406911,32.6306703456,16.3153351728,16.3153351728
26.0,65.0475711389,32.5237855694,16.2618927847,16.2618927847
27.0,66.0393848272,33.0196924136,16.5098462068,16.5098462068
28.0,66.0018307167,33.0009153583,16.5004576792,16.5004576792
29.0,67.9700512787,33.9850256393,16.9925128197,16.9925128197
30.0,75.9661880436,37.9830940218,18.9915470109,18.9915470109
31.0,92.4033333441,46.2016666721,23.100833336,23.100833336
32.0,67.3046694742,33.6523347371,16.8261673685,16.8261673685
33.0,62.4755960306,31.2377980153,15.6188990077,15.6188990077
34.0,61.3297141966,30.6648570983,15.3324285492,15.3324285492
35.0,62.4784848084,31.2392424042,15.6196212021,15.6196212021
36.0,62.579592029,31.2897960145,15.6448980072,15.6448980072
37.0,65.1159388786,32.5579694393,16.2789847196,16.2789847196
38.0,65.0822364717,32.5411182358,16.2705591179,16.2705591179
39.0,93.7408374344,46.8704187172,23.4352093586,23.4352093586
40.0,69.1236365201,34.5618182601,17.28090913,17.28090913
41.0,62.2030879978,31.1015439989,15.5507719994,15.5507719994
42.0,65.7543587576,32.8771793788,16.4385896894,16.4385896894
43.0,69.8082768428,34.9041384214,17.4520692107,17.4520692107
44.0,67.5299941374,33.7649970687,16.8824985343,16.8824985343
45.0,73.5742800807,36.7871400403,18.3935700202,18.3935700202
46.0,96.0691922872,48.0345961436,24.0172980718,24.0172980718
47.0,72.2791447304,36.1395723652,18.0697861826,18.0697861826
48.0,65.3403006158,32.6701503079,16.335075154,16.335075154
49.0,65.2237865806,32.6118932903,16.3059466452,16.3059466452
50.0,66.7326914831,33.3663457415,16.6831728708,16.6831728708
51.0,66.1212335296,33.0606167648,16.5303083824,16.5303083824
52.0,70.5949873121,35.2974936561,17.648746828,17.648746828
53.0,98.1799258841,49.0899629421,24.544981471,24.544981471
54.0,74.9955587253,37.4977793627,18.7488896813,18.7488896813
55.0,66.8723157402,33.4361578701,16.7180789351,16.7180789351
56.0,65.4568146511,32.7284073255,16.3642036628,16.3642036628
57.0,64.3629308162,32.1814654081,16.0907327041,16.0907327041
58.0,63.1871982789,31.5935991395,15.7967995697,15.7967995697
59.0,65.5415521312,32.7707760656,16.3853880328,16.3853880328
60.0,65.7456924244,32.8728462122,16.4364231061,16.4364231061
61.0,94.7644276778,47.3822138389,23.6911069195,23.6911069195
62.0,71.753387183,35.8766935915,17.9383467958,17.9383467958
63.0,65.4317785774,32.7158892887,16.3579446443,16.3579446443
64.0,64.2271582627,32.1135791314,16.0567895657,16.0567895657
65.0,65.0013506952,32.5006753476,16.2503376738,16.2503376738
66.0,67.45873762,33.72936881,16.864684405,16.864684405
67.0,71.7495354794,35.8747677397,17.9373838698,17.9373838698
68.0,98.3782886217,49.1891443108,24.5945721554,24.5945721554
69.0,75.7100497512,37.8550248756,18.9275124378,18.9275124378
70.0,66.5410692268,33.2705346134,16.6352673067,16.6352673067
71.0,67.5299941374,33.7649970687,16.8824985343,16.8824985343
72.0,65.7591733871,32.8795866936,16.4397933468,16.4397933468
73.0,66.0191633831,33.0095816916,16.5047908458,16.5047908458
74.0,68.7981675622,34.3990837811,17.1995418906,17.1995418906
75.0,96.8048676832,48.4024338416,24.2012169208,24.2012169208
76.0,72.9233421648,36.4616710824,18.2308355412,18.2308355412
77.0,65.6185862041,32.809293102,16.404646551,16.404646551
78.0,63.8169518247,31.9084759124,15.9542379562,15.9542379562
79.0,63.5348145327,31.7674072664,15.8837036332,15.8837036332
80.0,60.8174376119,30.4087188059,15.204359403,15.204359403
81.0,66.5805491892,33.2902745946,16.6451372973,16.6451372973
82.0,88.7355485491,44.3677742746,22.1838871373,22.1838871373
83.0,68.0230122038,34.0115061019,17.005753051,17.005753051
84.0,59.302755154,29.651377577,14.8256887885,14.8256887885
85.0,59.5579305204,29.7789652602,14.8894826301,14.8894826301
86.0,61.9122843727,30.9561421864,15.4780710932,15.4780710932
87.0,62.3273054404,31.1636527202,15.5818263601,15.5818263601
88.0,63.06683254,31.53341627,15.766708135,15.766708135
89.0,62.2483455157,31.1241727578,15.5620863789,15.5620863789
90.0,93.1910067393,46.5955033697,23.2977516848,23.2977516848
91.0,76.7894896974,38.3947448487,19.1973724244,19.1973724244
92.0,66.2310070835,33.1155035418,16.5577517709,16.5577517709
93.0,67.2189690682,33.6094845341,16.804742267,16.804742267
94.0,67.6715442463,33.8357721232,16.9178860616,16.9178860616
95.0,67.3152616593,33.6576308297,16.8288154148,16.8288154148
96.0,71.9113070324,35.9556535162,17.9778267581,17.9778267581
97.0,70.0884882829,35.0442441415,17.5221220707,17.5221220707
98.0,97.0860420492,48.5430210246,24.2715105123,24.2715105123
99.0,71.363402189,35.6817010945,17.8408505472,17.8408505472
100.0,66.0336072717,33.0168036359,16.5084018179,16.5084018179
101.0,65.1390491004,32.5695245502,16.2847622751,16.2847622751
102.0,65.0986062122,32.5493031061,16.274651553,16.274651553
103.0,63.4202263493,31.7101131747,15.8550565873,15.8550565873
104.0,63.6965860858,31.8482930429,15.9241465214,15.9241465214
105.0,60.2926429904,30.1463214952,15.0731607476,15.0731607476
106.0,88.8838391394,44.4419195697,22.2209597849,22.2209597849
107.0,65.9199820142,32.9599910071,16.4799955036,16.4799955036
108.0,60.9830608686,30.4915304343,15.2457652171,15.2457652171
109.0,60.2878283609,30.1439141805,15.0719570902,15.0719570902
110.0,59.7302942584,29.8651471292,14.9325735646,14.9325735646
111.0,61.9806521124,30.9903260562,15.4951630281,15.4951630281
112.0,66.9012035175,33.4506017587,16.7253008794,16.7253008794
113.0,68.8934972274,34.4467486137,17.2233743069,17.2233743069
114.0,95.3344798171,47.6672399085,23.8336199543,23.8336199543
115.0,72.1395204733,36.0697602366,18.0348801183,18.0348801183
116.0,66.8646123329,33.4323061664,16.7161530832,16.7161530832
117.0,65.9065010515,32.9532505258,16.4766252629,16.4766252629
118.0,66.2704870458,33.1352435229,16.5676217614,16.5676217614
119.0,67.0966774775,33.5483387387,16.7741693694,16.7741693694
120.0,72.5603190964,36.2801595482,18.1400797741,18.1400797741
121.0,95.7225389592,47.8612694796,23.9306347398,23.9306347398
122.0,71.5165074089,35.7582537044,17.8791268522,17.8791268522
123.0,64.7769889579,32.388494479,16.1942472395,16.1942472395
124.0,63.5117043109,31.7558521555,15.8779260777,15.8779260777
125.0,63.7293255668,31.8646627834,15.9323313917,15.9323313917
126.0,62.5160389189,31.2580194595,15.6290097297,15.6290097297
127.0,65.8727986446,32.9363993223,16.4681996611,16.4681996611
128.0,62.4399677719,31.2199838859,15.609991943,15.609991943
129.0,63.1111271319,31.5555635659,15.777781783,15.777781783
130.0,94.0249005782,47.0124502891,23.5062251446,23.5062251446
131.0,71.8544944036,35.9272472018,17.9636236009,17.9636236009
