hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.49708,3755.67088992,8763.23207648,12845.4000464
2.0,0.0,251.1516,3452.42413275,8055.65630975,11759.2320425
3.0,0.0,316.451016,3097.16062398,7226.70812262,10640.3197626
4.0,0.0,361.658304,2800.94356759,6535.53499105,9698.13686264
5.0,0.0,356.635272,2788.0519668,6505.45458919,9650.14182799
6.0,0.0,477.18804,2806.58701935,6548.70304516,9832.47810451
7.0,0.0,879.0306,2922.86956254,6820.02897926,10621.9291418
8.0,0.0,1150.274328,3144.26885904,7336.62733776,11631.1705248
9.0,0.0,1406.44896,3376.84987746,7879.31638074,12662.6152182
10.0,0.0,1933.86732,3456.60348756,8065.40813764,13455.8789452
11.0,0.0,2330.686848,3381.29142243,7889.67998567,13601.6582561
12.0,0.0,2521.562064,3283.55884119,7661.63729611,13466.7582013
13.0,0.0,2345.755944,3062.24317713,7145.23407997,12553.2332011
14.0,0.0,2255.341368,2797.87094388,6528.36553572,11581.5778476
15.0,2.12874395694,2039.350992,2990.1656355,6977.0531495,12008.698521
16.0,2.12874395694,1702.807848,3121.64300565,7283.83367985,12110.4132775
17.0,0.0,1416.495024,3518.79213909,8210.51499121,13145.8021543
18.0,0.0,989.537304,4545.04771377,10605.1113321,16139.6963499
19.0,0.0,753.4548,5032.07808687,11741.515536,17527.0484229
20.0,0.0,688.155384,5001.70990017,11670.6564337,17360.5217179
21.0,0.0,552.53352,5022.68261103,11719.5927591,17294.8088901
22.0,0.0,396.819528,4748.0543523,11078.7934887,16223.667369
23.0,0.0,276.26676,4255.10856699,9928.58665631,14459.9619833
24.0,0.0,306.404952,3508.58078949,8186.68850881,12001.6742503
25.0,0.0,326.49708,3081.96862542,7191.26012598,10599.7258314
26.0,0.0,251.1516,2652.02843331,6188.06634438,9091.24637769
27.0,0.0,316.451016,2434.56001469,5680.64003427,8431.65106496
28.0,0.0,361.658304,2389.2403661,5574.89418758,8325.79285768
29.0,0.0,356.635272,2484.06846225,5796.15974525,8636.8634795
30.0,0.0,477.18804,2714.14050867,6332.99452024,9524.32306891
31.0,0.0,879.0306,2914.4592177,6800.4048413,10593.894659
32.0,0.0,1150.274328,3244.99114905,7571.64601445,11966.9114915
33.0,0.0,1406.44896,3213.48733893,7498.13712417,12118.0734231
34.0,0.0,1933.86732,2735.06318151,6381.81409019,11050.7445917
35.0,0.0,2330.686848,2543.60826501,5935.08595169,10809.3810647
36.0,0.0,2521.562064,2603.94548004,6075.87278676,11201.3803308
37.0,0.0,2345.755944,2621.12108991,6115.94920979,11082.8262437
38.0,0.0,2255.341368,2612.32143576,6095.41668344,10963.0794872
39.0,0.0,2039.350992,2643.63990837,6168.49311953,10851.4840199
40.0,0.0,1702.807848,2894.04890817,6752.78078573,11349.6375419
41.0,0.0,1416.495024,3363.6685044,7848.5598436,12628.723372
42.0,0.0,989.537304,4586.94743367,10702.8773452,16279.3620829
43.0,0.0,753.4548,5181.12966654,12089.3025553,18023.8870218
44.0,0.0,688.155384,4983.92891781,11629.1674749,17301.2517767
45.0,0.0,552.53352,4779.75877317,11152.7704707,16485.0627639
46.0,0.0,396.819528,4671.55385547,10900.2923294,15968.6657129
47.0,0.0,276.26676,4276.23535326,9977.88249094,14530.3846042
48.0,0.0,306.404952,3465.85623762,8086.99788778,11859.2590774
49.0,0.0,326.49708,2894.72070751,6754.34831752,9975.56610503
50.0,0.0,251.1516,2536.16752254,5917.72421927,8705.04334181
51.0,0.0,316.451016,2364.45137995,5517.05321989,8197.95561584
52.0,0.0,361.658304,2268.26596567,5292.62058655,7922.54485622
53.0,0.0,356.635272,2443.22782762,5700.86493111,8500.72803073
54.0,0.0,477.18804,2633.73761183,6145.38776094,9256.31341277
55.0,0.0,879.0306,2711.93811352,6327.8555982,9918.82431172
56.0,0.0,1150.274328,3084.38720364,7196.90347516,11431.5650068
57.0,0.0,1406.44896,3075.55768326,7176.30126094,11658.3079042
58.0,0.0,1933.86732,2902.7318166,6773.0409054,11609.640042
59.0,0.0,2330.686848,2783.9367552,6495.8524288,11610.476032
60.0,0.0,2521.562064,2679.77810748,6252.81558412,11454.1557556
61.0,2.12874395694,2345.755944,2386.3020051,5568.0380119,10302.224705
62.0,26.0771134725,2255.341368,2440.94005917,5695.52680473,10417.8853454
63.0,2.12874395694,2039.350992,2697.75278925,6294.75650825,11033.9890335
64.0,0.0,1702.807848,2929.87016286,6836.36371334,11469.0417242
65.0,0.0,1416.495024,3437.79440802,8021.52028538,12875.8097174
66.0,0.0,989.537304,4611.04657578,10759.1086768,16359.6925566
67.0,0.0,753.4548,4931.18702691,11506.1030628,17190.7448897
68.0,0.0,688.155384,4887.19464459,11403.4541707,16978.8041993
69.0,0.0,552.53352,4873.31488635,11371.0680682,16796.9164745
70.0,0.0,396.819528,4780.01366277,11153.3652131,16330.1984039
71.0,0.0,276.26676,4328.64862242,10100.180119,14705.0955014
72.0,0.0,306.404952,3599.21066568,8398.15821992,12303.7738376
73.0,0.0,326.49708,2922.30663864,6818.71549016,10067.5192088
74.0,0.0,251.1516,2672.8188058,6236.57721352,9160.54761932
75.0,0.0,316.451016,2379.18630414,5551.43470967,8247.07202981
76.0,0.0,361.658304,2194.86047575,5121.34111007,7677.85988982
77.0,0.0,356.635272,2145.9053162,5007.11240446,7509.65299266
78.0,0.0,477.18804,2341.46130733,5463.40971709,8282.05906442
79.0,0.0,879.0306,2474.16084369,5773.04196861,9126.2334123
