hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.59536,2568.00169086,5992.00394534,8886.6009962
2.0,0.0,251.2272,2212.44436409,5162.37018289,7626.04174698
3.0,0.0,316.546272,2253.29609948,5257.69089879,7827.53327027
4.0,0.0,361.767168,2118.48142281,4943.12331988,7423.37191069
5.0,0.0,356.742624,2065.62142411,4819.78332292,7242.14737103
6.0,0.0,477.33168,2036.2317902,4751.20751046,7264.77098066
7.0,0.0,879.2952,1868.91084055,4360.79196129,7108.99800184
8.0,0.0,1150.620576,2124.39291494,4956.91680152,8231.93029245
9.0,0.0,1406.87232,2219.17402982,5178.07273626,8804.11908608
10.0,0.0,1934.44944,2197.20814186,5126.81899767,9258.47657953
11.0,0.0,2331.388416,2049.13994922,4781.32654817,9161.85491339
12.0,0.0,2522.321088,1940.14535191,4527.00582113,8989.47226105
13.0,0.0,2346.462048,1967.4305457,4590.67127329,8904.56386699
14.0,0.0,2256.020256,1717.9830491,4008.62711456,7982.63041966
15.0,0.348954096176,2039.964864,1894.89954129,4421.43226301,8356.6456224
16.0,0.348954096176,1703.320416,1997.38540725,4660.56595025,8361.6207276
17.0,0.0,1416.921408,2293.30742647,5351.05066175,9061.27949622
18.0,0.0,989.835168,3184.56613893,7430.65432417,11605.0556311
19.0,0.0,753.6816,3482.71953669,8126.34558561,12362.7467223
20.0,0.0,688.362528,3393.04893171,7917.11417399,11998.5256337
21.0,0.0,552.69984,3321.76087041,7750.77536429,11625.2360747
22.0,0.0,396.938976,3176.75403798,7412.42608862,10986.1191026
23.0,0.0,276.34992,2847.41806166,6643.97547721,9767.74345887
24.0,0.0,306.497184,2398.34467511,5596.13757525,8300.97943435
25.0,0.0,326.59536,1866.45769591,4355.06795712,6548.12101303
26.0,0.0,251.2272,1646.64202694,3842.16472953,5740.03395647
27.0,0.0,316.546272,1470.58990497,3431.37644494,5218.51262191
28.0,0.0,361.767168,1369.00365495,3194.34186154,4925.11268449
29.0,0.0,356.742624,1429.04960807,3334.4490855,5120.24131757
30.0,0.0,477.33168,1632.68315338,3809.59402454,5919.60885792
31.0,0.0,879.2952,1820.83567008,4248.61656353,6948.74743361
32.0,0.0,1150.620576,2027.5355862,4730.91636779,7909.07252999
33.0,0.0,1406.87232,1975.05114213,4608.45266498,7990.37612711
34.0,0.0,1934.44944,1774.57083441,4140.66528029,7849.6855547
35.0,0.0,2331.388416,1596.54140144,3725.26327004,7653.19308748
36.0,0.0,2522.321088,1465.35777425,3419.16813993,7406.84700218
37.0,0.0,2346.462048,1482.87567422,3460.04323985,7289.38096207
38.0,0.0,2256.020256,1541.15372572,3596.02536,7393.19934172
39.0,0.0,2039.964864,1558.99821521,3637.66250217,7236.62558138
40.0,0.0,1703.320416,1811.22132943,4226.18310201,7740.72484744
41.0,0.0,1416.921408,2084.83893354,4864.62417827,8366.38451981
42.0,0.0,989.835168,2881.54095936,6723.59557184,10594.9716992
43.0,0.0,753.6816,3583.01943675,8360.37868575,12697.0797225
44.0,0.0,688.362528,3523.40765394,8221.28452586,12433.0547078
45.0,0.0,552.69984,3341.52254139,7796.88592991,11691.1083113
46.0,0.0,396.938976,3163.03847466,7380.42310754,10940.4005582
47.0,0.0,276.34992,2859.79034818,6672.84414574,9808.98441392
48.0,0.0,306.497184,2404.91966165,5611.47921053,8322.89605618
49.0,0.0,326.59536,1886.18265556,4401.09286296,6613.87087852
50.0,0.0,251.2272,1647.63180986,3844.47422301,5743.33323287
51.0,0.0,316.546272,1528.775001,3567.14166899,5412.46294199
52.0,0.0,361.767168,1495.90796523,3490.45191887,5348.1270521
53.0,0.0,356.742624,1502.36424304,3505.51656708,5364.62343412
54.0,0.0,477.33168,1574.56875614,3673.99376432,5725.89420045
55.0,0.0,879.2952,1809.02897381,4221.06760555,6909.39177935
56.0,0.0,1150.620576,2025.06112889,4725.14263409,7900.82433898
57.0,0.0,1406.87232,1935.67192162,4516.5678171,7859.11205872
58.0,0.0,1934.44944,1672.90598863,3903.44730679,7510.80273542
59.0,0.0,2331.388416,1510.6882117,3524.93916064,7367.01578834
60.0,0.0,2522.321088,1486.35404163,3468.15943046,7476.83456009
61.0,0.348954096176,2346.462048,1458.60779761,3403.41819442,7208.83699413
62.0,4.27468767816,2256.020256,1513.10212279,3530.57161983,7303.9686863
63.0,0.348954096176,2039.964864,1637.09511758,3819.88860769,7497.29754337
64.0,0.0,1703.320416,1668.36506392,3892.85181582,7264.53729574
65.0,0.0,1416.921408,2156.72759136,5032.36437985,8606.01337921
66.0,0.0,989.835168,3066.86341941,7156.01464529,11212.7132327
67.0,0.0,753.6816,3475.40085102,8109.26865238,12338.3511034
68.0,0.0,688.362528,3553.39376496,8291.25211824,12533.0084112
69.0,0.0,552.69984,3390.26798835,7910.62530615,11853.5931345
70.0,0.0,396.938976,3127.83048216,7298.27112504,10823.0405832
71.0,0.0,276.34992,2790.64694124,6511.50952955,9578.50639079
72.0,0.0,306.497184,2415.24168355,5635.56392828,8357.30279583
73.0,0.0,326.59536,2064.48497897,4817.13161761,7208.21195658
74.0,0.0,251.2272,1756.08373854,4097.52872325,6104.83966179
75.0,0.0,316.546272,1534.28950585,3580.00884697,5430.84462482
76.0,0.0,361.767168,1577.63575503,3681.15009506,5620.55301809
77.0,0.0,356.742624,1576.31516702,3678.06872306,5611.12651408
78.0,0.0,477.33168,1549.04649652,3614.4418252,5640.82000172
79.0,0.0,879.2952,1589.57996037,3709.01990753,6177.8950679
80.0,0.0,1150.620576,1875.1090163,4375.25437136,7400.98396366
81.0,0.0,1406.87232,1980.07075552,4620.16509621,8007.10817173
82.0,0.0,1934.44944,1830.63496703,4271.48158974,8036.56599677
83.0,0.348954096176,2331.388416,1789.10000774,4174.56668473,8295.40406257
84.0,4.27468767816,2522.321088,1661.54688904,3876.94274108,8065.0854058
85.0,12.9113015585,2346.462048,1711.19311464,3992.78393415,8063.35039835
86.0,12.9113015585,2256.020256,1786.31421642,4168.06650497,8223.31227895
87.0,8.98556797653,2039.964864,1704.71271787,3977.66300837,7731.32615822
88.0,17.6221818569,1703.320416,1896.03175628,4424.074098,8041.04845214
89.0,17.6221818569,1416.921408,2385.1444303,5565.33700405,9385.02502421
90.0,8.98556797653,989.835168,3138.15266043,7322.35620767,11459.3296041
91.0,0.0,753.6816,3492.75876348,8149.77044812,12396.2108116
92.0,0.0,688.362528,3410.05335027,7956.79115063,12055.2070289
93.0,0.0,552.69984,3299.98564614,7699.96650766,11552.6519938
94.0,0.0,396.938976,3137.37481746,7320.54124074,10854.8550342
95.0,0.0,276.34992,2816.23989964,6571.22643248,9663.81625212
96.0,0.0,306.497184,2474.0630686,5772.81382672,8553.37407932
97.0,0.0,326.59536,2074.87769965,4841.38129918,7242.85435883
98.0,0.0,251.2272,1861.77841479,4344.14963451,6457.1552493
99.0,0.0,316.546272,1675.89916239,3910.43137891,5902.8768133
100.0,0.0,361.767168,1524.25817605,3556.60241079,5442.62775484
101.0,0.0,356.742624,1554.61064153,3627.42483025,5538.77809578
102.0,0.0,477.33168,1490.79070171,3478.51163733,5446.63401904
103.0,0.0,879.2952,1664.87416118,3884.70637608,6428.87573726
104.0,0.0,1150.620576,1880.90631627,4388.78140462,7420.30829689
105.0,0.0,1406.87232,2116.5900999,4938.71023309,8462.17265299
106.0,0.0,1934.44944,2053.47752191,4791.44755113,8779.37451304
107.0,0.348954096176,2331.388416,1914.97195408,4468.26789284,8714.97721702
108.0,21.5479154389,2522.321088,1773.58038172,4138.354224,8455.80360916
109.0,60.4762078243,2346.462048,1789.65262087,4175.85611535,8372.44699204
110.0,34.9562671275,2256.020256,1610.19737328,3757.12720433,7658.30110074
111.0,21.5479154389,2039.964864,1719.24152956,4011.56356898,7792.31787798
112.0,21.5479154389,1703.320416,1820.20333683,4247.14111927,7792.21278754
113.0,21.5479154389,1416.921408,2057.1340035,4799.97934149,8295.58266843
114.0,12.9113015585,989.835168,2801.08895622,6535.87423118,10339.709657
115.0,4.27468767816,753.6816,3165.13289109,7385.31007921,11308.399258
116.0,0.348954096176,688.362528,3169.11510948,7394.60192212,11252.4285137
117.0,0.0,552.69984,3222.41925612,7518.97826428,11294.0973604
118.0,0.0,396.938976,2845.63766332,6639.82121441,9882.39785373
119.0,0.0,276.34992,2652.99641638,6190.32497155,9119.67130793
120.0,0.0,306.497184,2107.13639987,4916.65159969,7330.28518356
121.0,0.0,326.59536,1754.54152701,4093.93022968,6175.06711669
122.0,0.0,251.2272,1648.9043879,3847.44357178,5747.57515968
123.0,0.0,316.546272,1504.52531942,3510.55907866,5331.63067008
124.0,0.0,361.767168,1492.30232744,3482.03876404,5336.10825948
125.0,0.0,356.742624,1654.43731903,3860.35374442,5871.53368745
126.0,0.0,477.33168,1671.42608487,3899.99419804,6048.75196291
127.0,0.0,879.2952,2002.60223372,4672.73854536,7554.63597908
128.0,0.0,1150.620576,2075.54005789,4842.92680173,8069.08743562
129.0,0.0,1406.87232,1956.24526663,4564.57228879,7927.68987542
130.0,0.0,1934.44944,1798.46702209,4196.42305153,7929.33951362
131.0,4.27468767816,2331.388416,1458.13559982,3402.31639958,7196.11510308
132.0,21.5479154389,2522.321088,1506.2195858,3514.51236687,7564.60095611
133.0,60.4762078243,2346.462048,1536.24153247,3584.56357577,7527.74336406
134.0,74.3961754771,2256.020256,1421.3462721,3316.47463489,7068.23733847
135.0,46.5562401715,2039.964864,1571.66428344,3667.21666137,7325.40204898
136.0,34.9562671275,1703.320416,1812.64828222,4229.51265851,7780.43762386
137.0,12.9113015585,1416.921408,2210.80468952,5158.54427555,8799.18167463
138.0,4.27468767816,989.835168,2977.7141196,6947.9996124,10919.8235877
139.0,0.348954096176,753.6816,3455.07108876,8061.83254044,12270.9341833
140.0,0.348954096176,688.362528,3428.69687082,8000.29269858,12117.7010515
141.0,0.348954096176,552.69984,3315.06024027,7735.14056063,11603.249595
142.0,0.348954096176,396.938976,3132.35520408,7308.82880952,10838.4719437
143.0,0.348954096176,276.34992,2708.07076608,6318.83178752,9303.6014277
144.0,0.0,306.497184,2188.65209332,5106.85488442,7602.00416175
145.0,0.0,326.59536,1793.21375972,4184.16543936,6303.97455908
146.0,0.0,251.2272,1726.67304601,4028.90377403,6006.80402005
147.0,0.0,316.546272,1633.62129189,3811.78301441,5761.9505783
148.0,0.0,361.767168,1578.69623673,3683.62455237,5624.0879571
149.0,0.0,356.742624,1630.3997338,3804.26604554,5791.40840334
150.0,0.0,477.33168,1756.9716088,4099.60042052,6333.90370932
151.0,0.0,879.2952,2110.7006685,4924.9682265,7914.964095
152.0,0.0,1150.620576,2264.58859588,5284.04005705,8699.24922893
153.0,0.0,1406.87232,2225.81971515,5193.57933536,8826.27137051
154.0,0.0,1934.44944,1966.6254325,4588.79267583,8489.86754833
155.0,0.0,2331.388416,1692.76733804,3949.79045544,7973.94620948
156.0,0.348954096176,2522.321088,1430.14370223,3337.00197188,7289.81571621
157.0,0.348954096176,2346.462048,1473.95234907,3439.22214784,7259.98549901
158.0,0.348954096176,2256.020256,1434.26072494,3346.60835818,7037.23829322
159.0,0.348954096176,2039.964864,1536.75717308,3585.76673719,7162.83772837
160.0,0.0,1703.320416,1674.672416,3907.56897066,7285.56180266
161.0,0.0,1416.921408,2104.11749091,4909.6074788,8430.64637771
162.0,0.0,989.835168,3037.90179024,7088.43751056,11116.1744688
163.0,0.0,753.6816,3485.00605683,8131.68079927,12370.3684561
164.0,0.0,688.362528,3540.87025263,8262.03058947,12491.2633701
165.0,0.0,552.69984,3557.2245195,8300.1905455,12410.114905
166.0,0.0,396.938976,3090.14803236,7210.34540884,10697.4324172
167.0,0.0,276.34992,2595.13082681,6055.30526255,8926.78600936
168.0,0.0,306.497184,2109.32806205,4921.76547812,7337.59072417
169.0,0.0,326.59536,1824.67471687,4257.57433936,6408.84441623
170.0,0.0,251.2272,1615.11037101,3768.5908657,5634.92843671
171.0,0.0,316.546272,1492.64792437,3482.84515685,5292.03935322
172.0,0.0,361.767168,1460.1343825,3406.98022583,5228.88177633
173.0,0.0,356.742624,1556.66090616,3632.20878103,5545.61231119
174.0,0.0,477.33168,1620.59366198,3781.38521129,5879.31055327
175.0,0.0,879.2952,1980.75631067,4621.7647249,7481.81623557
176.0,0.0,1150.620576,2119.86819301,4946.35911702,8216.84788603
177.0,0.0,1406.87232,1992.86723472,4650.02354767,8049.76310239
178.0,0.0,1934.44944,1788.28639775,4172.66826142,7895.40409917
179.0,0.0,2331.388416,1517.02694272,3539.72953302,7388.14489174
180.0,0.0,2522.321088,1411.1305396,3292.63792573,7226.08955333
181.0,0.0,2346.462048,1509.56037506,3522.3075418,7378.32996486
182.0,0.0,2256.020256,1501.6024255,3503.73899283,7261.36167433
183.0,0.0,2039.964864,1483.51326627,3461.53095462,6985.00908489
184.0,0.0,1703.320416,1678.81877333,3917.24380443,7299.38299375
185.0,0.0,1416.921408,2074.25773501,4839.93471502,8331.11385803
186.0,0.0,989.835168,3143.31295986,7334.39690634,11467.5450342
187.0,0.0,753.6816,3447.65294175,8044.52353075,12245.8580725
188.0,0.0,688.362528,3513.27356922,8197.63832818,12399.2744254
189.0,0.0,552.69984,3276.33826614,7644.78928766,11473.8273938
190.0,0.0,396.938976,3052.39488378,7122.25472882,10571.5885886
191.0,0.0,276.34992,2684.03318084,6262.74408864,9223.12718948
192.0,0.0,306.497184,2205.19560787,5145.45641836,7657.14921023
193.0,0.0,326.59536,1851.04536185,4319.10584431,6496.74656616
194.0,0.0,251.2272,1604.36415644,3743.51636502,5599.10772146
195.0,0.0,316.546272,1530.47177172,3571.10080068,5418.1188444
196.0,0.0,361.767168,1401.59579257,3270.39018267,5033.75314325
197.0,0.0,356.742624,1443.26006287,3367.60681337,5167.60950024
198.0,0.0,477.33168,1604.40364134,3743.60849645,5825.34381779
199.0,0.0,879.2952,1843.74207484,4302.06484128,7025.10211612
200.0,0.0,1150.620576,1953.44326465,4558.03428418,7662.09812483
201.0,0.0,1406.87232,1791.30501265,4179.71169617,7377.88902882
202.0,0.0,1934.44944,1679.69307151,3919.28383353,7533.42634505
203.0,0.0,2331.388416,1452.62035405,3389.44749278,7173.45626283
204.0,0.0,2522.321088,1339.22988024,3124.86972055,6986.42068879
205.0,0.348954096176,2346.462048,1453.00135098,3390.33648561,7190.14883869
206.0,0.348954096176,2256.020256,1532.20326949,3575.14096213,7363.71344172
207.0,0.348954096176,2039.964864,1569.30274793,3661.70641183,7271.32297786
208.0,0.348954096176,1703.320416,1760.90005702,4108.76679972,7573.33622684
209.0,0.0,1416.921408,2350.90135003,5485.43648342,9253.25924145
210.0,0.0,989.835168,3239.08564773,7557.86651137,11786.7873271
211.0,0.0,753.6816,3569.71302366,8329.33038854,12652.7250122
212.0,0.0,688.362528,3438.79104243,8023.84576567,12150.9993361
213.0,0.0,552.69984,3267.60560487,7624.41307803,11444.7185229
214.0,0.0,396.938976,3220.09239018,7513.54891042,11130.5802766
215.0,0.0,276.34992,2576.64173387,6012.1640457,8865.15569957
