hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.57352,6329.73899544,14769.3909894,21425.7035048
2.0,0.0,251.2104,5855.38959804,13662.5757288,19769.1757268
3.0,0.0,316.525104,5232.36591189,12208.8537944,17757.7448103
4.0,0.0,361.742976,4981.45320516,11623.390812,16966.5869932
5.0,0.0,356.718768,4723.01129736,11020.3596938,16100.0897592
6.0,0.0,477.29976,4596.82424505,10725.9232385,15800.0472435
7.0,0.0,879.2364,4684.11240735,10929.5956172,16492.9444245
8.0,0.0,1150.543632,4950.5967075,11551.3923175,17652.532657
9.0,0.0,1406.77824,5203.05915282,12140.4713566,18750.3087494
10.0,0.0,1934.32008,5339.97305448,12459.9371271,19734.2302616
11.0,0.0,2331.232512,5235.94842039,12217.2129809,19784.3939133
12.0,0.0,2522.152416,5259.66185733,12272.5443338,20054.3586071
13.0,0.0,2346.305136,4890.80999367,11411.8899852,18649.0051149
14.0,0.0,2255.869392,4806.57052026,11215.3312139,18277.7711262
15.0,4.75046700047,2039.828448,4858.08322947,11335.5275354,18238.1896799
16.0,4.71417782577,1703.206512,5082.31573893,11858.7367242,18648.9731529
17.0,0.0,1416.826656,5430.494988,12671.154972,19518.476616
18.0,0.0,989.768976,6939.19563036,16191.4564708,24120.4210772
19.0,0.0,753.6312,7541.52903,17596.90107,25892.0613
20.0,0.0,688.316496,8000.56028175,18667.9739908,27356.8507685
21.0,0.0,552.66288,7757.01446166,18099.7004105,26409.3777522
22.0,0.0,396.912432,7197.2666838,16793.6222622,24387.801378
23.0,0.0,276.33144,6596.81351448,15392.5648671,22265.7098216
24.0,0.0,306.476688,5703.93148869,13309.1734736,19319.5816503
25.0,0.0,326.57352,4906.38765222,11448.2378552,16681.1990274
26.0,0.0,251.2104,4416.03097722,10304.0722802,14971.3136574
27.0,0.0,316.525104,4168.05104181,9725.45243089,14210.0285767
28.0,0.0,361.742976,4006.70018058,9348.96708802,13717.4102446
29.0,0.0,356.718768,4206.77659446,9815.81205374,14379.3074162
30.0,0.0,477.29976,4438.32965124,10356.1025196,15271.7319308
31.0,0.0,879.2364,4625.94511689,10793.8719394,16299.0534563
