hour_ending,hvac,lighting,total,other
1.0,24.7346302197,93.9267718757,271.467944015,152.806541919
2.0,25.4389730472,87.7902229861,264.671499645,151.442303612
3.0,26.8774327537,86.54279514,261.592472556,148.172244662
4.0,26.7720196306,88.3170168188,260.955878943,145.866842494
5.0,36.1583608201,126.601463882,366.561361989,203.801537287
6.0,35.5208491814,131.738151555,370.899107388,203.640106652
7.0,47.7807038064,178.09343362,370.449189129,144.575051702
8.0,59.7400136263,235.609285028,394.382186807,99.0328881529
9.0,63.6723241689,358.576362556,556.159186173,133.910499448
10.0,64.5451322438,355.19850933,554.547325965,134.803684391
11.0,63.7882643712,377.0785232,577.051561276,136.184773705
12.0,60.671130763,377.35327611,577.94031896,139.915912086
13.0,57.9021874341,383.113426298,588.687144376,147.671530643
14.0,55.3637038559,371.830550676,569.301047082,142.10679255
15.0,55.5528145045,380.290336161,584.800050059,148.956899393
16.0,55.7268297866,381.797353639,587.854033059,150.329849634
17.0,58.4921775159,384.976556022,591.576499558,148.10776602
18.0,55.734237072,355.176789826,615.037390901,204.126364003
19.0,58.1101523563,346.473657798,645.867775395,241.283965241
20.0,60.3149451687,329.451403149,643.23907442,253.472726102
21.0,53.9258476726,312.883934382,604.312686931,237.502904877
22.0,57.0651285367,265.83856866,587.168153069,264.264455872
23.0,35.7231876818,159.475309678,390.291681389,195.09318403
24.0,30.5849756416,105.899973618,294.621027034,158.136077775
25.0,41.664924088,93.6980671463,260.407403294,125.04441206
26.0,42.8930371946,87.8806787904,253.345878416,122.572162431
27.0,43.9523876022,90.0558569873,257.191301766,123.183057176
28.0,44.8595111869,91.0739877462,252.54851088,116.615011947
29.0,54.2952121419,145.294636564,357.595659009,158.005810302
30.0,51.8017502686,157.439493669,365.615805843,156.374561906
31.0,52.3507119314,206.264585094,375.536786704,116.921489679
32.0,77.9323017957,285.349891678,455.592269986,92.3100765122
33.0,102.461353389,476.740517608,720.443500981,141.241629984
34.0,114.399586946,565.556456168,855.561431687,175.605388573
35.0,127.692832701,650.958243151,971.510996023,192.859920171
36.0,133.414131437,689.954246086,1033.5722791,210.203901574
37.0,129.762275688,678.909254485,1019.06228533,210.390755161
38.0,130.326680489,676.471859196,1013.53563299,206.737093306
39.0,129.426228902,674.234550926,1011.75032422,208.089544394
40.0,135.587325264,701.816805113,1047.1452699,209.741139518
41.0,130.361275184,649.468836451,959.840452147,180.010340511
42.0,128.025932563,604.6966067,952.796936716,220.074397453
43.0,120.324562906,518.041133117,869.780259222,231.414563199
44.0,112.712745057,415.222022963,754.991527874,227.056759854
45.0,100.284345181,368.516065004,667.841854293,199.041444109
46.0,113.367554354,316.571905177,639.403631613,209.464172082
47.0,78.1560347287,189.490245785,427.019331702,159.373051189
48.0,46.9839008186,119.778978279,310.417499509,143.654620412
49.0,36.7354441828,99.0434686858,271.801075395,136.022162527
50.0,35.8842848021,91.8630939661,260.251245502,132.503866733
51.0,36.5217962916,90.6487257611,253.206018538,126.035496485
52.0,36.5851774728,95.5123857019,255.614592964,123.517029789
53.0,46.2760368552,147.568524086,356.518040898,162.673479957
54.0,41.9488456645,161.003881382,362.989316116,160.036589069
55.0,45.1033443868,211.842460811,377.791266056,120.845460858
56.0,60.6056586666,273.956514134,424.527668516,89.9654957163
57.0,88.2613540733,459.436826747,682.955649047,135.257468227
58.0,111.210405579,562.41044644,843.23170889,169.610856872
59.0,121.226835562,626.734838704,932.035007573,184.073333308
60.0,129.982523131,667.023126196,1000.02281555,203.017166221
61.0,128.069809816,664.836442462,996.184585423,203.278333145
62.0,131.005640963,673.016934876,1005.02999571,201.007419875
63.0,131.501610396,671.656220154,1005.18094688,202.023116335
64.0,139.561475811,708.088143456,1054.85797388,207.208354613
65.0,131.36123658,651.169247,960.807715306,178.277231727
66.0,126.294548335,595.795016279,936.473237567,214.383672953
67.0,115.78102771,513.360487964,857.424373602,228.282857928
68.0,104.604668943,405.026337873,728.555606611,218.924599795
69.0,103.655235753,372.961976454,672.267426707,195.6502145
70.0,112.251858714,318.824223135,637.624995444,206.548913596
71.0,79.6330053663,195.567915691,439.127844411,163.926923354
72.0,49.6226972608,129.094395887,333.580625565,154.863532417
73.0,36.5650181869,98.4288748316,270.453537124,135.459644105
74.0,36.6795617843,93.9700128478,267.341328829,136.691754197
75.0,39.1970011754,95.7092524727,269.045003109,134.138749461
76.0,39.4038841791,96.9840759022,263.338377192,126.95041711
77.0,48.8286130353,153.017900015,372.972034,171.12552095
78.0,43.2209999161,162.716393195,370.544716695,164.607323584
79.0,46.5611911661,210.26944261,378.929502879,122.098869103
80.0,59.1255549242,261.273006037,405.475203305,85.0766423442
81.0,78.7900399169,401.660441993,598.222674462,117.772192552
82.0,93.0794233821,464.069285981,697.139795383,139.991086019
83.0,98.6101459148,511.638243137,761.749090335,151.500701283
84.0,106.124035365,549.053213247,821.071430438,165.894181825
85.0,110.535363299,559.232687728,840.172284934,170.404233907
86.0,113.875408306,572.489563888,856.993146065,170.628173871
87.0,112.499082745,564.910116915,846.693250108,169.284050448
88.0,110.155283226,544.980437549,813.934957344,158.799236569
89.0,114.519444226,556.456197851,822.734934731,151.759292654
90.0,102.725608392,480.164426944,755.408849457,172.518814121
91.0,100.886536744,443.548927787,740.788820877,196.353356346
92.0,100.34211727,383.583003359,688.166340445,204.241219815
93.0,101.253790775,372.392113855,666.781184692,193.135280062
94.0,118.884884811,320.480780424,641.267202178,201.901536943
95.0,81.6924895148,197.053522915,443.034747433,164.288735004
96.0,52.4384930946,130.237830171,338.912754558,156.236431293
97.0,40.2513183104,105.040036949,290.970160867,145.678805608
98.0,39.2717094425,95.4772668309,273.710853037,138.961876763
99.0,42.771058711,98.3419326551,281.160017617,140.047026251
100.0,42.1804775614,99.1706758092,276.145485923,134.794332553
101.0,54.0118162667,144.586993265,372.660156671,174.06134714
102.0,46.4013254277,166.215938868,382.746537126,170.12927283
103.0,53.9182685606,211.748680391,381.883560722,116.21661177
104.0,63.6954745589,258.549376621,405.658256554,83.4134053742
105.0,82.8546994341,365.675589993,557.507751833,108.977462406
106.0,84.7286364353,402.337893566,608.005155368,120.938625366
107.0,81.4976412775,419.707424936,621.354210039,120.149143826
108.0,88.3448803524,431.699230795,646.665224172,126.621113025
109.0,94.7862520602,429.899323187,651.368980025,126.683404778
110.0,98.1827410478,449.889017561,675.556358238,127.484599629
111.0,104.04696054,478.306566278,710.993359899,128.63983308
112.0,112.982740583,515.341761726,755.368382836,127.043880527
113.0,109.31664923,481.843227779,693.601823202,102.441946193
114.0,101.932795359,417.959791783,658.862314525,138.969727383
115.0,113.372967085,428.995095498,739.909053326,197.540990743
116.0,100.153937301,355.714917802,651.112883026,195.244027922
117.0,106.935057861,341.962796646,647.011474036,198.113619528
118.0,114.611595169,299.506670635,628.762294244,214.64402844
119.0,63.0453428736,180.365497491,416.77779129,173.366950925
120.0,56.1545059058,115.678245637,309.186555375,137.353803832
121.0,37.3662396924,101.732384169,280.638659488,141.540035626
122.0,39.6095503063,98.0105963813,280.571626372,142.951479685
123.0,39.8681697109,96.805733438,274.311226036,137.637322887
124.0,37.720031731,92.7939257854,259.331771453,128.817813936
125.0,50.5118167236,136.985186101,365.58802603,178.091023205
126.0,48.2675764855,147.630972897,375.102826873,179.204277491
127.0,55.9417562523,202.587853965,385.195926492,126.666316275
128.0,81.1867886401,289.537860657,455.04777679,84.3231274933
129.0,126.964230104,469.461973187,696.606351656,100.180148365
130.0,122.883672032,571.435053646,839.152312758,144.83358708
131.0,134.741787376,628.537164165,922.690882914,159.411931374
132.0,147.351477932,682.584865672,990.639261666,160.702918061
133.0,153.132326582,668.135617753,981.701128041,160.433183705
134.0,156.756131276,651.718694858,962.449101301,153.974275167
135.0,159.467232667,670.782771717,989.632682853,159.382678469
136.0,157.521852327,668.191039627,976.631179892,150.918287938
137.0,161.358426544,679.725347851,983.47361355,142.389839155
138.0,141.094212371,553.08482457,886.453541269,192.274504328
139.0,136.797355725,468.977153866,835.875634477,230.101124885
140.0,126.043735682,353.186932306,715.867954467,236.637286479
141.0,114.54189022,292.890273792,669.031855445,261.599691433
142.0,92.1157179341,259.964289382,629.732162783,277.652155467
143.0,52.811244621,170.251291256,423.642474013,200.579938136
144.0,40.7478147282,112.005033739,299.405282244,146.652433777
145.0,35.7265568747,99.4735762097,272.118302664,136.91816958
146.0,34.667979145,90.0848873104,254.341927257,129.589060801
147.0,33.3812111368,89.0098008309,247.957831936,125.566819968
148.0,35.6663908915,98.0614011217,262.449665744,128.721873731
149.0,43.4177138305,144.508222156,349.648405846,161.722469859
150.0,39.0367854218,162.378936935,365.962243988,164.546521632
151.0,47.105859184,227.556999197,404.937695319,130.274836938
152.0,73.0050576708,341.654778334,528.202131382,113.542295377
153.0,87.5935091799,451.666994877,673.216474565,133.955970508
154.0,109.094288373,556.242916395,833.578780705,168.241575937
155.0,123.586844962,639.421793503,952.346823127,189.338184663
156.0,130.696959471,678.481301407,1014.92243546,205.744174586
157.0,131.185000305,670.773769495,1006.61832893,204.65955913
