hour_ending,total,pumping,other
7356.0,1660.09996015,1328.07996812,332.01999203
7357.0,1750.43010094,1400.34408075,350.086020188
7358.0,1883.56434103,1506.85147282,376.712868206
7359.0,1797.98680439,1438.38944351,359.597360878
7360.0,1707.99394519,1366.39515615,341.598789038
7361.0,1530.89045123,1224.71236098,306.178090246
7362.0,1466.62297835,1173.29838268,293.32459567
7363.0,1395.11928239,1116.09542591,279.023856478
7364.0,1327.11105012,1061.6888401,265.422210024
7365.0,1253.24638305,1002.59710644,250.64927661
7366.0,1245.42758268,996.342066144,249.085516536
7367.0,1218.35307001,974.682456008,243.670614002
7368.0,1229.29939054,983.439512432,245.859878108
7369.0,1153.53368182,922.826945456,230.706736364
7370.0,1012.76461313,810.211690504,202.552922626
7371.0,1009.63709298,807.709674384,201.927418596
7372.0,996.391125284,797.112900227,199.278225057
7373.0,1024.7227784,819.77822272,204.94455568
7374.0,1105.33307716,884.266461728,221.066615432
7375.0,1147.83055684,918.264445472,229.566111368
7376.0,1398.86004178,1119.08803342,279.772008356
7377.0,1779.95757059,1423.96605647,355.991514118
7378.0,1865.56576919,1492.45261535,373.113153838
7379.0,2004.49512015,1603.59609612,400.89902403
7380.0,1988.58156174,1590.86524939,397.716312348
7381.0,2206.864071,1765.4912568,441.3728142
7382.0,2243.04518645,1794.43614916,448.60903729
7383.0,2093.62944441,1674.90355553,418.725888882
7384.0,2057.11104737,1645.6888379,411.422209474
7385.0,1916.03535906,1532.82828725,383.207071812
7386.0,1742.15137113,1393.7210969,348.430274226
7387.0,1625.0533373,1300.04266984,325.01066746
7388.0,1526.26049493,1221.00839594,305.252098986
7389.0,1449.39095557,1159.51276446,289.878191114
7390.0,1420.23142947,1136.18514358,284.046285894
7391.0,1417.74781053,1134.19824842,283.549562106
7392.0,1376.41548541,1101.13238833,275.283097082
7393.0,1323.83022015,1059.06417612,264.76604403
7394.0,1179.87230739,943.897845912,235.974461478
7395.0,1102.08290916,881.666327328,220.416581832
7396.0,1021.28863863,817.030910904,204.257727726
7397.0,1019.51024482,815.608195856,203.902048964
7398.0,1055.90599401,844.724795208,211.181198802
7399.0,1140.65565767,912.524526136,228.131131534
7400.0,1240.00041536,992.000332288,248.000083072
7401.0,1656.05258114,1324.84206491,331.210516228
7402.0,1887.88767771,1510.31014217,377.577535542
7403.0,2024.94664897,1619.95731918,404.989329794
7404.0,2225.84382563,1780.6750605,445.168765126
7405.0,2570.20832367,2056.16665894,514.041664734
7406.0,2574.83827996,2059.87062397,514.967655992
7407.0,2629.72319239,2103.77855391,525.944638478
7408.0,2421.98839815,1937.59071852,484.39767963
7409.0,2203.73655085,1762.98924068,440.74731017
7410.0,1891.90439477,1513.52351582,378.380878954
7411.0,1809.30106846,1447.44085477,361.860213692
7412.0,1697.10894859,1357.68715887,339.421789718
7413.0,1645.56619005,1316.45295204,329.11323801
7414.0,1640.41498039,1312.33198431,328.082996078
7415.0,1644.61566922,1315.69253538,328.923133844
7416.0,1618.798297,1295.0386376,323.7596594
7417.0,1552.47647265,1241.98117812,310.49529453
7418.0,1385.36877839,1108.29502271,277.073755678
7419.0,1387.23915809,1109.79132647,277.447831618
7420.0,1349.09567705,1079.27654164,269.81913541
7421.0,1080.71152147,864.569217176,216.142304294
7422.0,1103.61600727,882.892805816,220.723201454
7423.0,1163.8667631,931.09341048,232.77335262
7424.0,1302.61214228,1042.08971382,260.522428456
7425.0,1663.93270543,1331.14616434,332.786541086
7426.0,1935.35239527,1548.28191622,387.070479054
7427.0,2226.91699431,1781.53359545,445.383398862
7428.0,2364.435895,1891.548716,472.887179
7429.0,2602.61801776,2082.09441421,520.523603552
7430.0,2610.77409972,2088.61927978,522.154819944
7431.0,2535.40699651,2028.32559721,507.081399302
7432.0,2251.41590215,1801.13272172,450.28318043
7433.0,1940.0436755,1552.0349404,388.0087351
7434.0,1772.81333339,1418.25066671,354.562666678
7435.0,1643.54250054,1314.83400043,328.708500108
7436.0,1484.52956431,1187.62365145,296.905912862
7437.0,1372.88935976,1098.31148781,274.577871952
7438.0,1337.50545532,1070.00436426,267.501091064
7439.0,1339.06921539,1071.25537231,267.813843078
7440.0,1318.74033442,1054.99226754,263.748066884
7441.0,1249.29098992,999.432791936,249.858197984
7442.0,1220.0701399,976.05611192,244.01402798
7443.0,1255.42338237,1004.3387059,251.084676474
7444.0,1244.47706185,995.58164948,248.89541237
7445.0,1237.4554725,989.964378,247.4910945
7446.0,1246.07148389,996.857187112,249.214296778
7447.0,1305.70900046,1044.56720037,261.141800092
7448.0,1319.35357367,1055.48285894,263.870714734
7449.0,1703.39465085,1362.71572068,340.67893017
7450.0,1969.11121571,1575.28897257,393.822243142
7451.0,2291.06181934,1832.84945547,458.212363868
7452.0,2461.48100553,1969.18480442,492.296201106
7453.0,2583.45429136,2066.76343309,516.690858272
7454.0,2559.69127061,2047.75301649,511.938254122
7455.0,2500.72831721,2000.58265377,500.145663442
7456.0,2317.15514921,1853.72411937,463.431029842
7457.0,2254.88070388,1803.9045631,450.976140776
7458.0,1903.67858827,1522.94287062,380.735717654
7459.0,1778.05652893,1422.44522314,355.611305786
7460.0,1701.37096134,1361.09676907,340.274192268
7461.0,1530.4305218,1224.34441744,306.08610436
7462.0,1514.73159712,1211.7852777,302.946319424
7463.0,1489.40481631,1191.52385305,297.880963262
7464.0,1551.18867024,1240.95093619,310.237734048
7465.0,1445.68085814,1156.54468651,289.136171628
7466.0,1222.43111099,977.944888792,244.486222198
7467.0,1217.0652676,973.65221408,243.41305352
7468.0,1234.72655786,987.781246288,246.945311572
7469.0,1182.66254595,946.13003676,236.53250919
7470.0,1133.87936401,907.103491208,226.775872802
7471.0,1137.2215179,909.77721432,227.44430358
7472.0,1315.09156091,1052.07324873,263.018312182
7473.0,1436.63557927,1149.30846342,287.327115854
7474.0,1566.76494706,1253.41195765,313.352989412
7475.0,1724.27544714,1379.42035771,344.855089428
7476.0,2004.58710603,1603.66968482,400.917421206
7477.0,2157.83559336,1726.26847469,431.567118672
7478.0,2212.41388617,1769.93110894,442.482777234
7479.0,2164.79585879,1731.83668703,432.959171758
7480.0,2109.97227029,1687.97781623,421.994454058
7481.0,1926.98167958,1541.58534366,385.396335916
7482.0,1776.12482531,1420.89986025,355.224965062
7483.0,1569.92312918,1255.93850334,313.984625836
7484.0,1480.51284725,1184.4102778,296.10256945
7485.0,1388.09769303,1110.47815442,277.619538606
7486.0,1404.86978638,1123.8958291,280.973957276
7487.0,1378.59248473,1102.87398778,275.718496946
7488.0,1351.64061992,1081.31249594,270.328123984
7489.0,1325.8232477,1060.65859816,265.16464954
7490.0,1283.60172568,1026.88138054,256.720345136
7491.0,1273.39129225,1018.7130338,254.67825845
7492.0,1252.90910147,1002.32728118,250.581820294
7493.0,1202.43951161,961.951609288,240.487902322
7494.0,1104.25990848,883.407926784,220.851981696
7495.0,1101.74562758,881.396502064,220.349125516
7496.0,1150.59013344,920.472106752,230.118026688
7497.0,1396.83635227,1117.46908182,279.367270454
7498.0,1453.25436281,1162.60349025,290.650872562
7499.0,1520.52670799,1216.42136639,304.105341598
7500.0,1668.5933237,1334.87465896,333.71866474
7501.0,1766.43564524,1413.14851619,353.287129048
7502.0,1948.62902493,1558.90321994,389.725804986
7503.0,1933.94194501,1547.15355601,386.788389002
7504.0,1826.25713359,1461.00570687,365.251426718
7505.0,1746.0761023,1396.86088184,349.21522046
7506.0,1636.03031979,1308.82425583,327.206063958
7507.0,1526.87373418,1221.49898734,305.374746836
7508.0,1433.04812969,1146.43850375,286.609625938
