hour_ending,hvac,lighting,total,other
1.0,478.32960445,2463.86255984,6950.5734811,4008.3813168
2.0,475.795081141,2286.49014822,6706.58931531,3944.30408595
3.0,480.495593163,2322.27855648,6778.80965771,3976.03550807
4.0,475.800081035,2369.16703227,6757.94930841,3912.98219511
5.0,492.167263983,2427.56766287,6827.6046022,3907.86967535
6.0,508.53690834,2683.44019018,7340.02411505,4148.04701653
7.0,822.231415941,3940.49933725,7961.60161461,3198.87086142
8.0,862.136474848,5241.06138337,8306.15622517,2202.95836695
9.0,755.323268563,5747.12251985,8648.71120741,2146.265419
10.0,872.395705417,5874.06144698,8975.76021701,2229.30306461
11.0,909.53624571,6288.89225907,9469.70972728,2271.2812225
12.0,927.029935719,6385.28236985,9679.86192888,2367.54962331
13.0,894.715181797,6472.16144725,9861.57903799,2494.70240894
14.0,912.831493919,6592.91695659,10025.439962,2519.69151149
15.0,922.925752337,6651.21170413,10179.3676673,2605.23021084
16.0,914.01676453,6609.5774745,10126.0658864,2602.47164736
17.0,918.010475173,6607.2553411,10067.2019752,2541.93615893
18.0,822.689525812,5878.21968431,10079.2257143,3378.31650418
19.0,773.465513492,5158.95024456,9525.10438957,3592.68863151
20.0,748.837484217,4732.22130214,9121.92667312,3640.86788676
21.0,731.565618401,4628.79395444,8873.96921989,3513.60964705
22.0,767.282917337,3920.26585662,8584.60151802,3897.05274406
23.0,652.316054748,3396.91114425,8204.81850861,4155.59130961
24.0,653.796462777,2796.11993565,7625.24736884,4175.33097041
25.0,983.11397001,2615.55074736,7089.23837996,3490.57366259
26.0,996.452787128,2451.37998587,6866.91134571,3419.07857271
27.0,984.69670372,2535.00594395,6987.21484046,3467.51219279
28.0,964.422990451,2682.83518477,7082.47458404,3435.21640882
29.0,924.825954001,3063.82854273,7320.52360744,3331.86911071
30.0,841.75776033,3614.94266895,8047.19137281,3590.49094353
31.0,997.408306136,5098.88393048,8986.60471843,2890.31248181
32.0,1205.36322174,6194.68709725,9404.0182776,2003.96795861
33.0,1182.76905476,6679.88385268,9841.67010571,1979.01719827
34.0,1277.55109097,6939.90382314,10372.2963879,2154.84147379
35.0,1359.86921095,7339.59487168,10873.9717349,2174.50765227
36.0,1364.67454144,7383.18555055,10997.2475225,2249.38743051
37.0,1381.23905668,7453.13617328,11144.0667498,2309.69151983
38.0,1384.12264296,7475.77894557,11144.5802317,2284.67864317
39.0,1396.17301626,7523.11832737,11241.1573219,2321.86597827
40.0,1395.42925687,7523.73062441,11167.6609475,2248.50106623
41.0,1423.10899164,7402.15621138,10876.8873677,2051.62216468
42.0,1415.76992711,7037.70027804,11014.7838143,2561.31360915
43.0,1382.74171404,6345.48556291,10562.824138,2834.59686104
44.0,1416.14487627,5625.26784806,10117.4901486,3076.07742427
45.0,1383.53912292,5281.33506658,9517.40806333,2852.53387383
46.0,1519.41953999,4412.50466845,8851.51884736,2919.59463891
47.0,1471.00015302,3729.4578759,8337.16344876,3136.70541984
48.0,1091.45795089,3000.68211996,7690.9506227,3598.81055185
49.0,893.48945207,2650.82183606,7184.83926437,3640.52797624
50.0,889.355698895,2478.43749033,6942.70599422,3574.91280499
51.0,934.499499118,2553.84395736,7039.13789301,3550.79443654
52.0,929.856681799,2681.88724509,7079.97209759,3468.22817071
53.0,851.506511157,2967.13245009,7089.48390693,3270.84494569
54.0,854.821364,3684.30719061,8201.30086256,3662.17230795
55.0,1000.84035057,5226.86635506,9209.37086822,2981.6641626
56.0,1172.66012356,6265.17196739,9495.27286244,2057.44077149
57.0,1172.97885242,6734.99892809,9890.75071139,1982.77293088
58.0,1306.70645021,6942.72576863,10343.2085242,2093.77630536
59.0,1343.65332142,7263.05633545,10739.8844975,2133.17484063
60.0,1362.68814114,7285.32002462,10865.390095,2217.38192924
61.0,1372.25946805,7298.54725204,10902.3879407,2231.58122061
62.0,1392.67458298,7340.2334114,10925.187717,2192.27972262
63.0,1412.97397203,7384.94990201,11019.1950369,2221.27116286
64.0,1400.87487035,7310.89504623,10851.1625152,2139.39259861
65.0,1415.94831386,7236.27859954,10633.3765495,1981.1496361
66.0,1412.64457456,6883.28302168,10772.7249105,2476.79731425
67.0,1378.17244792,6334.08053226,10528.9130858,2816.66010562
68.0,1406.88385903,5668.72315286,10139.6619425,3064.05493061
69.0,1454.6365936,5313.95028702,9556.2048662,2787.61798558
70.0,1552.69212128,4472.23456459,8922.24478039,2897.31809453
71.0,1478.8671305,3758.63181689,8388.02058374,3150.52163636
72.0,1097.61621708,3022.26039956,7745.42455885,3625.54794221
73.0,885.833623804,2650.5885324,7184.21128193,3647.78912572
74.0,860.990331301,2484.02134007,6958.34771494,3613.33604357
75.0,908.39056921,2560.52015239,7057.53943133,3588.62870973
76.0,881.37676878,2663.25620609,7030.78761511,3486.15464024
77.0,813.387228626,3001.40764725,7171.37895637,3356.58408049
78.0,760.728537826,3547.01625345,7895.98099001,3588.23619873
79.0,873.644939932,4804.14660208,8467.45446136,2789.66291935
80.0,1103.76841393,5755.07322658,8732.8289842,1873.98734369
81.0,1076.25605118,6169.61170744,9054.88010341,1809.01234479
82.0,1220.84380707,6468.28143138,9640.34625136,1951.22101292
83.0,1260.42429897,6736.63444362,9991.83699888,1994.77825629
84.0,1279.55743927,6822.35636265,10163.2608619,2061.34705998
85.0,1288.08185854,6784.20046565,10139.5014056,2067.21908141
86.0,1309.99855316,6848.97936679,10200.2882179,2041.31029795
87.0,1319.98889872,6860.4248447,10236.2461152,2055.83237179
88.0,1323.37411281,6858.3269381,10180.1160524,1998.41500149
89.0,1343.10734701,6826.54475997,10031.4187798,1861.76667283
90.0,1321.79352926,6422.31189028,10051.5850433,2307.47962376
91.0,1298.03804129,5913.10563073,9828.79882635,2617.65515433
92.0,1347.52897009,5343.26204471,9535.84501419,2845.05399939
93.0,1374.96011597,5185.51340234,9249.85802987,2689.38451156
94.0,1596.64655598,4428.10969187,8814.44663538,2789.69038753
95.0,1499.91014831,3778.84906207,8429.28564094,3150.52643056
96.0,1092.24309003,3007.9228086,7708.54239419,3608.37649556
97.0,859.19452096,2647.41001514,7178.26669619,3671.66216009
98.0,864.421208738,2495.95446092,6993.09922487,3632.72355521
99.0,861.916421301,2538.65898252,7015.83525859,3615.25985476
100.0,860.584928154,2605.59670308,7007.74939435,3541.56776312
101.0,815.490804833,2833.53646431,7060.18592879,3411.15865964
102.0,781.379647053,3415.52926006,7692.85227632,3495.9433692
103.0,1027.87962456,4688.96677624,8290.34924591,2573.50284511
104.0,1162.65654274,5581.31481203,8544.61957533,1800.64822055
105.0,1199.60883303,5940.88078369,8910.9717872,1770.48217048
106.0,1196.59692765,6220.60509805,9287.05182492,1869.84979922
107.0,1234.1369371,6620.74597443,9750.19596309,1895.31305156
108.0,1296.38394341,6791.08619899,10079.3543799,1991.8842375
109.0,1351.78414191,6865.00283412,10239.7767458,2022.98976977
110.0,1404.97506156,6953.54630671,10328.9408102,1970.41944193
111.0,1465.26311118,7127.70742593,10509.9567509,1916.98621378
112.0,1487.01762006,7142.82658691,10390.7191737,1760.87496673
113.0,1538.35300481,7165.79386754,10227.6255216,1523.47864925
114.0,1480.12135317,6339.24194704,9927.13237876,2107.76907855
115.0,1425.05022293,5556.26134756,9539.82420373,2558.51263324
116.0,1382.9930785,5057.51683755,9216.46872247,2775.95880642
117.0,1436.22313886,4699.01361586,8857.57557281,2722.33881809
118.0,1532.59691784,4092.88154076,8558.67717492,2933.19871632
119.0,1142.43867456,3487.43112465,7981.98153372,3352.1117345
120.0,1175.65120471,2773.25843316,7241.81568696,3292.90604908
121.0,823.202308215,2551.18156721,6923.83701032,3549.4531349
122.0,829.329877705,2410.37254573,6755.30517178,3515.60274834
123.0,861.153859856,2498.31783178,6911.55239878,3552.08070714
124.0,837.659811452,2544.40329644,6914.23903045,3532.17592256
125.0,848.962118111,2683.2561035,7020.652545,3488.43432339
126.0,945.579614497,3303.08294706,8258.16396501,4009.50140345
127.0,1252.0850093,4850.91982107,9136.00079856,3032.99596819
128.0,1465.81177006,6214.18315195,9489.77329434,1809.77837233
129.0,1670.74444592,6734.84710049,9842.76435332,1437.17280691
130.0,1413.60778311,7046.36070545,10245.9101985,1785.94170994
131.0,1527.1787522,7295.76523559,10673.3230797,1850.37909191
132.0,1574.91846212,7529.82690363,10877.5141697,1772.76880395
133.0,1601.86172538,7572.34876238,10992.4880766,1818.27758885
134.0,1656.74598998,7577.24637651,11024.1834839,1790.19111741
135.0,1681.51669934,7504.92525697,10969.6646919,1783.22273559
136.0,1677.23386517,7444.48660437,10803.1395642,1681.41909466
137.0,1718.11688939,7413.21241315,10684.2596537,1552.93035116
138.0,1676.34950816,6719.25639667,10731.4893638,2335.88345897
139.0,1680.26020835,5886.42158001,10454.822961,2888.14117264
140.0,1723.7431565,4941.9760065,9976.87165776,3311.15249477
141.0,1596.7307476,4116.24159208,9389.46018072,3676.48784104
142.0,1263.30831556,3599.37129072,8706.9506774,3844.27107112
