hour_ending,total,pumping,other
1.0,91.4900610827,73.1920488662,18.2980122165
2.0,90.4621308923,72.3697047138,18.0924261785
3.0,93.4241085303,74.7392868242,18.6848217061
4.0,92.3342033388,73.867362671,18.4668406678
5.0,61.1009398616,48.8807518893,12.2201879723
6.0,44.5685740552,35.6548592442,8.91371481104
7.0,47.333941345,37.867153076,9.466788269
8.0,49.9753586326,39.9802869061,9.99507172652
9.0,41.1150705466,32.8920564373,8.22301410932
10.0,42.5618662615,34.0494930092,8.5123732523
11.0,43.5149990368,34.8119992294,8.70299980736
12.0,42.6858162637,34.148653011,8.53716325274
13.0,45.2332025151,36.1865620121,9.04664050302
14.0,46.3252447756,37.0601958205,9.26504895512
15.0,47.4621654852,37.9697323882,9.49243309704
16.0,43.7628990412,35.010319233,8.75257980824
17.0,43.5470550719,34.8376440575,8.70941101438
18.0,52.8368940274,42.2695152219,10.5673788055
19.0,52.490688849,41.9925510792,10.4981377698
20.0,53.5506750744,42.8405400595,10.7101350149
21.0,52.4821405729,41.9857124583,10.4964281146
22.0,52.0654121174,41.6523296939,10.4130824235
23.0,74.5602004418,59.6481603534,14.9120400884
24.0,76.4771513374,61.1817210699,15.2954302675
25.0,99.9357577821,79.9486062257,19.9871515564
26.0,98.1790870617,78.5432696494,19.6358174123
27.0,99.7861629519,79.8289303615,19.9572325904
28.0,98.6406939663,78.912555173,19.7281387933
29.0,80.0845238142,64.0676190514,16.0169047628
30.0,78.9134100007,63.1307280006,15.7826820001
31.0,67.5762589403,54.0610071522,13.5152517881
32.0,56.8823656499,45.5058925199,11.37647313
33.0,60.8338062362,48.667044989,12.1667612472
34.0,61.395855384,49.1166843072,12.2791710768
35.0,60.8081614082,48.6465291266,12.1616322816
36.0,59.0942320679,47.2753856543,11.8188464136
37.0,55.1684363096,44.1347490477,11.0336872619
38.0,62.4558416094,49.9646732875,12.4911683219
39.0,64.0223131885,51.2178505508,12.8044626377
40.0,55.2710156217,44.2168124974,11.0542031243
41.0,45.0066732008,36.0053385606,9.00133464016
42.0,55.0209785484,44.0167828387,11.0041957097
43.0,59.2395527601,47.3916422081,11.847910552
44.0,54.2965121564,43.4372097251,10.8593024313
45.0,53.6981328356,42.9585062685,10.7396265671
46.0,76.3403789212,61.072303137,15.2680757842
47.0,100.06825606,80.054604848,20.013651212
48.0,98.6556534493,78.9245227594,19.7311306899
49.0,96.206572372,76.9652578976,19.2413144744
50.0,97.4311129107,77.9448903286,19.4862225821
51.0,96.6852758287,77.348220663,19.3370551657
52.0,95.6188783962,76.495102717,19.1237756792
53.0,62.3489881593,49.8791905274,12.4697976319
54.0,48.7871482669,39.0297186135,9.75742965338
55.0,57.4807449707,45.9845959766,11.4961489941
