hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.62812,7169.61168447,16729.0939304,24225.3337349
2.0,0.0,251.2524,6766.41103398,15788.2924126,22805.9558466
3.0,0.0,316.578024,6153.95207547,14359.2215094,20829.7516089
4.0,0.0,361.803456,5579.59891293,13019.0641302,18960.4664991
5.0,0.0,356.778408,5498.91631752,12830.8047409,18686.4994664
6.0,0.0,477.37956,5389.81924389,12576.2449024,18443.4437063
7.0,0.0,879.3834,5309.4239184,12388.6558096,18577.463128
8.0,0.0,1150.735992,5448.92787957,12714.1650523,19313.8289239
9.0,0.0,1407.01344,5822.94695556,13586.8762296,20816.8366252
10.0,0.0,1934.64348,6085.51703757,14199.5397543,22219.7002719
11.0,0.0,2331.622272,6385.69458618,14899.9540344,23617.2708926
12.0,0.0,2522.574096,6265.01466753,14618.3675576,23405.9563211
13.0,0.0,2346.697416,6232.30543548,14542.0460161,23121.0488676
14.0,0.0,2256.246552,5958.34131525,13902.7964022,22117.3842695
15.0,6.02297932369,2040.169488,6014.44293015,14033.7001704,22094.3355678
16.0,5.9604623334,1703.491272,5966.01997524,13920.7132756,21596.1849851
17.0,0.0,1417.063536,6645.32717679,15505.7634125,23568.1541253
18.0,0.0,989.934456,8065.99370505,18820.6519784,27876.5801395
19.0,0.0,753.7572,9088.61109519,21206.7592221,31049.1275173
20.0,0.0,688.431576,8808.91256583,20554.1293203,30051.4734621
21.0,0.0,552.75528,8492.4404142,19815.6942998,28860.889994
22.0,0.0,396.978792,7997.07492876,18659.8415004,27053.8952212
23.0,0.0,276.37764,7396.83131598,17259.2730706,24932.4820266
24.0,0.0,306.527928,6435.67668843,15016.5789397,21758.7835561
25.0,0.0,326.62812,5634.6764496,13147.5783824,19108.882952
26.0,0.0,251.2524,5159.70236472,12039.3055177,17450.2602824
27.0,0.0,316.578024,4856.37730458,11331.547044,16504.5023726
28.0,0.0,361.803456,4666.67893731,10888.9175204,15917.3999137
29.0,0.0,356.778408,4791.6621654,11180.5450526,16328.985626
30.0,0.0,477.37956,5216.80080558,12172.535213,17866.7155786
31.0,0.0,879.3834,5488.66695543,12806.8895627,19174.9399181
32.0,0.0,1150.735992,5854.60657464,13660.7486742,20666.0912408
33.0,0.0,1407.01344,5989.16914827,13974.7280126,21370.9106009
34.0,0.0,1934.64348,5830.30848945,13604.0531421,21369.0051115
35.0,0.0,2331.622272,5657.56204272,13200.9780997,21190.1624144
36.0,0.0,2522.574096,5668.8266772,13227.2622468,21418.66302
37.0,0.0,2346.697416,5583.01085193,13027.0253212,20956.7335891
38.0,0.0,2256.246552,5322.7804422,12419.8210318,19998.848026
39.0,0.0,2040.169488,5271.02285658,12299.053332,19610.2456766
40.0,0.0,1703.491272,5800.05880482,13533.4705446,21037.0206214
41.0,0.0,1417.063536,6399.65616669,14932.5310556,22749.2507583
42.0,0.0,989.934456,8016.66279564,18705.5465232,27712.1437748
43.0,0.0,753.7572,8641.6107744,20163.7584736,29559.126448
44.0,0.0,688.431576,8630.21040375,20137.1576087,29455.7995885
45.0,0.0,552.75528,8448.81783378,19713.9082788,28715.4813926
46.0,0.0,396.978792,8131.04033823,18972.4274559,27500.4465861
47.0,0.0,276.37764,7387.49441787,17237.486975,24901.3590329
48.0,0.0,306.527928,6406.84028205,14949.2939915,21662.6622015
49.0,0.0,326.62812,5812.26806247,13561.9588124,19700.8549949
50.0,0.0,251.2524,5247.22784487,12243.531638,17742.0118829
51.0,0.0,316.578024,4628.22670605,10799.1956475,15744.0003775
