hour_ending,total,pumping,process,other
1.0,283.596611048,141.798305524,70.899152762,70.899152762
2.0,312.249188841,156.12459442,78.0622972102,78.0622972102
3.0,305.43221866,152.71610933,76.358054665,76.358054665
4.0,318.853128704,159.426564352,79.713282176,79.713282176
5.0,306.284339932,153.142169966,76.571084983,76.571084983
6.0,319.385704499,159.69285225,79.8464261248,79.8464261248
7.0,413.944536972,206.972268486,103.486134243,103.486134243
8.0,358.263737563,179.131868782,89.5659343908,89.5659343908
9.0,355.17479795,177.587398975,88.7936994875,88.7936994875
10.0,324.285401817,162.142700909,81.0713504543,81.0713504543
11.0,342.925554655,171.462777327,85.7313886637,85.7313886637
12.0,302.662824524,151.331412262,75.665706131,75.665706131
13.0,292.330854093,146.165427046,73.0827135232,73.0827135232
14.0,254.198427143,127.099213572,63.5496067858,63.5496067858
15.0,240.031910985,120.015955492,60.0079777462,60.0079777462
16.0,243.120850598,121.560425299,60.7802126495,60.7802126495
17.0,248.553123711,124.276561855,62.1382809277,62.1382809277
18.0,302.982370001,151.491185,75.7455925002,75.7455925002
19.0,348.14479745,174.072398725,87.0361993625,87.0361993625
20.0,377.010405561,188.50520278,94.2526013902,94.2526013902
21.0,369.873889903,184.936944952,92.4684724758,92.4684724758
22.0,292.011308616,146.005654308,73.002827154,73.002827154
23.0,293.715551161,146.857775581,73.4288877903,73.4288877903
24.0,293.396005684,146.698002842,73.349001421,73.349001421
25.0,264.530397573,132.265198787,66.1325993933,66.1325993933
26.0,271.666913232,135.833456616,67.916728308,67.916728308
27.0,295.632824024,147.816412012,73.908206006,73.908206006
28.0,279.97509564,139.98754782,69.99377391,69.99377391
29.0,295.419793706,147.709896853,73.8549484265,73.8549484265
30.0,306.151195983,153.075597991,76.5377989957,76.5377989957
31.0,416.42101442,208.21050721,104.105253605,104.105253605
32.0,429.309348669,214.654674335,107.327337167,107.327337167
33.0,589.614663083,294.807331541,147.403665771,147.403665771
