hour_ending,hvac,lighting,total,other
1.0,597.719833345,3078.83832603,8685.42441054,5008.86625117
2.0,581.520536199,2794.56646297,8196.84685549,4820.75985632
3.0,571.505763302,2762.13892053,8062.77693872,4729.13225488
4.0,562.579804371,2801.2721701,7990.51103902,4626.65906455
5.0,577.859528265,2850.23650931,8016.37301651,4588.27697893
6.0,558.299044905,2946.02431145,8058.27145642,4553.94810007
7.0,901.773662093,4321.70122539,8731.80287804,3508.32799056
8.0,983.100189579,5976.41857166,9471.56743493,2512.04867369
9.0,954.180312617,7260.19095516,10925.6927558,2711.32148802
10.0,1114.14856883,7501.84476353,11463.0669751,2847.07364274
11.0,1153.42173147,7975.21267868,12008.9430649,2880.30865475
12.0,1193.63230079,8221.61075138,12463.6707191,3048.42766693
13.0,1160.29404717,8393.2971658,12788.7976937,3235.20648073
14.0,1170.14596788,8451.36834642,12851.4717403,3229.957426
15.0,1210.54968886,8681.56945727,13292.6254048,3400.50625866
16.0,1228.63193973,8852.49323594,13566.7281123,3485.60293663
17.0,1242.07929862,8939.69655228,13621.0462806,3439.2704297
18.0,1168.74106211,8350.80124592,14318.8950351,4799.35272707
19.0,1194.36058758,7966.28516451,14708.3600717,5547.71431961
20.0,1157.72088983,7316.1287626,14102.7195988,5628.86994637
21.0,1118.63091471,7077.85041424,13569.1126754,5372.63134645
22.0,1145.04277621,5850.34802487,12811.097097,5815.70629592
23.0,943.841112041,4915.01683663,11871.6149463,6012.75699763
24.0,865.645390798,3702.14351441,10096.0476453,5528.2587401
25.0,1234.81189599,3285.18694265,8904.23303111,4384.23419246
26.0,1201.1589708,2954.97900041,8277.61462574,4121.47665453
27.0,1137.67294535,2928.82840761,8072.7042726,4006.20291964
28.0,1094.13643278,3043.67248381,8035.05676797,3897.24785139
29.0,1040.89225165,3448.34114646,8239.25438944,3750.02099134
30.0,880.662209606,3782.0184719,8419.11731556,3756.43663405
31.0,1034.31353779,5287.54838361,9319.11922313,2997.25730173
32.0,1336.12986059,6866.732167,10424.2351215,2221.37309391
33.0,1414.02263298,7985.92668224,11765.9015678,2365.95225259
34.0,1570.13032158,8529.25060969,12747.7148884,2648.33395714
35.0,1686.03780641,9100.01810303,13482.1255627,2696.06965327
36.0,1715.84272477,9283.08166372,13827.1408904,2828.21650191
37.0,1783.79096236,9625.29757816,14391.9225684,2982.83402788
38.0,1762.25290406,9518.09669756,14189.1825683,2908.83296668
39.0,1818.82605653,9800.53580811,14644.1090069,3024.74714226
40.0,1862.04930886,10039.6041865,14902.0348015,3000.38130613
41.0,1942.92951956,10105.9496469,14849.8995311,2801.02036467
42.0,1980.07418948,9842.82008471,15405.1083554,3582.21408121
43.0,2061.45149542,9460.1259006,15747.5176991,4225.94030308
44.0,2128.24587377,8453.90417825,15205.0168189,4622.86676689
45.0,2159.27651924,8242.53005251,14853.7294065,4451.92283475
46.0,2421.91393229,7033.41391337,14109.0832743,4653.75542864
47.0,2240.83049093,5681.22505344,12700.3182328,4778.26268843
48.0,1522.85128338,4186.68681983,10730.760646,5021.2225428
49.0,1161.84731261,3446.99114166,9342.79209623,4733.95364196
50.0,1136.67391306,3167.65861388,8873.38193198,4569.04940504
51.0,1157.24699092,3162.57872552,8716.98824133,4397.16252489
52.0,1142.27862447,3294.55337931,8697.3626659,4260.53066212
53.0,1029.1256138,3586.05831418,8568.30732547,3953.12339749
54.0,907.414675036,3910.98602924,8705.88999115,3887.48928687
55.0,1044.65479927,5455.68633384,9612.53557601,3112.1944429
56.0,1308.36387421,6990.19647993,10594.0943496,2295.53399546
57.0,1413.48422609,8115.93041761,11918.7316002,2389.3169565
58.0,1622.26184966,8619.31855109,12840.9809175,2599.40051675
59.0,1693.54322296,9154.37013315,13536.5710159,2688.65765979
60.0,1752.47638811,9369.2393274,13973.3655957,2851.64988019
61.0,1832.963028,9725.19490055,14531.7034243,2973.54549575
62.0,1935.18493163,9912.29392857,14807.9461596,2960.46729938
