hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.6172,4427.9963967,10331.9915923,15086.605189
2.0,0.0,251.244,4045.32526251,9439.09227919,13735.6615417
3.0,0.0,316.56744,3763.00669569,8780.34895661,12859.9230923
4.0,0.0,361.79136,3476.0474079,8110.7772851,11948.616053
5.0,0.0,356.76648,3349.50794829,7815.51854601,11521.7929743
6.0,0.0,477.3636,3345.40682007,7805.94924683,11628.7196669
7.0,0.0,879.354,3263.51539542,7614.86925598,11757.7386514
8.0,0.0,1150.69752,3574.60399662,8340.74265878,13066.0441754
9.0,0.0,1406.9664,4009.77847338,9356.14977122,14772.8946446
10.0,0.0,1934.5788,3898.48505817,9096.46513573,14929.5289939
11.0,0.0,2331.54432,3788.92514466,8840.82533754,14961.2948022
12.0,0.0,2522.48976,3696.56143494,8625.31001486,14844.3612098
13.0,0.202224002779,2346.61896,3443.50387965,8034.84238585,13825.1674495
14.0,0.202224002779,2256.17112,3301.28748042,7703.00412098,13260.6649454
15.0,6.00882237225,2040.10128,3346.49820804,7808.49581876,13201.1041292
16.0,3.73380234099,1703.43432,3429.39874248,8001.93039912,13138.4972639
17.0,0.0,1417.01616,4109.811963,9589.561247,15116.38937
18.0,0.0,989.90136,5359.33512936,12505.1153018,18854.3517912
19.0,0.0,753.732,5907.96721008,13785.2568235,20446.9560336
20.0,0.0,688.40856,5918.814738,13810.567722,20417.79102
21.0,0.0,552.7368,5738.837955,13390.621895,19682.19665
22.0,0.0,396.96552,5522.07221892,12884.8351775,18803.8729164
23.0,0.0,276.3684,5038.70131755,11756.969741,17072.0394585
24.0,0.0,306.51768,4211.33595075,9826.45055175,14344.3041825
25.0,0.0,326.6172,3677.80844196,8581.55303124,12585.9786732
26.0,0.0,251.244,3338.01844629,7788.70970801,11377.9721543
27.0,0.0,316.56744,3134.76819204,7314.45911476,10765.7947468
28.0,0.0,361.79136,3043.92217911,7102.48508459,10508.1986237
29.0,0.0,356.76648,2967.95197557,6925.22127633,10249.9397319
30.0,0.0,477.3636,3287.87849205,7671.71648145,11436.9585735
31.0,0.0,879.354,3479.6442867,8119.1700023,12478.168289
32.0,0.0,1150.69752,3622.9861158,8453.6342702,13227.317906
33.0,0.0,1406.9664,3468.03129234,8092.07301546,12967.0707078
34.0,0.0,1934.5788,3307.96682406,7718.58925614,12961.1348802
35.0,0.0,2331.54432,3023.62775421,7055.13142649,12410.3035007
36.0,0.0,2522.48976,3039.7848849,7092.8313981,12655.106043
37.0,0.202224002779,2346.61896,2771.19703014,6466.12640366,11584.1446178
38.0,0.0,2256.17112,2777.3390352,6480.4577488,11513.967904
39.0,0.202224002779,2040.10128,2946.42588612,6874.99373428,11861.7231244
40.0,0.0,1703.43432,3197.69428122,7461.28665618,12362.4152574
41.0,0.0,1417.01616,4137.74715996,9654.74337324,15209.5066932
42.0,0.0,989.90136,5621.56819059,13116.9924447,19728.4619953
43.0,0.0,753.732,5820.78788946,13581.8384087,20156.3582982
44.0,0.0,688.40856,6042.65534349,14099.5291348,20830.5930383
45.0,0.0,552.7368,5793.603348,13518.407812,19864.74796
46.0,0.0,396.96552,5272.00395768,12301.3425679,17970.3120456
47.0,0.0,276.3684,4881.69139932,11390.6132651,16548.6730644
48.0,0.0,306.51768,4064.06873319,9482.82704411,13853.4134573
49.0,0.0,326.6172,3542.8024464,8266.5390416,12135.958688
50.0,0.0,251.244,3253.71426054,7591.99994126,11096.9582018
51.0,0.0,316.56744,3081.48158406,7190.12369614,10588.1727202
52.0,0.0,361.79136,2858.14809685,6669.01222599,9888.95168284
53.0,0.0,356.76648,2847.92455387,6645.15729237,9849.84832625
54.0,0.0,477.3636,3114.8958468,7268.0903092,10860.349756
55.0,0.0,879.354,3361.60517127,7843.74539963,12084.7045709
56.0,0.0,1150.69752,3674.88090936,8574.72212184,13400.3005512
57.0,0.0,1406.9664,3456.89677725,8066.09248025,12929.9556575
58.0,0.0,1934.5788,3048.15274443,7112.35640367,12095.0879481
59.0,0.0,2331.54432,2911.80635934,6794.21483846,12037.5655178
60.0,0.202224002779,2522.48976,3074.43075735,7173.67176715,12770.7945085
61.0,6.00882237225,2346.61896,3051.27007845,7119.63018305,12523.5280439
62.0,45.7390786771,2256.17112,2950.17999243,6883.75331567,12135.8435068
63.0,3.53157833821,2040.10128,3085.41390903,7199.29912107,12328.3458884
64.0,0.0,1703.43432,3258.16567287,7602.38657003,12563.9865629
65.0,0.0,1417.01616,4015.09611834,9368.55760946,14800.6698878
66.0,0.0,989.90136,5336.7922683,12452.5152927,18779.208921
67.0,0.0,753.732,5836.78488918,13619.1647414,20209.6816306
68.0,0.0,688.40856,5764.16793234,13449.7251755,19902.3016678
69.0,0.0,552.7368,5806.72521285,13549.0254966,19908.4875095
70.0,0.0,396.96552,5578.67267067,13016.9028982,18992.5410889
71.0,0.0,276.3684,5017.1006658,11706.5682202,17000.037286
72.0,0.0,306.51768,4168.04302341,9725.43372129,14199.9944247
73.0,0.0,326.6172,3547.32923223,8277.10154187,12151.0479741
74.0,0.0,251.244,3151.21263123,7352.82947287,10755.2861041
75.0,0.0,316.56744,2875.14404899,6708.66944764,9900.38093663
76.0,0.0,361.79136,2748.25776434,6412.60145014,9522.65057448
77.0,0.0,356.76648,2733.27663493,6377.64548149,9467.68859642
78.0,0.0,477.3636,2811.23501761,6559.54837441,9848.14699202
79.0,0.0,879.354,2893.00115703,6750.33603307,10522.6911901
80.0,0.0,1150.69752,3152.05702227,7354.79971863,11657.5542609
81.0,0.0,1406.9664,3390.01999347,7910.04665143,12707.0330449
82.0,0.0,1934.5788,3272.78473539,7636.49771591,12843.8612513
83.0,3.53157833821,2331.54432,3249.51232131,7582.19541639,13166.783636
84.0,48.4691027146,2522.48976,3091.35840093,7213.16960217,12875.4868658
85.0,140.880710654,2346.61896,3108.09541353,7252.22263157,12847.8177158
86.0,143.155730685,2256.17112,3124.26712566,7289.95662654,12813.5506029
87.0,98.4204303117,2040.10128,3174.45124503,7407.05290507,12720.0258604
88.0,183.551974151,1703.43432,3578.32368981,8349.42194289,13814.7319269
89.0,183.551974151,1417.01616,4246.06234485,9907.47880465,15754.1092837
90.0,90.9381422088,989.90136,5331.06587595,12439.1537105,18851.0590887
91.0,0.0,753.732,5641.34285553,13163.1333296,19558.2081851
92.0,0.0,688.40856,5467.58199789,12757.6913284,18913.6818863
93.0,0.0,552.7368,5382.50340813,12559.174619,18494.4148271
94.0,0.0,396.96552,5211.94139328,12161.1965843,17770.1034976
95.0,0.0,276.3684,4833.70557486,11278.6463413,16388.7203162
96.0,0.0,306.51768,4110.01719972,9590.04013268,14006.5750124
97.0,0.0,326.6172,3605.19631701,8412.12473969,12343.9382567
98.0,0.0,251.244,3266.67993054,7622.25317126,11140.1771018
99.0,0.0,316.56744,3043.56096225,7101.64224525,10461.7706475
100.0,0.0,361.79136,2863.4543465,6681.39347517,9906.63918167
101.0,0.0,356.76648,2783.38932526,6494.57509227,9634.73089753
102.0,0.0,477.3636,2825.23242042,6592.20898099,9894.80500141
103.0,0.0,879.354,2882.00656809,6724.68199221,10486.0425603
104.0,0.0,1150.69752,3336.79778415,7785.86149635,12273.3568005
105.0,0.0,1406.9664,3596.61799671,8392.10865899,13395.6930557
106.0,0.0,1934.5788,3787.65622425,8837.86452325,14560.0995475
107.0,3.53157833821,2331.54432,3583.92808452,8362.49886388,14281.5028467
108.0,228.287274525,2522.48976,3460.31908233,8074.07785877,14285.1739756
109.0,512.33683515,2346.61896,3295.37454372,7689.20726868,13843.5376075
110.0,337.357829645,2256.17112,3206.09080311,7480.87854059,13280.4982933
111.0,231.809514009,2040.10128,3078.73691961,7183.71947909,12534.3671927
112.0,229.079489972,1703.43432,3085.4526378,7199.3894882,12217.355936
113.0,230.766989361,1417.01616,3627.08250387,8463.19250903,13738.0581623
114.0,132.741812243,989.90136,4950.22917276,11550.5347364,17623.4070814
115.0,43.261834643,753.732,5558.58429612,12970.0300243,19325.608155
116.0,3.53157833821,688.40856,5647.96804431,13178.5921034,19518.500286
117.0,0.0,552.7368,5578.06462764,13015.4841312,19146.2855588
118.0,0.0,396.96552,5117.1131229,11939.9306201,17454.009263
119.0,0.0,276.3684,4605.65982804,10746.5395988,15628.5678268
120.0,0.0,306.51768,3716.33993115,8671.45983935,12694.3174505
121.0,0.0,326.6172,3150.35110194,7350.81923786,10827.7875398
122.0,0.0,251.244,2914.49759577,6800.49439014,9966.23598591
123.0,0.0,316.56744,2789.33584957,6508.45031566,9614.35360523
124.0,0.0,361.79136,2781.28400285,6489.66267331,9632.73803615
125.0,0.0,356.76648,2981.3713347,6956.5331143,10294.670929
126.0,0.0,477.3636,3288.85214721,7673.98834349,11440.2040907
127.0,0.0,879.354,3652.2231213,8521.8539497,13053.431071
128.0,0.0,1150.69752,3707.3647776,8650.5178144,13508.580112
129.0,0.0,1406.9664,3566.60755416,8322.08429304,13295.6582472
130.0,0.0,1934.5788,3024.58160724,7057.35708356,12016.5174908
131.0,50.7441227459,2331.54432,2807.83716504,6551.62005176,11741.7456595
132.0,230.562294556,2522.48976,2628.82274361,6133.91973509,11515.7945333
133.0,518.307634037,2346.61896,2692.81652556,6283.23855964,11840.9816792
134.0,610.547123582,2256.17112,2845.29239019,6639.01557711,12351.0262109
135.0,417.822325575,2040.10128,2705.08157994,6311.85701986,11474.8622054
136.0,323.108725567,1703.43432,3219.58252626,7512.35922794,12758.4847998
137.0,130.870622516,1417.01616,3823.08958251,8920.54235919,14291.5187242
138.0,43.261834643,989.90136,5176.40410818,12078.2762524,18287.8435552
139.0,3.53157833821,753.732,5968.44257427,13926.3660066,20652.0721592
140.0,3.53157833821,688.40856,5974.20904878,13939.8211138,20605.9703009
141.0,3.53157833821,552.7368,5633.7007575,13145.3017675,19335.2709033
142.0,3.53157833821,396.96552,5277.51518736,12314.2021038,17992.2143895
143.0,3.53157833821,276.3684,4728.15247617,11032.3557777,16040.4082322
144.0,0.0,306.51768,4032.16222536,9408.37852584,13747.0584312
145.0,0.0,326.6172,3395.45596992,7922.73059648,11644.8037664
146.0,0.0,251.244,3102.47179698,7239.10085962,10592.8166566
147.0,0.0,316.56744,2885.31774748,6732.40807746,9934.29326494
148.0,0.0,361.79136,2806.61475139,6548.76775323,9717.17386462
149.0,0.0,356.76648,2981.38431675,6956.56340575,10294.7142025
150.0,0.0,477.3636,3296.3544162,7691.4936378,11465.211654
151.0,0.0,879.354,3866.57551902,9022.00954438,13767.9390634
152.0,0.0,1150.69752,3967.24938885,9256.91524065,14374.8621495
153.0,0.0,1406.9664,3561.45093993,8310.05219317,13278.4695331
154.0,0.0,1934.5788,3237.43278654,7554.00983526,12726.0214218
155.0,0.202224002779,2331.54432,2786.30598522,6501.38063218,11619.4331614
156.0,6.00882237225,2522.48976,2841.02718705,6629.06343645,11998.5892059
157.0,8.73884640977,2346.61896,2883.34868706,6727.81360314,11966.5200966
158.0,8.73884640977,2256.17112,2920.10620218,6813.58113842,11998.597307
159.0,3.53157833821,2040.10128,3012.22939365,7028.53525185,12084.3975038
160.0,0.0,1703.43432,3468.69596043,8093.62390767,13265.7541881
161.0,0.0,1417.01616,3860.52896244,9007.90091236,14285.4460348
162.0,0.0,989.90136,5463.57611985,12748.3442796,19201.8217595
163.0,0.0,753.732,6159.87656013,14373.045307,21286.6538671
164.0,0.0,688.40856,6030.12354789,14070.2882784,20788.8203863
165.0,0.0,552.7368,5718.1694088,13342.3952872,19613.301496
166.0,0.0,396.96552,5362.54727322,12512.6103042,18272.1230974
167.0,0.0,276.3684,4634.98673736,10814.9690538,15726.3241912
