hour_ending,total,pumping,other
1.0,704.847279888,563.87782391,140.969455978
2.0,708.916782606,567.133426085,141.783356521
3.0,726.723797386,581.379037909,145.344759477
4.0,729.170203644,583.336162915,145.834040729
5.0,382.051031114,305.640824891,76.4102062228
6.0,198.676415897,158.941132718,39.7352831794
7.0,199.876095889,159.900876711,39.9752191778
8.0,191.537143789,153.229715031,38.3074287578
9.0,142.056224911,113.644979929,28.4112449822
10.0,107.183174169,85.7465393352,21.4366348338
11.0,105.807070649,84.6456565192,21.1614141298
12.0,109.217925528,87.3743404224,21.8435851056
13.0,114.992855685,91.994284548,22.998571137
14.0,78.0968151525,62.477452122,15.6193630305
15.0,74.8153375279,59.8522700223,14.9630675056
16.0,64.4416340693,51.5533072554,12.8883268139
17.0,112.675826681,90.1406613448,22.5351653362
18.0,179.352158774,143.481727019,35.8704317548
19.0,188.596751652,150.877401322,37.7193503304
20.0,186.173868531,148.939094825,37.2347737062
21.0,186.538477156,149.230781725,37.3076954312
22.0,190.584456737,152.46756539,38.1168913474
23.0,450.385744373,360.308595498,90.0771488746
24.0,482.247833567,385.798266854,96.4495667134
25.0,733.851307925,587.08104634,146.770261585
26.0,740.61420984,592.491367872,148.122841968
27.0,738.073711034,590.458968827,147.614742207
28.0,740.802394937,592.64191595,148.160478987
29.0,535.468931242,428.375144994,107.093786248
30.0,465.569929367,372.455943494,93.1139858734
31.0,309.71738455,247.77390764,61.94347691
32.0,291.804515653,233.443612522,58.3609031306
33.0,332.252549886,265.802039909,66.4505099772
34.0,300.449268535,240.359414828,60.089853707
35.0,266.987606018,213.590084814,53.3975212036
36.0,269.010595808,215.208476646,53.8021191616
37.0,265.43507897,212.348063176,53.087015794
38.0,271.139439715,216.911551772,54.227887943
39.0,284.86519021,227.892152168,56.973038042
40.0,268.551894635,214.841515708,53.710378927
41.0,248.804221045,199.043376836,49.760844209
42.0,305.847828498,244.678262798,61.1695656996
43.0,314.363204126,251.490563301,62.8726408252
44.0,313.810410404,251.048328323,62.7620820808
45.0,316.245055093,252.996044074,63.2490110186
46.0,550.900109176,440.720087341,110.180021835
47.0,725.5594021,580.44752168,145.11188042
48.0,726.053387979,580.842710383,145.210677596
49.0,714.444719823,571.555775858,142.888943965
50.0,720.231411548,576.185129238,144.04628231
51.0,718.161375484,574.529100387,143.632275097
52.0,718.490699403,574.792559522,143.698139881
53.0,363.597130064,290.877704051,72.7194260128
54.0,187.067747741,149.654198193,37.4135495482
55.0,198.888124131,159.110499305,39.7776248262
56.0,208.803126416,167.042501133,41.7606252832
57.0,318.397422138,254.71793771,63.6794844276
58.0,291.192914088,232.95433127,58.2385828176
59.0,285.935492948,228.748394358,57.1870985896
60.0,278.46689692,222.773517536,55.693379384
61.0,287.170457645,229.736366116,57.434091529
62.0,274.150401263,219.32032101,54.8300802526
63.0,272.762536175,218.21002894,54.552507235
64.0,278.819743977,223.055795182,55.7639487954
65.0,315.692261372,252.553809098,63.1384522744
66.0,304.330586155,243.464468924,60.866117231
67.0,307.412117115,245.929693692,61.482423423
68.0,304.424678704,243.539742963,60.8849357408
69.0,323.87831308,259.102650464,64.775662616
70.0,581.46842583,465.174740664,116.293685166
71.0,574.046876076,459.237500861,114.809375215
72.0,702.036265006,561.629012005,140.407253001
73.0,819.534334791,655.627467833,163.906866958
74.0,716.644133141,573.315306513,143.328826628
75.0,713.57436375,570.859491,142.71487275
76.0,649.779615951,519.823692761,129.95592319
77.0,446.810227534,357.448182027,89.3620455068
78.0,451.997079264,361.597663411,90.3994158528
79.0,279.490153384,223.592122707,55.8980306768
80.0,263.212142515,210.569714012,52.642428503
81.0,276.679138501,221.343310801,55.3358277002
82.0,264.95285466,211.962283728,52.990570932
83.0,251.415289262,201.13223141,50.2830578524
84.0,237.124983477,189.699986782,47.4249966954
85.0,263.200380946,210.560304757,52.6400761892
86.0,271.821610691,217.457288553,54.3643221382
87.0,271.950987945,217.560790356,54.390197589
88.0,268.046147188,214.43691775,53.6092294376
89.0,316.186247251,252.948997801,63.2372494502
90.0,303.507276357,242.805821086,60.7014552714
91.0,300.637453631,240.509962905,60.1274907262
92.0,302.648681853,242.118945482,60.5297363706
93.0,307.61206378,246.089651024,61.522412756
94.0,312.563684138,250.05094731,62.5127368276
95.0,309.305729651,247.444583721,61.8611459302
96.0,542.69053433,434.152427464,108.538106866
97.0,569.4010565,455.5208452,113.8802113
98.0,463.346992911,370.677594329,92.6693985822
99.0,280.995634158,224.796507326,56.1991268316
100.0,182.657159536,146.125727629,36.5314319072
101.0,184.045024624,147.236019699,36.8090049248
102.0,186.879562644,149.503650115,37.3759125288
103.0,188.20861989,150.566895912,37.641723978
104.0,185.350558733,148.280446986,37.0701117466
105.0,169.296017666,135.436814133,33.8592035332
106.0,111.676093354,89.3408746832,22.3352186708
107.0,108.87684004,87.101472032,21.775368008
108.0,109.488441605,87.590753284,21.897688321
109.0,109.300256508,87.4402052064,21.8600513016
110.0,118.474279975,94.77942398,23.694855995
111.0,119.497536438,95.5980291504,23.8995072876
112.0,116.804137241,93.4433097928,23.3608274482
113.0,146.901991153,117.521592922,29.3803982306
114.0,155.26446639,124.211573112,31.052893278
115.0,164.603151816,131.682521453,32.9206303632
116.0,165.649931417,132.519945134,33.1299862834
117.0,186.99717833,149.597742664,37.399435666
118.0,524.824711707,419.859769366,104.964942341
119.0,734.886325957,587.909060766,146.977265191
120.0,729.452481289,583.561985031,145.890496258
121.0,708.505127706,566.804102165,141.701025541
122.0,703.200660292,562.560528234,140.640132058
123.0,711.269096315,569.015277052,142.253819263
124.0,718.220183326,574.576146661,143.644036665
125.0,690.204127047,552.163301638,138.040825409
126.0,420.805399477,336.644319582,84.1610798954
127.0,292.016223886,233.612979109,58.4032447772
128.0,240.982777961,192.786222369,48.1965555922
129.0,342.708584324,274.166867459,68.5417168648
130.0,280.948587884,224.758870307,56.1897175768
131.0,255.002567669,204.002054135,51.0005135338
132.0,247.369309682,197.895447746,49.4738619364
133.0,267.093460135,213.674768108,53.418692027
