hour_ending,total
1.0,11.1547404862
2.0,10.6229997861
3.0,10.023100147
4.0,9.93454401446
5.0,9.833769761
6.0,9.81175694812
7.0,10.3580382219
8.0,11.1171773376
9.0,11.4248518369
10.0,11.3931453082
11.0,10.7954671457
12.0,9.73329843616
13.0,8.65315596197
14.0,8.20209525036
15.0,7.75174137218
16.0,8.12606016734
17.0,8.09516144834
18.0,9.58890246177
19.0,12.2205443391
20.0,12.6440385465
21.0,13.2455538049
22.0,13.2817032866
23.0,11.9448792971
24.0,10.443464092
25.0,9.35453668794
26.0,8.75615169196
27.0,8.39829201836
28.0,8.34992441575
29.0,8.54288994516
30.0,8.93154736156
31.0,9.50963614016
32.0,10.168303931
33.0,10.5364631776
34.0,9.96312028072
35.0,8.66799946424
36.0,7.65692471487
37.0,6.96655039534
38.0,6.9108115297
39.0,7.2462544856
40.0,7.44608639701
41.0,7.79415137864
42.0,8.925387813
43.0,11.8066428713
44.0,12.0190968084
45.0,12.2244824112
46.0,12.3346474518
47.0,11.5194665418
48.0,10.4048911814
49.0,9.27214010395
50.0,8.76624931255
51.0,8.52400739467
52.0,8.37052356175
53.0,8.30367731346
54.0,8.68556932406
55.0,9.4329951999
56.0,10.5745312073
57.0,10.4719393821
58.0,10.094692277
59.0,8.79967243669
60.0,7.87685089125
61.0,7.38378407799
62.0,7.2463554618
63.0,7.16830085467
64.0,7.46345430442
65.0,7.69267029174
66.0,9.14652570385
67.0,11.4957371334
68.0,12.3088985193
69.0,12.4649067573
70.0,12.0523179802
71.0,11.0728487832
72.0,10.1589131439
73.0,8.94204888697
74.0,8.38052020613
75.0,8.08476089914
76.0,7.93652782892
77.0,7.87200403337
78.0,8.01680391259
79.0,8.57207206866
80.0,9.17924199455
81.0,9.16581215917
82.0,9.46359099028
83.0,8.96648512879
84.0,7.90098420445
85.0,7.43507999057
86.0,7.30583044706
87.0,7.34147504773
88.0,7.34046528567
89.0,7.4493176356
90.0,8.34184631928
91.0,10.8180858158
92.0,11.6668918024
93.0,11.9397295106
94.0,11.7439366474
95.0,10.8273756268
96.0,9.55154126559
97.0,8.56621544872
98.0,8.02508396147
99.0,7.77567273297
100.0,7.62905528205
101.0,7.97701928747
102.0,8.19492593974
103.0,8.73030178326
104.0,9.49075358966
105.0,9.85164254944
106.0,9.9216190601
107.0,8.8291574888
108.0,8.0085238637
109.0,7.69206443451
110.0,7.17122916464
111.0,7.70266693613
112.0,7.59623801514
113.0,7.26947901295
114.0,8.25823802082
115.0,10.4202395647
116.0,10.931482095
117.0,11.04578716
118.0,11.0424549453
119.0,10.5618082053
120.0,9.82710533141
121.0,8.98496377446
122.0,8.40485547174
123.0,8.06789787276
124.0,8.0566895139
125.0,8.25732923497
126.0,8.61478500374
127.0,9.47005346746
128.0,10.6341071687
129.0,10.5147532934
130.0,9.81993602079
131.0,8.52673375223
132.0,7.17365259358
133.0,6.82700127883
134.0,6.5856681468
135.0,6.50064618146
136.0,6.77530146142
137.0,6.94453758246
138.0,7.91007206298
139.0,10.7283179688
140.0,11.5003820389
141.0,11.8516782591
142.0,11.7092008326
143.0,11.2329970457
144.0,9.96342320933
145.0,9.04474168834
146.0,8.55399732781
147.0,8.49502722358
148.0,8.39526273218
149.0,8.54652508858
150.0,8.99637408572
151.0,9.80590032818
152.0,10.8057667187
153.0,10.7552786158
154.0,9.81296866259
155.0,8.45261721712
156.0,7.46446406648
157.0,7.03440640568
158.0,6.53457418663
159.0,6.38563428297
160.0,6.52447656604
161.0,6.82811201709
162.0,8.11182252231
163.0,11.3384162047
164.0,11.7269726448
165.0,12.2743646569
166.0,12.067464411
167.0,11.0531584231
168.0,9.8080208285
169.0,8.55238170852
170.0,8.0618393004
171.0,7.92229018389
172.0,7.99832526691
173.0,7.90663887198
174.0,8.15837255321
175.0,8.8755055673
176.0,10.0732853213
177.0,10.2217203439
178.0,9.78590703942
179.0,8.37183625242
180.0,7.51242776427
181.0,6.86688688015
182.0,6.5909189095
183.0,6.73481000287
184.0,6.58061933651
185.0,6.6905824247
186.0,8.50593265382
187.0,11.523000709
188.0,12.1059363455
189.0,12.1073500124
190.0,11.967396991
191.0,11.0675980205
192.0,9.57203943538
193.0,8.64548177033
194.0,8.23541739829
195.0,7.74598572844
196.0,7.51232678806
197.0,7.4820339263
198.0,7.60673954055
199.0,8.26096437838
200.0,9.19125816305
201.0,9.19580209232
202.0,9.05514223754
203.0,7.8811928681
204.0,6.95766448922
205.0,6.63585332112
206.0,6.7285494781
207.0,6.67321451729
208.0,6.69189511537
209.0,7.42498236998
210.0,9.0321196626
211.0,11.7875583684
212.0,12.5016620963
213.0,12.5441730789
214.0,12.2083262182
215.0,11.5016947295
216.0,10.3394586
217.0,9.27269547309
218.0,8.67097826231
219.0,8.40404766209
220.0,8.41687164024
221.0,8.33886752121
222.0,8.80684174731
223.0,9.813170615
224.0,10.6668739475
225.0,10.8298158851
226.0,9.98031989445
227.0,8.66204186809
228.0,7.64399976052
229.0,6.95714277882
230.0,6.56872097358
231.0,6.67898699039
232.0,6.72923948218
233.0,6.97010139191
234.0,7.89824101753
235.0,10.3216867878
236.0,10.9009367927
237.0,11.1512568071
238.0,10.9346628455
239.0,10.2893744019
240.0,9.41431460182
241.0,8.81340520069
242.0,8.54076944484
243.0,8.14968859951
244.0,8.15786767218
245.0,8.29388262149
246.0,8.50209555799
247.0,9.14965596623
248.0,9.94746896881
249.0,10.142756951
250.0,9.73784236542
251.0,8.67436096521
252.0,7.67237407436
253.0,7.48395247421
254.0,7.47435973466
255.0,7.22484752995
256.0,7.2893713255
257.0,7.42932434684
258.0,8.13585485931
259.0,10.5818014941
260.0,11.5152255411
261.0,11.6016611734
262.0,11.1946260875
263.0,10.4186239454
264.0,9.4657114906
265.0,8.69899915944
266.0,8.14110562201
267.0,7.84807267258
268.0,7.81545735808
269.0,7.72528560624
270.0,7.95934845145
271.0,8.71020751829
272.0,9.58587317559
273.0,9.79650954103
274.0,10.2458536572
275.0,9.08321362277
276.0,8.47523588723
277.0,8.010139483
278.0,7.53666205368
279.0,7.43497901437
280.0,7.37550402911
281.0,7.43800830054
282.0,8.09112240011
283.0,10.6817679379
284.0,10.9714686725
285.0,11.5213850897
286.0,11.2500620245
287.0,10.5225284612
288.0,9.33393754194
289.0,8.33578774693
290.0,7.86705619928
291.0,7.66803209751
292.0,7.83060378896
293.0,7.97287926303
294.0,8.39586858942
295.0,9.34383321012
296.0,10.2733191851
297.0,10.4121614682
298.0,9.54386707395
299.0,8.15564619566
300.0,6.94171024869
301.0,6.49317394222
302.0,6.80781579971
303.0,7.05005771759
304.0,7.13831092152
305.0,7.18506290484
306.0,7.96389238071
307.0,10.5576681809
308.0,11.069314616
309.0,11.2279482354
310.0,10.8088969811
311.0,10.1350827593
312.0,9.33343266092
313.0,8.36426303698
314.0,7.94086980577
315.0,7.91693844498
316.0,7.85685760249
317.0,8.03487865344
318.0,8.30680757584
319.0,9.14844425176
320.0,10.1932450539
321.0,9.92899032313
322.0,9.31030910977
323.0,7.94228347265
324.0,6.94877858311
325.0,6.65301927611
326.0,6.77055557975
327.0,6.68008089929
328.0,6.70976790381
329.0,7.19788688298
330.0,8.00276821997
331.0,10.1338710448
332.0,10.7775943573
333.0,10.8958374943
334.0,10.666116626
335.0,10.1919323632
336.0,9.25275267243
337.0,8.18018341368
338.0,7.94662544951
339.0,7.68873221972
340.0,7.75244820562
341.0,7.80212849891
342.0,8.19341129665
343.0,9.04403485489
344.0,9.68543571458
345.0,9.7340052696
346.0,8.61084693171
347.0,7.71751043839
348.0,6.82912177915
349.0,6.7767151283
350.0,6.96028987057
351.0,7.10842196458
352.0,7.59199701449
353.0,7.69004491039
354.0,8.07860135058
355.0,9.95534511286
356.0,10.5947264484
357.0,10.4035784907
358.0,10.026028457
359.0,9.68947476281
360.0,8.93881764838
361.0,7.9654070238
362.0,7.57897108394
363.0,7.38237041111
364.0,7.5233331945
365.0,7.59674289617
366.0,7.90340763339
367.0,8.62659921983
368.0,9.67755957052
369.0,9.59869715373
370.0,8.78402112478
371.0,7.65207785699
372.0,7.20485424119
373.0,7.17395552219
374.0,7.24938474798
375.0,7.09287162888
376.0,7.44962056422
377.0,7.81323588155
378.0,8.06567639623
379.0,10.2616059453
380.0,10.7592166878
381.0,10.2667557318
382.0,10.1247831863
383.0,9.57516969777
384.0,8.74837652411
385.0,8.0222566277
386.0,7.53252202924
387.0,7.45204399316
388.0,7.50697504915
389.0,7.62521818622
390.0,8.10626883099
391.0,8.80876029522
392.0,9.57486676915
393.0,9.50569806813
394.0,8.58388628475
395.0,7.56513734373
396.0,6.76742531736
