hour_ending,hvac,lighting,total,other
1.0,1894.10413139,2461.51414661,8527.17295558,4171.55467759
2.0,1851.6397748,2442.27529592,8490.32328185,4196.40821113
3.0,1895.93021304,2417.97437198,8420.1021473,4106.19756227
4.0,1919.54329525,2353.16984888,8194.55670953,3921.8435654
5.0,1964.92783877,2386.06082349,8198.00099799,3847.01233573
6.0,2223.59387214,2487.18988652,8567.47099915,3856.68724049
7.0,2281.92186688,2728.25451858,8964.01346881,3953.83708335
8.0,2875.23493828,3097.95555726,8785.22473092,2812.03423538
9.0,2530.73556232,3123.34836354,8728.39932149,3074.31539563
10.0,2390.61835299,3212.6837515,8887.56895734,3284.26685285
11.0,2326.8618153,3381.21271699,9335.96326377,3627.88873148
12.0,2202.14283998,3529.01115356,9748.59412426,4017.44013071
13.0,2216.4787061,3707.6478217,10238.1517007,4314.02517286
14.0,2301.55205938,3808.45186249,10505.0915288,4395.0876069
15.0,2446.77535589,3936.3767227,10871.2228482,4488.07076956
16.0,2256.3574649,3910.27037968,10868.8904264,4702.26258177
17.0,2278.40699179,3983.65641449,11174.2737678,4912.21036148
18.0,2419.52219433,3609.14720764,11729.0547739,5700.3853719
19.0,2147.19194317,3424.84772724,11782.724579,6210.68490856
20.0,2001.21233883,3160.06872591,11030.5551745,5869.27410973
21.0,2119.31989067,3025.26518183,10571.6676624,5427.08258986
22.0,2025.58642031,2865.3824905,10040.4714431,5149.50253232
23.0,1874.45744245,2715.30389154,9513.77663398,4924.01529999
24.0,1866.61056053,2567.48519329,9024.62373165,4590.52797783
25.0,2281.70382226,2496.76763045,8473.48842923,3695.01697652
26.0,2276.24311454,2369.01190711,8172.42985431,3527.17483266
27.0,2264.75927947,2356.3312982,8162.16118996,3541.07061229
28.0,2378.08017111,2318.53161971,8029.20704252,3332.5952517
29.0,2746.05891951,2425.97796862,8043.13855967,2871.10167154
30.0,2807.35038293,2852.74064769,8591.16159867,2931.07056806
31.0,2518.36993006,3846.5072769,9523.29471975,3158.41751279
32.0,2497.36165764,4690.20583084,9858.35094127,2670.7834528
33.0,2605.17105027,5331.19773939,10873.8021916,2937.43340192
34.0,2649.5613076,5909.43092264,11884.6917852,3325.69955492
35.0,2784.04025406,6317.54271171,12773.5648454,3671.9818796
36.0,2973.89197897,6598.58046964,13479.2341812,3906.76173256
37.0,3127.85008121,6885.7314828,14070.5372687,4056.95570465
38.0,3185.38514312,7026.47259701,14250.6201797,4038.76243954
39.0,3268.1465018,7250.98331431,14532.0771564,4012.94734026
40.0,3445.5661419,7387.67826011,14613.7167514,3780.47234936
41.0,3754.81046318,7406.16936988,14496.5793386,3335.59950551
42.0,3461.10934845,6984.99047674,14310.4496649,3864.34983969
43.0,3086.51223888,6355.69792487,13736.1376683,4293.92750452
44.0,2849.10233126,5412.2997765,12563.4152348,4302.01312701
45.0,3098.99658789,4683.61667263,12034.2401331,4251.62687255
46.0,2772.28048634,3985.80685195,11256.1862923,4498.09895398
47.0,2631.61604468,3354.67109233,10369.2810987,4382.99396167
48.0,1901.21023688,2927.83989509,9743.52354428,4914.47341232
49.0,1802.9228184,2581.09036802,8730.51362639,4346.50043997
50.0,1711.66418472,2486.81851992,8539.79371863,4341.31101399
51.0,1724.85000686,2405.58546393,8289.13640139,4158.7009306
52.0,1723.6365184,2356.96603693,8104.92131021,4024.31875489
53.0,2426.12914504,2454.14501733,8086.96664979,3206.69248742
54.0,2435.05245459,2884.97833009,8630.28351314,3310.25272846
55.0,2253.88563197,3803.74371953,9394.62181824,3336.99246675
56.0,2217.12400714,4625.81566051,9692.9259398,2849.98627215
57.0,2467.07878118,5245.47835033,10665.4877362,2952.93060467
58.0,2605.59479376,5881.72362379,11817.4210934,3330.10267581
59.0,2718.29832657,6180.33724964,12496.9104637,3598.27488746
60.0,2957.9680634,6563.25933527,13403.6539166,3882.42651789
61.0,3123.3504836,6877.92448989,14037.770536,4036.49556246
62.0,3223.22125275,7032.59136253,14240.7649031,3984.95228778
63.0,3322.96802678,7252.72546075,14469.8739311,3894.18044352
64.0,3449.66512194,7268.71390251,14326.7537176,3608.37469312
65.0,3657.17573843,7155.65328051,13995.779295,3182.95027602
66.0,3369.68423105,6801.8722346,13957.1196108,3785.56314512
