hour_ending,total,pumping,process,other
1.0,0.580485904081,0.29024295204,0.14512147602,0.14512147602
2.0,0.505423071657,0.252711535829,0.126355767914,0.126355767914
3.0,0.587277303205,0.293638651603,0.146819325801,0.146819325801
4.0,0.504708187539,0.25235409377,0.126177046885,0.126177046885
5.0,0.577983809667,0.288991904834,0.144495952417,0.144495952417
6.0,0.525797269029,0.262898634515,0.131449317257,0.131449317257
7.0,0.508997492249,0.254498746125,0.127249373062,0.127249373062
8.0,0.542239603751,0.271119801875,0.135559900938,0.135559900938
9.0,0.501133766947,0.250566883474,0.125283441737,0.125283441737
10.0,0.582630556436,0.291315278218,0.145657639109,0.145657639109
11.0,0.505423071657,0.252711535829,0.126355767914,0.126355767914
12.0,0.571907294661,0.28595364733,0.142976823665,0.142976823665
13.0,0.576196599371,0.288098299685,0.144049149843,0.144049149843
14.0,0.497916788414,0.248958394207,0.124479197103,0.124479197103
15.0,0.574409389075,0.287204694537,0.143602347269,0.143602347269
16.0,0.501848651065,0.250924325532,0.125462162766,0.125462162766
17.0,0.544384256106,0.272192128053,0.136096064027,0.136096064027
18.0,0.522580290497,0.261290145248,0.130645072624,0.130645072624
19.0,0.67913991241,0.339569956205,0.169784978102,0.169784978102
20.0,0.580128462022,0.290064231011,0.145032115506,0.145032115506
21.0,0.702373646256,0.351186823128,0.175593411564,0.175593411564
22.0,0.651974315914,0.325987157957,0.162993578979,0.162993578979
23.0,0.583345440555,0.291672720278,0.145836360139,0.145836360139
24.0,0.481117011634,0.240558505817,0.120279252909,0.120279252909
25.0,0.56833287407,0.284166437035,0.142083218517,0.142083218517
26.0,0.48254677987,0.241273389935,0.120636694967,0.120636694967
27.0,0.47861491722,0.23930745861,0.119653729305,0.119653729305
28.0,0.575839157312,0.287919578656,0.143959789328,0.143959789328
29.0,0.510069818426,0.255034909213,0.127517454607,0.127517454607
30.0,0.583702882614,0.291851441307,0.145925720653,0.145925720653
31.0,0.503278419302,0.251639209651,0.125819604826,0.125819604826
32.0,0.490767947231,0.245383973615,0.122691986808,0.122691986808
33.0,0.520078196083,0.260039098041,0.130019549021,0.130019549021
34.0,0.448947226309,0.224473613155,0.112236806577,0.112236806577
