hour_ending,total,pumping,other
1.0,522.000662597,417.600530078,104.400132519
2.0,540.020911452,432.016729162,108.00418229
3.0,563.841529741,451.073223793,112.768305948
4.0,553.511658335,442.809326668,110.702331667
5.0,562.994284767,450.395427814,112.598856953
6.0,568.92499958,455.139999664,113.784999916
7.0,566.611369076,453.289095261,113.322273815
8.0,544.908863222,435.927090578,108.981772644
9.0,554.163385238,443.33070819,110.832677048
10.0,517.829610421,414.263688337,103.565922084
11.0,570.261039731,456.208831785,114.052207946
12.0,523.532220818,418.825776654,104.706444164
13.0,508.933538201,407.146830561,101.78670764
14.0,363.07705741,290.461645928,72.615411482
15.0,354.474262297,283.579409838,70.8948524594
16.0,336.975394963,269.58031597,67.3950789926
17.0,444.673265609,355.738612487,88.9346531218
18.0,479.573241241,383.658592993,95.9146482482
19.0,529.495521976,423.596417581,105.899104395
20.0,536.534172524,429.227338019,107.306834505
21.0,539.760220691,431.808176553,107.952044138
22.0,532.917088215,426.333670572,106.583417643
23.0,525.552574216,420.442059373,105.110514843
24.0,541.813160434,433.450528347,108.362632087
25.0,538.065730745,430.452584596,107.613146149
26.0,513.528212864,410.822570291,102.705642573
27.0,519.589273057,415.671418446,103.917854611
28.0,515.385634536,412.308507629,103.077126907
29.0,524.216534066,419.373227253,104.843306813
30.0,647.816541134,518.253232907,129.563308227
31.0,688.582058889,550.865647111,137.716411778
32.0,877.550274283,702.040219426,175.510054857
33.0,1063.42278689,850.738229512,212.684557378
34.0,1128.95392694,903.163141552,225.790785388
35.0,1056.31896365,845.05517092,211.26379273
36.0,1071.76489124,857.411912992,214.352978248
37.0,1015.71637762,812.573102096,203.143275524
38.0,981.826578691,785.461262953,196.365315738
39.0,1030.41281928,824.330255424,206.082563856
40.0,994.828530397,795.862824318,198.965706079
41.0,854.967937109,683.974349687,170.993587422
42.0,846.919109863,677.53528789,169.383821973
43.0,887.293591476,709.834873181,177.458718295
44.0,909.387133472,727.509706778,181.877426694
45.0,894.397414714,715.517931771,178.879482943
46.0,785.526435643,628.421148514,157.105287129
47.0,531.776566135,425.421252908,106.355313227
48.0,497.463144716,397.970515773,99.4926289432
49.0,484.754470116,387.803576093,96.9508940232
50.0,495.605723044,396.484578435,99.1211446088
51.0,474.033562569,379.226850055,94.8067125138
52.0,467.80957065,374.24765652,93.56191413
53.0,477.455128808,381.964103046,95.4910257616
54.0,585.120413109,468.096330487,117.024082622
55.0,633.315617552,506.652494042,126.66312351
56.0,720.288572698,576.230858158,144.05771454
57.0,1059.61018451,847.688147608,211.922036902
58.0,1102.20053759,881.760430072,220.440107518
59.0,1134.13515582,907.308124656,226.827031164
60.0,1093.01118827,874.408950616,218.602237654
61.0,1170.6644487,936.53155896,234.13288974
62.0,1063.97675476,851.181403808,212.795350952
63.0,1044.26201595,835.40961276,208.85240319
64.0,1041.16631317,832.933050536,208.233262634
65.0,865.591085621,692.472868497,173.118217124
66.0,782.952114378,626.361691502,156.590422876
67.0,869.859896833,695.887917466,173.971979367
68.0,892.670338422,714.136270738,178.534067684
69.0,873.672499213,698.93799937,174.734499843
70.0,849.232740367,679.386192294,169.846548073
71.0,852.55654757,682.045238056,170.511309514
72.0,855.391559596,684.313247677,171.078311919
73.0,771.807584344,617.446067475,154.361516869
74.0,506.880598458,405.504478766,101.376119692
75.0,511.149409669,408.919527735,102.229881934
76.0,479.410309515,383.528247612,95.882061903
77.0,490.913289345,392.730631476,98.182657869
78.0,550.839578035,440.671662428,110.167915607
79.0,461.32488797,369.059910376,92.264977594
80.0,747.530757224,598.024605779,149.506151445
81.0,959.407173243,767.525738594,191.881434649
82.0,972.018088807,777.614471046,194.403617761
83.0,1053.25584721,842.604677768,210.651169442
84.0,1039.01561439,831.212491512,207.803122878
85.0,1050.48600787,840.388806296,210.097201574
86.0,1001.93235363,801.545882904,200.386470726
87.0,975.765518497,780.612414798,195.153103699
88.0,943.537623166,754.830098533,188.707524633
89.0,838.805109926,671.044087941,167.761021985
90.0,816.64639524,653.317116192,163.329279048
91.0,818.015021735,654.412017388,163.603004347
92.0,849.102394986,679.281915989,169.820478997
93.0,855.130868835,684.104695068,171.026173767
94.0,870.902659877,696.722127902,174.180531975
95.0,845.387551642,676.310041314,169.077510328
96.0,860.051406949,688.041125559,172.01028139
97.0,768.744467902,614.995574322,153.74889358
98.0,502.807305317,402.245844254,100.561461063
99.0,514.636148598,411.708918878,102.92722972
100.0,506.815425768,405.452340614,101.363085154
101.0,519.230823261,415.384658609,103.846164652
102.0,521.348935694,417.079148555,104.269787139
103.0,538.717457647,430.973966118,107.743491529
104.0,541.747987744,433.398390195,108.349597549
105.0,532.656397454,426.125117963,106.531279491
