hour_ending,hvac,lighting,total,other
1.0,483.671772751,2271.85876539,6451.5468574,3696.01631926
2.0,464.825914528,2028.97339559,5993.87476891,3500.07545879
3.0,458.46249932,1964.30024526,5785.89396839,3363.13122381
4.0,469.493191829,2053.08435158,5913.50878777,3390.93124435
5.0,496.814732933,2147.38084063,6101.02382056,3456.828247
6.0,480.701494108,2185.17900986,6043.71814149,3377.83763752
7.0,732.943285857,3168.84480363,6474.23499002,2572.44690053
8.0,765.375682276,4652.83751375,7373.92532783,1955.7121318
9.0,668.76994495,5088.55343294,7657.6458833,1900.32250541
10.0,771.429135004,5194.2279322,7936.95211613,1971.29504893
11.0,816.519948349,5645.74090012,8501.26307101,2039.00222254
12.0,845.980016144,5827.0192517,8833.55481343,2160.55554559
13.0,780.723902955,5647.57505903,8605.16355649,2176.86459451
14.0,789.385840868,5701.33187803,8669.66182389,2178.94410499
15.0,815.820582151,5843.57810113,8948.28481195,2288.88612867
16.0,825.509603778,5933.66534796,9095.51125956,2336.33630782
17.0,832.82270566,5994.12797454,9133.005139,2306.0544588
18.0,798.498768506,5705.37369404,9782.8513283,3278.97886575
19.0,828.268004565,5524.47827366,10199.9883232,3847.24204498
20.0,798.911101958,5048.65770596,9731.89596409,3884.32715617
21.0,765.115618984,4690.59820346,9016.23763498,3560.52381254
22.0,771.92973012,3822.49854363,8394.29261547,3799.86434172
23.0,634.299803801,3152.49778978,7643.38726063,3856.58966705
24.0,611.447814621,2473.01887374,6777.32412352,3692.85743516
25.0,912.415532395,2325.46554698,6341.32260111,3103.44152173
26.0,908.056034257,2129.07116465,6006.66339518,2969.53619627
27.0,855.856801946,2069.36080909,5755.79631399,2830.57870295
28.0,858.00476023,2227.75923455,5938.28177929,2852.5177845
29.0,808.07103918,2487.63110929,6000.96490594,2705.26275746
30.0,675.52085811,2677.56989165,6012.54937112,2659.45862136
31.0,799.17440799,3841.35932659,6818.01589736,2177.48216279
32.0,1053.03939212,5411.85380276,8215.61626566,1750.72307078
33.0,1035.31830824,5847.13137508,8614.7512932,1732.30160988
