hour_ending,total
1.0,55.9176815145
2.0,51.1477077657
3.0,51.2030467404
4.0,40.8304391511
5.0,36.5381472484
6.0,35.7354844333
7.0,37.5691464699
8.0,41.6365281692
9.0,43.39870494
10.0,49.5930464884
11.0,46.1890163174
12.0,43.1147018705
13.0,39.973831038
14.0,39.0085592587
15.0,38.1834223338
16.0,47.4281895832
17.0,44.5917792164
18.0,52.3245153411
19.0,64.0312906786
20.0,70.3281578251
21.0,59.5756505398
22.0,59.1552524106
23.0,49.7657276978
24.0,41.66247449
25.0,41.5476185698
26.0,46.081595437
27.0,37.3224191064
28.0,33.5004837548
29.0,34.8190698595
30.0,36.5099647828
31.0,38.9420752164
32.0,40.945690499
33.0,42.9202570003
34.0,44.5436640565
35.0,39.7107169353
36.0,36.7718326972
37.0,37.587981751
38.0,33.3027940541
39.0,34.5431283836
40.0,37.0625000807
41.0,37.3257351364
42.0,43.4985962202
43.0,57.867974479
44.0,61.8477341429
45.0,66.3014244781
46.0,55.0363361539
47.0,47.9737619588
48.0,43.9562900141
49.0,40.5232426012
50.0,37.2783713153
51.0,41.7068185732
52.0,38.679274305
53.0,31.7758636843
54.0,33.844173876
55.0,36.4161571846
56.0,40.5434131126
57.0,41.9304889647
58.0,45.8680442709
59.0,43.9789737473
60.0,37.0560592296
61.0,38.6571057232
62.0,39.2434431722
63.0,38.8787100476
64.0,44.9295185609
65.0,43.1846474867
66.0,47.3568757962
67.0,59.1183149157
68.0,59.3971074528
69.0,53.3423054294
70.0,53.5925038601
71.0,53.4786690071
72.0,48.0135554617
73.0,45.3292187605
74.0,38.9497653154
75.0,38.3087839287
76.0,38.6069559785
77.0,35.8012242569
78.0,34.294791658
79.0,32.9359001015
80.0,36.9061482219
81.0,44.0506239441
82.0,42.0837876877
83.0,40.3103831838
84.0,39.3506710711
85.0,41.24778729
86.0,51.207565467
87.0,46.3605479008
88.0,46.2724126299
89.0,47.1418633856
90.0,58.2533431981
91.0,62.6690197562
92.0,67.9517809077
93.0,62.6460478231
