hour_ending,total,process,other
1.0,1872.68272307,1026.50756644,846.175156628
2.0,1864.44430212,1021.99169126,842.452610864
3.0,1875.60977122,1028.11202246,847.497748755
4.0,1932.3884074,1059.23512673,873.153280667
5.0,2004.3572039,1098.68468925,905.672514652
6.0,2417.18075798,1324.97315587,1092.20760211
7.0,2725.82578983,1494.15635847,1231.66943136
8.0,2740.57689292,1502.24214831,1238.33474461
9.0,2583.65662176,1416.22659229,1167.43002947
10.0,2410.3326849,1321.21939729,1089.11328761
11.0,2337.50406801,1281.29852582,1056.20554219
12.0,2273.67612419,1246.31135663,1027.36476756
13.0,2292.54948677,1256.65675537,1035.8927314
14.0,2295.29359441,1258.16093289,1037.13266152
15.0,2298.98289469,1260.18321601,1038.79967868
16.0,2297.44009639,1259.33753398,1038.10256241
17.0,2259.79093951,1238.70021836,1021.09072115
18.0,2213.09842343,1213.10580214,999.992621285
19.0,2195.39588011,1203.40218581,991.993694301
20.0,2054.49509958,1126.16768391,928.32741567
21.0,2031.08481236,1113.33537833,917.749434034
22.0,1957.26831672,1072.87300295,884.395313771
23.0,1934.75443799,1060.53206202,874.222375971
24.0,1895.06854343,1038.77831241,856.290231016
25.0,1862.87711175,1021.13263876,841.744472993
26.0,1872.28635197,1026.29029636,845.996055612
27.0,1900.14209357,1041.55936953,858.582724043
28.0,1945.32839945,1066.32815941,879.00024004
29.0,2064.59951373,1131.70639981,932.893113917
30.0,2718.29473884,1490.02822681,1228.26651203
31.0,3477.77226466,1906.33442604,1571.43783862
32.0,3765.70843081,2064.16610226,1701.54232855
33.0,3864.36214965,2118.24295553,1746.11919412
34.0,3946.58781072,2163.31479937,1783.27301135
35.0,4043.27796809,2216.31533006,1826.96263803
36.0,3953.94811723,2167.34933775,1786.59877948
37.0,4101.22132551,2248.07687412,1853.14445139
38.0,4109.74025525,2252.74650968,1856.99374557
39.0,4065.15765304,2228.30863884,1836.8490142
40.0,3778.64842286,2071.25913493,1707.38928793
41.0,3519.46440681,1929.18789654,1590.27651027
42.0,3194.6108458,1751.12001871,1443.49082709
43.0,2979.02765122,1632.94848986,1346.07916136
44.0,2781.67752742,1524.77138499,1256.90614243
45.0,2658.21097746,1457.09342429,1201.11755317
46.0,2353.1881677,1289.89573602,1063.29243168
47.0,2271.6332885,1245.19158003,1026.44170847
48.0,2157.64915495,1182.71138832,974.93776663
49.0,2073.08185536,1136.35597967,936.725875692
50.0,2032.88982539,1114.32479288,918.565032514
51.0,2020.71208546,1107.64958729,913.062498174
52.0,2104.60250517,1153.63396549,950.968539685
53.0,2177.23598552,1193.44787322,983.788112298
54.0,2826.83334322,1549.52346179,1277.30988143
55.0,3529.92860396,1934.92382683,1595.00477713
56.0,3697.64846321,2026.85915706,1670.78930615
57.0,3680.65328986,2017.54328427,1663.11000559
58.0,3819.45025453,2093.6245834,1725.82567113
59.0,3743.76166767,2052.13602469,1691.62564298
60.0,3773.9956359,2068.70871838,1705.28691752
61.0,3839.86641541,2104.81566417,1735.05075124
62.0,3779.06308802,2071.48643287,1707.57665515
63.0,3842.28732815,2106.14268301,1736.14464514
64.0,3588.32931266,1966.93606715,1621.39324551
65.0,3268.43953748,1791.58907932,1476.85045816
66.0,3115.34882099,1707.6726866,1407.67613439
67.0,2906.00389778,1592.92065465,1313.08324313
68.0,2676.50502842,1467.12127444,1209.38375398
69.0,2504.45557711,1372.81268634,1131.64289077
70.0,2325.47268049,1274.70354304,1050.76913745
71.0,2075.22225932,1137.52923813,937.693021185
72.0,1953.38387989,1070.74375609,882.640123795
73.0,1927.08923064,1056.33039281,870.758837834
74.0,1881.82974855,1031.52149152,850.308257031
75.0,2021.47433759,1108.06741438,913.406923211
76.0,2095.65061623,1148.72700414,946.923612088
77.0,2084.9424984,1142.85736918,942.085129216
78.0,2246.01551913,1231.14924719,1014.86627194
79.0,2265.51087944,1241.83559284,1023.6752866
80.0,2195.41417416,1203.41221366,992.001960501
81.0,2234.92322623,1225.06902738,1009.85419885
82.0,2223.99557979,1219.07905822,1004.91652157
83.0,2208.61028292,1210.64563624,997.964646684
84.0,2227.1604506,1220.8138763,1006.3465743
85.0,2222.26374296,1218.12975507,1004.13398789
86.0,2190.66991694,1200.81165785,989.85825909
87.0,2151.5999221,1179.39551254,972.204409564
88.0,2064.08118228,1131.42227739,932.658904892
89.0,1969.00699942,1079.30754013,889.699459289
90.0,1979.83097957,1085.2406848,894.590294766
91.0,2018.22409453,1106.28579967,911.938294864
92.0,1955.41451955,1071.85684746,883.557672086
93.0,1923.43651846,1054.32816539,869.108353071
94.0,1899.44082162,1041.17496861,858.265853013
95.0,1896.2759508,1039.44015053,856.835800272
96.0,1846.02829081,1011.89698876,834.131302047
97.0,1816.23947783,995.568306097,820.671171733
98.0,1838.57651405,1007.81231113,830.764202917
99.0,1837.16177411,1007.03682405,830.124950055
100.0,1871.01186642,1025.59168946,845.420176956
101.0,1905.74007316,1044.62789167,861.112181488
102.0,2011.86996083,1102.80279305,909.067167784
103.0,2135.66580371,1170.66125505,965.004548659
104.0,2162.39341217,1185.31194413,977.081468042
105.0,2106.14530347,1154.47964752,951.665655954
106.0,2020.7974577,1107.69638392,913.101073779
107.0,2051.95832451,1124.77715535,927.181169157
108.0,2092.91870462,1147.22951185,945.689192768
109.0,2094.57736524,1148.1387036,946.438661641
110.0,2067.16677888,1133.11364145,934.05313743
111.0,2090.08312672,1145.67519508,944.407931642
112.0,2060.86142931,1129.65737576,931.204053549
113.0,2024.82824693,1109.90585357,914.922393357
114.0,1980.75178014,1085.74541993,895.006360209
115.0,1987.80718579,1089.61282747,898.194358318
116.0,1938.10224932,1062.3671586,875.735090721
117.0,1898.42245278,1040.61675161,857.805701167
118.0,1877.65260692,1029.23179907,848.420807849
119.0,1897.28822162,1039.9950249,857.293196717
120.0,1845.22335257,1011.45576336,833.767589212
121.0,1852.93734406,1015.68417351,837.253170553
122.0,1851.51040809,1014.9020012,836.608406893
123.0,1900.49577855,1041.75324129,858.742537256
124.0,1909.11227656,1046.47635872,862.63591784
125.0,2029.88960103,1112.68022545,917.209375581
126.0,2659.45497292,1457.7753181,1201.67965482
127.0,3583.93874043,1964.52938311,1619.40935732
128.0,3999.92716532,2192.55266781,1807.37449751
129.0,4091.34863601,2242.66517765,1848.68345836
130.0,4275.00871166,2343.33810798,1931.67060368
131.0,4346.80676368,2382.69407723,1964.11268645
132.0,4336.89748608,2377.26232506,1959.63516102
133.0,4428.17260436,2427.2946121,2000.87799226
134.0,4471.76732781,2451.19097903,2020.57634878
135.0,4533.44876965,2485.00154714,2048.44722251
136.0,4399.59119874,2411.62776755,1987.96343119
137.0,4008.54976134,2197.27912784,1811.2706335
138.0,3640.93690522,1995.77282158,1645.16408364
139.0,3337.63373625,1829.51775123,1508.11598502
140.0,3080.18155702,1688.39581598,1391.78574104
141.0,2722.56944875,1492.37140113,1230.19804762
142.0,2523.38991986,1383.19151125,1140.19840861
143.0,2353.98090991,1290.33027619,1063.65063372
144.0,2203.82943761,1208.02502473,995.804412876
145.0,2117.0668519,1160.46627406,956.600577839
146.0,2098.87646722,1150.49524839,948.381218833
147.0,2198.45098662,1205.07683678,993.374149835
148.0,2221.91615599,1217.93922592,1003.97693007
149.0,2334.14406065,1279.45674401,1054.68731664
150.0,2886.57561566,1582.27107779,1304.30453787
