hour_ending,hvac,lighting,total,other
1.0,418.212389879,2154.20045069,6077.01450948,3504.60166891
2.0,424.988263641,2042.33191229,5990.43971038,3523.11953445
3.0,418.766023807,2023.93397797,5907.93174151,3465.23173973
4.0,416.064405207,2071.72321192,5909.50332187,3421.71570474
5.0,428.515276247,2113.6103593,5944.59056163,3402.46492609
6.0,434.645197793,2293.52948252,6273.4998797,3545.32519938
7.0,702.327810082,3365.86782809,6800.58450495,2732.38886678
8.0,843.944395174,4506.17908184,7244.19114484,1894.06766782
9.0,798.596971374,5380.67346658,8188.68529771,2009.41485976
10.0,875.897010759,5399.14113103,8324.10112458,2049.06298279
11.0,875.345342251,5618.42413317,8522.90604003,2029.13656461
12.0,877.362240098,5730.6302134,8732.80865068,2124.81619718
13.0,840.664856346,5789.9527079,8862.36179463,2231.74423039
14.0,843.519376276,5845.89788434,8923.61183233,2234.19457172
15.0,837.36152023,5832.96369025,8955.05375326,2284.72854279
16.0,833.685242327,5826.36537468,8954.13836366,2294.08774665
17.0,857.834624709,5884.39214895,9006.06378382,2263.83701016
18.0,788.732307341,5311.37243504,9152.64413709,3052.53939471
19.0,765.200948302,4801.17079285,8909.903062,3343.53132085
20.0,755.100217501,4413.89784073,8564.95481463,3395.9567564
21.0,701.680504881,4439.70355802,8511.45959555,3370.07553265
22.0,703.319845902,3593.46039886,7868.96264775,3572.18240299
23.0,580.32661551,3022.0288665,7299.33675757,3696.98127556
24.0,606.727104654,2594.8163525,7076.27606108,3874.73260392
25.0,911.994095672,2426.3380557,6576.39270986,3238.06055849
26.0,951.6296853,2341.11038138,6558.01937364,3265.27930696
27.0,913.661004165,2352.13144064,6483.15943715,3217.36699235
28.0,887.924185271,2470.03054597,6520.68701908,3162.73228784
29.0,818.348385316,2711.08215549,6477.69307068,2948.26252987
30.0,728.770550164,3129.7172201,6967.03536388,3108.54759361
31.0,876.641299337,4481.506928,7898.49932924,2540.35110191
32.0,1167.31867303,5445.09535126,8373.89066454,1761.47664026
