hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.46432,2806.09887096,6547.56403224,9680.1272232
2.0,0.0,251.1264,2698.50215403,6296.50502608,9246.13358011
3.0,0.0,316.419264,2720.146154,6347.00769267,9383.57311067
4.0,0.0,361.622016,2490.08112166,5810.18928387,8661.89242153
5.0,0.0,356.599488,2295.6996029,5356.63240676,8008.93149766
6.0,0.0,477.14016,2463.92328384,5749.15432897,8690.21777281
7.0,0.0,878.9424,2340.64859968,5461.51339924,8681.10439892
8.0,0.0,1150.158912,2493.22641691,5817.52830612,9460.91363503
9.0,0.0,1406.30784,2802.6902685,6539.6106265,10748.608735
10.0,0.0,1933.67328,2666.27884161,6221.31729709,10821.2694187
11.0,0.0,2330.452992,2643.30701754,6167.71637426,11141.4763838
12.0,0.0,2521.309056,2377.90981542,5548.45623598,10447.6751074
13.0,0.0396141121489,2345.520576,2545.1958729,5938.7903701,10829.5464331
14.0,0.0396141121489,2255.115072,2398.16899032,5595.72764408,10249.0513205
15.0,1.43338691372,2039.146368,2298.99508274,5364.32185974,9703.89669739
16.0,0.987728152041,1702.636992,2482.41378336,5792.29882783,9978.33733134
17.0,0.0,1416.352896,2728.7776932,6367.1479508,10512.27854
18.0,0.0,989.438016,3895.29073953,9089.01172557,13973.7404811
19.0,0.0,753.3792,4424.5416207,10323.9304483,15501.851269
20.0,0.0,688.086336,4508.1090084,10518.9210196,15715.116364
21.0,0.0,552.47808,4229.95920543,9869.90481267,14652.3420981
22.0,0.0,396.779712,3958.2530499,9235.9237831,13590.956545
23.0,0.0,276.23904,3624.30100209,8456.70233821,12357.2423803
24.0,0.0,306.374208,3004.91070846,7011.45831974,10322.7432362
25.0,0.0,326.46432,2491.68747175,5813.93743408,8632.08922583
26.0,0.0,251.1264,2174.23684794,5073.21931187,7498.58255981
27.0,0.0,316.419264,2004.57388844,4677.33907302,6998.33222546
28.0,0.0,361.622016,1930.42144184,4504.31669762,6796.36015546
29.0,0.0,356.599488,2110.15623664,4923.6978855,7390.45361014
30.0,0.0,477.14016,2252.51764033,5255.8744941,7985.53229443
31.0,0.0,878.9424,2654.69053778,6194.2779215,9727.91085928
32.0,0.0,1150.158912,2714.53361799,6333.91177531,10198.6043053
33.0,0.0,1406.30784,2720.37433461,6347.54011409,10474.2222887
34.0,0.0,1933.67328,2405.51683133,5612.87260643,9952.06271776
35.0,0.0,2330.452992,2503.31543055,5841.06933795,10674.8377605
36.0,0.0,2521.309056,2398.7057157,5596.9800033,10516.994775
37.0,0.0396141121489,2345.520576,2227.19981517,5196.79956874,9769.55957402
