hour_ending,hvac,lighting,total,other
1.0,68.6578643722,353.654760006,997.662546777,575.349922399
2.0,69.9979987176,336.383751759,986.65969637,580.277945893
3.0,70.418024726,340.336667261,993.454243663,582.699551676
4.0,72.6533128524,361.765036317,1031.91954965,597.501200481
5.0,75.0812782307,370.331178966,1041.56720347,596.154746273
6.0,73.136263516,385.924375714,1055.62040648,596.55976725
7.0,121.109300559,580.409735429,1172.69175585,471.172719862
8.0,122.752448321,746.231177289,1182.64456095,313.66093534
9.0,109.133033223,830.374144423,1249.61076511,310.103587465
10.0,134.20851809,903.659975715,1380.82233782,342.953844015
11.0,144.225543335,997.232278884,1501.61583673,360.158014512
12.0,146.598571667,1009.75517515,1530.75308362,374.399336801
13.0,145.218278845,1050.4752405,1600.6004634,404.906944052
14.0,148.912466178,1075.518899,1635.47489236,411.043527183
15.0,151.714951048,1091.57235317,1670.84808536,427.560781146
16.0,146.942029223,1060.79785104,1625.42109234,417.681212083
17.0,150.584936986,1083.81457085,1651.36348229,416.96397445
18.0,140.433513393,1003.41503917,1720.52886895,576.68031639
19.0,135.406323646,903.148846718,1667.50727115,628.952100786
20.0,121.812050031,769.781948903,1483.84744581,592.253446876
21.0,116.544038559,737.402534423,1413.69165652,559.745083539
22.0,115.524628124,590.248062352,1292.5257106,586.753020124
23.0,110.231272766,574.025177176,1386.48678111,702.230331168
24.0,113.082121443,483.623256064,1318.88010732,722.174729814
25.0,183.247271528,487.524898046,1321.39673524,650.624565666
26.0,181.403903887,446.27292441,1250.11896384,622.442135543
27.0,160.314938842,412.715226255,1137.56338941,564.533224313
28.0,140.652397883,391.267323153,1032.91506222,500.995341184
29.0,161.297599175,534.358044437,1276.76226805,581.106624438
30.0,212.726569931,913.55778432,2033.66276973,907.378415479
31.0,310.798091972,1588.84118674,2800.27706067,900.637781962
32.0,443.780564938,2280.70816336,3462.29291607,737.804187775
33.0,444.923166219,2512.77716622,3702.14878948,744.448457044
34.0,479.837263759,2606.56852378,3895.74581623,809.340028689
35.0,504.699224494,2724.00302177,4035.74480368,807.042557416
36.0,503.097187179,2721.86500892,4054.2152193,829.253023196
37.0,477.19896823,2574.95534517,3850.12075148,797.966438076
38.0,463.271381548,2502.17309707,3730.13555336,764.691074738
39.0,426.35923034,2297.38786129,3432.79173002,709.044638392
40.0,397.845717059,2145.06324165,3183.97085031,641.0618916
41.0,356.477095419,1854.17923825,2724.57080857,513.914474897
42.0,342.450584885,1702.29959707,2664.28823452,619.538052567
43.0,352.308562618,1616.76535471,2691.30044422,722.226526888
44.0,365.237132088,1450.80968091,2609.39621908,793.349406087
45.0,351.210744819,1340.6643814,2415.98948616,724.114359943
46.0,385.692641577,1120.07943609,2246.8881019,741.116024229
47.0,358.795572069,909.662020999,2033.539781,765.082187932
48.0,242.834695849,667.611362715,1711.13294262,800.686884057
49.0,198.364995365,588.513115634,1595.11743991,808.239328912
50.0,197.620391391,550.724291177,1542.71263747,794.367954902
51.0,190.026046621,519.312071715,1431.37534765,722.037229314
52.0,165.820371096,478.258151953,1262.56403116,618.485508111
53.0,194.450664041,677.576586503,1618.9598498,746.932599256
54.0,259.574685407,1118.77512685,2490.40347022,1112.05365796
55.0,321.411625575,1678.56502877,2957.51351312,957.536858777
56.0,405.642525525,2167.226572,3284.57187815,711.702780626
57.0,447.709754548,2570.65565228,3775.16232638,756.79691955
58.0,496.917560698,2640.1969264,3933.34091893,796.226431836
59.0,534.632407371,2889.93093055,4273.34209819,848.778760273
60.0,512.408674779,2739.4831337,4085.68914005,833.797331568
61.0,474.911861968,2524.56501673,3771.38006532,771.903186621
62.0,468.363103416,2452.55775456,3653.41699706,732.49613909
63.0,438.409963683,2290.06751399,3417.29202581,688.814548143
64.0,376.3693314,1964.19875802,2915.35301774,574.784928321
65.0,331.136371346,1692.28990497,2486.7417061,463.315429787
