hour_ending,hvac,lighting,total,other
1.0,752.288250697,945.551242971,3300.27542358,1602.43592992
2.0,733.634738778,932.366327218,3268.02755247,1602.02648647
3.0,756.008620887,925.634652658,3253.55354618,1571.91027264
4.0,779.121544677,918.181937537,3227.56528007,1530.26179785
5.0,797.27684192,928.003497544,3221.48733784,1496.20699837
6.0,869.422718346,934.657508726,3253.37917593,1449.29894886
7.0,860.601005514,994.969334388,3297.49836542,1441.92802552
8.0,1055.24420548,1102.17602839,3157.87252183,1000.45228796
9.0,880.828230707,1054.54134875,2973.35584497,1037.98626552
10.0,789.008966776,1033.67756048,2879.39587402,1056.70934677
11.0,701.930171268,995.415284202,2765.38115596,1068.03570049
12.0,613.580414959,966.841811377,2681.07873437,1100.65650803
13.0,577.254967874,952.125272826,2637.22343191,1107.84319121
14.0,581.328467028,952.879690424,2633.86488661,1099.65672915
15.0,598.13790378,958.352938497,2649.15958645,1092.66874417
16.0,555.371003912,957.685157931,2664.7123508,1151.65618896
17.0,555.931845648,957.535564992,2694.19577535,1180.72836471
18.0,641.11670023,940.426797853,3066.87918915,1485.33569107
19.0,639.675857098,1003.11577466,3461.8611202,1819.06948845
20.0,652.513287173,1001.72040557,3514.75387492,1860.52018217
21.0,718.423949271,996.449102297,3502.42265457,1787.549603
22.0,720.237396681,987.942920798,3483.65517618,1775.4748587
23.0,686.365447159,962.727199969,3394.93165879,1745.83901166
24.0,701.073589591,931.951811134,3299.30603759,1666.28063686
25.0,872.534924853,927.305587296,3172.17882898,1372.33831683
26.0,881.46130377,889.26876464,3094.744691,1324.01462259
27.0,870.173475704,872.826241894,3054.67408069,1311.6743631
28.0,938.350265474,878.526248946,3079.64661461,1262.77010019
29.0,1081.14260301,925.401427598,3101.74012059,1095.19608999
30.0,1092.21846452,1065.15052405,3251.7661796,1094.39719104
31.0,939.3361669,1387.3119925,3465.78820969,1139.14005028
32.0,911.351121966,1648.29365818,3498.24653588,938.601755741
33.0,876.955820065,1737.13641151,3571.23596705,957.143735479
34.0,841.458945936,1836.69419279,3711.80479478,1033.65165605
35.0,845.595899792,1889.51530798,3833.36511579,1098.25390801
36.0,846.30655894,1855.15398501,3799.8247497,1098.36420575
37.0,837.12523499,1830.56704337,3746.23120018,1078.53892181
38.0,830.855819792,1814.26961756,3687.95366807,1042.82823073
39.0,818.900512271,1802.59064962,3619.10776634,997.616604453
40.0,859.042219521,1822.13054064,3613.60564141,932.432881249
41.0,924.227073713,1804.44828111,3541.36495097,812.689596146
42.0,907.786560373,1808.84262788,3717.34647517,1000.71728692
43.0,890.05735234,1804.23845711,3913.24441703,1218.94860758
44.0,864.102622972,1606.9057298,3748.27122233,1277.26286956
45.0,981.193278597,1455.50766076,3757.96096473,1321.26002537
46.0,898.44292897,1262.51778347,3585.74874962,1424.78803719
