hour_ending,total,pumping,other
1.0,87.035476189,69.6283809512,17.4070952378
2.0,88.0477231065,70.4381784852,17.6095446213
3.0,90.7470482199,72.5976385759,18.149409644
4.0,94.7605184542,75.8084147634,18.9521036908
5.0,95.8082828075,76.646626246,19.1616565615
6.0,92.5406787228,74.0325429782,18.5081357446
7.0,88.8113479741,71.0490783793,17.7622695948
8.0,86.8934064461,69.5147251569,17.3786812892
9.0,9.74953610033,7.79962888026,1.94990722007
10.0,6.39313842645,5.11451074116,1.27862768529
11.0,6.42865586215,5.14292468972,1.28573117243
12.0,9.27005071835,7.41604057468,1.85401014367
13.0,6.30434483719,5.04347586975,1.26086896744
14.0,9.87384712529,7.89907770023,1.97476942506
15.0,7.9026294438,6.32210355504,1.58052588876
16.0,7.8671120081,6.29368960648,1.57342240162
17.0,21.7544293678,17.4035434942,4.35088587356
18.0,89.539455406,71.6315643248,17.9078910812
19.0,91.3153271911,73.0522617529,18.2630654382
20.0,88.8646241276,71.0916993021,17.7729248255
21.0,89.4861792524,71.5889434019,17.8972358505
22.0,87.1775459318,69.7420367454,17.4355091864
23.0,87.3196156746,69.8556925397,17.4639231349
24.0,86.3961623463,69.116929877,17.2792324693
25.0,87.3551331103,69.8841064882,17.4710266221
26.0,84.8333951754,67.8667161403,16.9666790351
27.0,90.1787692486,72.1430153989,18.0357538497
28.0,91.8125712909,73.4500570327,18.3625142582
29.0,95.7194892182,76.5755913746,19.1438978436
30.0,105.859717111,84.6877736888,21.1719434222
31.0,100.851758677,80.6814069416,20.1703517354
32.0,94.8315533257,75.8652426606,18.9663106651
33.0,32.9069041784,26.3255233427,6.58138083568
34.0,33.191043664,26.5528349312,6.6382087328
35.0,22.6068478246,18.0854782597,4.52136956492
36.0,13.1414512099,10.5131609679,2.62829024198
37.0,8.89711764347,7.11769411478,1.77942352869
38.0,11.2057509641,8.96460077128,2.24115019282
39.0,10.4776435322,8.38211482576,2.09552870644
40.0,12.0226519853,9.61812158824,2.40453039706
41.0,11.6142014747,9.29136117976,2.32284029494
42.0,86.9644413175,69.571553054,17.3928882635
43.0,93.0911989762,74.472959181,18.6182397952
44.0,85.7568485037,68.605478803,17.1513697007
45.0,87.870135928,70.2961087424,17.5740271856
46.0,86.4139210642,69.1311368514,17.2827842128
47.0,85.5792613252,68.4634090602,17.115852265
48.0,84.5670144076,67.6536115261,16.9134028815
49.0,84.9754649182,67.9803719346,16.9950929836
50.0,85.8811595286,68.7049276229,17.1762319057
51.0,94.54741384,75.637931072,18.909482768
52.0,108.576800943,86.8614407544,21.7153601886
53.0,97.0513930571,77.6411144457,19.4102786114
54.0,98.4720904852,78.7776723882,19.694418097
55.0,101.89952303,81.519618424,20.379904606
56.0,45.6399048777,36.5119239022,9.12798097554
57.0,27.579288823,22.0634310584,5.5158577646
58.0,28.0232567693,22.4186054154,5.60465135386
59.0,24.1696149955,19.3356919964,4.8339229991
60.0,25.3594490916,20.2875592733,5.07188981832
61.0,15.7342240162,12.587379213,3.14684480324
62.0,19.0906216901,15.2724973521,3.81812433802
63.0,26.6913529304,21.3530823443,5.33827058608
64.0,47.6643987127,38.1315189702,9.53287974254
65.0,103.213668151,82.5709345208,20.6427336302
66.0,100.603136627,80.4825093016,20.1206273254
67.0,95.0624166577,76.0499333262,19.0124833315
68.0,92.0967107766,73.6773686213,18.4193421553
69.0,94.2987917901,75.4390334321,18.859758358
70.0,91.3153271911,73.0522617529,18.2630654382
71.0,90.9956702698,72.7965362158,18.199134054
72.0,89.7525600202,71.8020480162,17.950512004
73.0,89.894629763,71.9157038104,17.9789259526
74.0,88.9711764347,71.1769411478,17.7942352869
75.0,96.3232856252,77.0586285002,19.264657125
76.0,97.2112215177,77.7689772142,19.4422443035
77.0,96.0213874217,76.8171099374,19.2042774843
78.0,95.7194892182,76.5755913746,19.1438978436
79.0,90.853600527,72.6828804216,18.1707201054
80.0,96.216733318,76.9733866544,19.2433466636
81.0,15.9295699126,12.7436559301,3.18591398252
82.0,7.8315945724,6.26527565792,1.56631891448
83.0,10.2112627645,8.1690102116,2.0422525529
84.0,7.60073124033,6.08058499226,1.52014624807
85.0,10.5841958393,8.46735667144,2.11683916786
86.0,7.26331560116,5.81065248093,1.45266312023
87.0,8.93263507918,7.14610806334,1.78652701584
88.0,8.47090841504,6.77672673203,1.69418168301
89.0,86.1652990142,68.9322392114,17.2330598028
90.0,89.1310048954,71.3048039163,17.8262009791
91.0,92.5406787228,74.0325429782,18.5081357446
92.0,90.6937720663,72.555017653,18.1387544133
93.0,91.9368823159,73.5495058527,18.3873764632
94.0,89.9123884809,71.9299107847,17.9824776962
95.0,88.4206561814,70.7365249451,17.6841312363
96.0,90.374115145,72.299292116,18.074823029
97.0,89.5039379703,71.6031503762,17.9007875941
98.0,90.4629087342,72.3703269874,18.0925817468
99.0,94.0146523045,75.2117218436,18.8029304609
100.0,96.5719076751,77.2575261401,19.314381535
101.0,98.9870933028,79.1896746422,19.7974186606
102.0,96.5363902394,77.2291121915,19.3072780479
103.0,91.3153271911,73.0522617529,18.2630654382
104.0,91.2620510376,73.0096408301,18.2524102075
105.0,81.3526864766,65.0821491813,16.2705372953
106.0,5.77158330165,4.61726664132,1.15431666033
107.0,5.36313279108,4.29050623286,1.07262655822
