hour_ending,hvac,lighting,total,other
1.0,858.974928545,991.681995959,3531.27114101,1680.61421651
2.0,846.154209459,981.959122288,3515.35200245,1687.2386707
3.0,885.358666705,975.597693761,3517.71373486,1656.7573744
4.0,938.280706018,995.092190239,3591.81497817,1658.44208191
5.0,981.011959442,1025.17192728,3659.0541789,1652.87029218
6.0,1062.47710874,1026.43637834,3680.52661843,1591.61313135
7.0,1122.2188046,1192.24832152,4042.29552118,1727.82839507
8.0,1481.63894065,1452.0965633,4251.81291779,1318.07741383
9.0,1233.44690079,1382.85182528,3977.4413722,1361.14264613
10.0,1056.78610629,1314.2421401,3714.55354523,1343.52529885
11.0,957.366174933,1309.49888126,3671.89828919,1405.033233
12.0,841.426320396,1303.31737919,3628.44531299,1483.7016134
13.0,743.347510087,1210.26229086,3361.80773118,1408.19793023
14.0,693.172845724,1131.1273457,3129.66099377,1305.36080234
15.0,722.866053981,1156.216896,3197.34683065,1318.26388066
16.0,692.654460744,1194.73615816,3324.11048381,1436.7198649
17.0,688.530780186,1168.90747438,3298.80739131,1441.36913674
18.0,734.709636478,1053.21888197,3451.41109834,1663.48257989
19.0,704.505698764,1078.25892569,3738.10015195,1955.33552749
20.0,699.988542527,1042.11040498,3677.63647846,1935.53753095
21.0,777.856236418,1031.28889055,3659.19450994,1850.04938298
22.0,789.897783077,1032.28071826,3677.33472931,1855.15622797
23.0,753.417520797,994.112870721,3550.28514048,1802.75474896
24.0,778.474764682,962.319898995,3461.37183838,1720.57717471
25.0,987.159787331,981.396500384,3420.94484218,1452.38855447
26.0,998.194315532,932.700422747,3319.57389504,1388.67915676
27.0,1021.85251578,937.624921922,3368.53059542,1409.05315772
28.0,1112.46374544,950.418237145,3428.98770109,1366.10571851
29.0,1274.96677089,1010.11034575,3480.52470092,1195.44758428
30.0,1270.58006742,1147.27924439,3596.64029539,1178.78098358
31.0,1204.35803581,1648.32221903,4206.13922125,1353.45896641
32.0,1358.45345994,2313.84684835,4989.89362888,1317.59332058
33.0,1451.70022176,2755.44164216,5725.36097948,1518.21911555
34.0,1532.58679518,3283.8803051,6664.56371264,1848.09661236
35.0,1460.23419201,3229.41723352,6566.7042773,1877.05285176
36.0,1421.98561879,3094.15169532,6348.06366458,1831.92635047
