hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,326.51892,8460.35624997,19740.8312499,28527.7064199
2.0,0.0,251.1684,7760.94483381,18108.8712789,26120.9845127
3.0,0.0,316.472184,7315.75437912,17070.0935513,24702.3201144
4.0,0.0,361.682496,6899.42383746,16098.6556207,23359.7619542
5.0,0.0,356.659128,6701.66486265,15637.2180129,22695.5420035
6.0,0.0,477.21996,6932.13316383,16174.9773823,23584.3305061
7.0,0.0,879.0894,6934.66589961,16180.8870991,23994.6423987
8.0,0.0,1150.351272,6853.15497933,15990.6949518,23994.2012031
9.0,0.0,1406.54304,7223.66977044,16855.2294644,25485.4422748
10.0,0.0,1933.99668,7306.45882563,17048.4039265,26288.8594321
11.0,0.0,2330.842752,7589.14087821,17707.9953825,27627.9790127
12.0,0.0,2521.730736,7627.05380052,17796.4588679,27945.2434044
13.0,0.136636507383,2345.912856,7823.62017543,18255.1137427,28424.7834106
14.0,0.136636507383,2255.492232,7188.50903541,16773.1877493,26217.3256532
15.0,8.25830951797,2039.487408,6835.51673514,15949.5390487,24832.8015013
16.0,6.58959487565,1702.921752,7231.61482401,16873.7679227,25814.8940936
17.0,0.0,1416.589776,8115.1269201,18935.2961469,28467.012843
18.0,0.0,989.603496,10061.4620312,23476.7447394,34527.8102665
19.0,0.0,753.5052,10713.6593899,24998.5385763,36465.7031662
20.0,0.0,688.201416,10582.3632448,24692.1809044,35962.7455652
21.0,0.0,552.57048,10171.772105,23734.1349118,34458.4774968
22.0,0.0,396.846072,9629.06283342,22467.813278,32493.7221834
23.0,0.0,276.28524,9013.33200918,21031.1080214,30320.7252706
24.0,0.0,306.425448,7798.83331416,18197.277733,26302.5364952
25.0,0.0,326.51892,7067.87680956,16491.7125556,23886.1082852
26.0,0.0,251.1684,6263.50496409,14614.8449162,21129.5182803
27.0,0.0,316.472184,5792.23985043,13515.2263177,19623.9383521
28.0,0.0,361.682496,5834.73065571,13614.37153,19810.7846817
29.0,0.0,356.659128,5639.88357174,13159.7283341,19156.2710338
30.0,0.0,477.21996,6073.58861841,14171.7067763,20722.5153547
31.0,0.0,879.0894,6544.00927032,15269.3549641,22692.4536344
32.0,0.0,1150.351272,6909.53977488,16122.2594747,24182.1505216
33.0,0.0,1406.54304,7191.96986778,16781.2630248,25379.7759326
34.0,0.0,1933.99668,7082.11633104,16524.9381058,25541.0511168
35.0,0.0,2330.842752,7238.28032898,16889.3207676,26458.4438486
36.0,0.0,2521.730736,7440.3156237,17360.7364553,27322.782815
37.0,0.136636507383,2345.912856,7148.01429855,16678.7000299,26172.763821
