hour_ending,total,pumping,process,other
1.0,3880.61324804,1940.30662402,970.15331201,970.15331201
2.0,3823.25660361,1911.62830181,955.814150903,955.814150903
3.0,4156.17690307,2078.08845153,1039.04422577,1039.04422577
4.0,3723.64902116,1861.82451058,930.91225529,930.91225529
5.0,4179.29741091,2089.64870545,1044.82435273,1044.82435273
6.0,3874.209491,1937.1047455,968.55237275,968.55237275
7.0,3988.2356319,1994.11781595,997.058907975,997.058907975
8.0,3633.04942878,1816.52471439,908.262357195,908.262357195
9.0,2830.81284695,1415.40642348,707.703211738,707.703211738
10.0,2550.30634608,1275.15317304,637.57658652,637.57658652
11.0,2122.75018176,1061.37509088,530.68754544,530.68754544
12.0,1915.48556934,957.74278467,478.871392335,478.871392335
13.0,2347.40136988,1173.70068494,586.85034247,586.85034247
14.0,2862.00589973,1431.00294986,715.501474932,715.501474932
15.0,2984.63582601,1492.31791301,746.158956503,746.158956503
16.0,2887.05504133,1443.52752067,721.763760333,721.763760333
17.0,2693.87984927,1346.93992463,673.469962317,673.469962317
18.0,1922.14917225,961.074586125,480.537293062,480.537293062
19.0,1747.19206266,873.59603133,436.798015665,436.798015665
20.0,1850.02750821,925.013754105,462.506877052,462.506877052
21.0,2650.13335393,1325.06667696,662.533338482,662.533338482
22.0,2464.12413345,1232.06206673,616.031033363,616.031033363
23.0,2169.32033553,1084.66016777,542.330083883,542.330083883
24.0,1921.72764451,960.863822255,480.431911127,480.431911127
25.0,2500.20228853,1250.10114426,625.050572132,625.050572132
26.0,3524.34146663,1762.17073332,881.085366658,881.085366658
27.0,2673.10372859,1336.5518643,668.275932148,668.275932148
28.0,3193.95610796,1596.97805398,798.48902699,798.48902699
29.0,3592.43263256,1796.21631628,898.10815814,898.10815814
30.0,3655.22294279,1827.6114714,913.805735698,913.805735698
31.0,3310.33241037,1655.16620519,827.583102593,827.583102593
32.0,3159.06169516,1579.53084758,789.76542379,789.76542379
33.0,2640.26498532,1320.13249266,660.06624633,660.06624633
34.0,2910.41807197,1455.20903598,727.604517992,727.604517992
35.0,3154.52882837,1577.26441419,788.632207093,788.632207093
36.0,2711.41078378,1355.70539189,677.852695945,677.852695945
37.0,2569.51184285,1284.75592142,642.377960712,642.377960712
38.0,2390.09693304,1195.04846652,597.52423326,597.52423326
39.0,2429.42027429,1214.71013715,607.355068573,607.355068573
40.0,2300.3461705,1150.17308525,575.086542625,575.086542625
41.0,2119.37795984,1059.68897992,529.84448996,529.84448996
42.0,1855.81918387,927.909591935,463.954795967,463.954795967
43.0,1837.50293741,918.751468705,459.375734352,459.375734352
44.0,1848.19703843,924.098519215,462.049259608,462.049259608
45.0,2707.62858282,1353.81429141,676.907145705,676.907145705
46.0,3646.92519809,1823.46259904,911.731299522,911.731299522
47.0,3387.03891038,1693.51945519,846.759727595,846.759727595
48.0,3902.26129595,1951.13064798,975.565323988,975.565323988
49.0,3713.64784245,1856.82392123,928.411960613,928.411960613
50.0,3260.9732443,1630.48662215,815.243311075,815.243311075
51.0,3339.98948535,1669.99474267,834.997371337,834.997371337
52.0,3971.38607099,1985.6930355,992.846517748,992.846517748
53.0,4665.60183863,2332.80091932,1166.40045966,1166.40045966
54.0,4561.96375807,2280.98187904,1140.49093952,1140.49093952
55.0,4870.60290483,2435.30145241,1217.65072621,1217.65072621
56.0,4133.09104136,2066.54552068,1033.27276034,1033.27276034
57.0,3546.27823218,1773.13911609,886.569558045,886.569558045
58.0,2956.68218505,1478.34109253,739.170546263,739.170546263
59.0,3217.4288513,1608.71442565,804.357212825,804.357212825
60.0,2819.31611091,1409.65805546,704.829027728,704.829027728
61.0,1979.51159103,989.755795515,494.877897758,494.877897758
62.0,1641.72928667,820.864643335,410.432321667,410.432321667
63.0,1867.91645258,933.95822629,466.979113145,466.979113145
64.0,1694.37405938,847.18702969,423.593514845,423.593514845
65.0,1981.56726056,990.78363028,495.39181514,495.39181514
66.0,1893.02333771,946.511668855,473.255834428,473.255834428
67.0,1893.38712192,946.69356096,473.34678048,473.34678048
68.0,1835.7128881,917.85644405,458.928222025,458.928222025
69.0,2670.66695179,1335.33347589,667.666737947,667.666737947
70.0,2574.87044207,1287.43522104,643.717610518,643.717610518
71.0,2186.50480888,1093.25240444,546.62620222,546.62620222
72.0,3648.70947305,1824.35473652,912.177368262,912.177368262
73.0,3343.7601376,1671.8800688,835.9400344,835.9400344
74.0,4085.86838575,2042.93419288,1021.46709644,1021.46709644
75.0,4258.79869758,2129.39934879,1064.6996744,1064.6996744
76.0,3426.33337986,1713.16668993,856.583344965,856.583344965
77.0,4409.86153609,2204.93076805,1102.46538402,1102.46538402
78.0,3476.91670868,1738.45835434,869.22917717,869.22917717
79.0,4135.97821766,2067.98910883,1033.99455442,1033.99455442
80.0,3185.52555315,1592.76277658,796.381388288,796.381388288
81.0,4095.27480614,2047.63740307,1023.81870153,1023.81870153
82.0,4084.70774088,2042.35387044,1021.17693522,1021.17693522
83.0,4263.2795952,2131.6397976,1065.8198988,1065.8198988
