hour_ending,total
1.0,2353.7808469
2.0,2345.52706903
3.0,2371.00827505
4.0,2398.73254497
5.0,2411.24884159
6.0,2479.19124741
7.0,2579.03002203
8.0,2254.79513389
9.0,1683.5989093
10.0,1614.5798328
11.0,1561.12761983
12.0,1467.83859183
13.0,1463.88942604
14.0,1428.38630204
15.0,1515.19333311
16.0,1491.08085385
17.0,1496.50952628
18.0,1904.09712707
19.0,2515.60166788
20.0,2413.76702415
21.0,2379.33645091
22.0,2373.95355529
23.0,2376.30923016
24.0,2311.23840391
25.0,2284.32209477
26.0,2224.35675663
27.0,2266.41420494
28.0,2329.17513313
29.0,2915.60176167
30.0,2406.35896226
31.0,2804.63739006
32.0,3446.17609886
33.0,3658.50452854
34.0,4746.8391375
35.0,4320.14108997
36.0,4370.52030538
37.0,4214.08902832
38.0,4308.23042061
39.0,4228.04088584
40.0,4151.64212908
41.0,3626.20440824
42.0,3327.00211334
43.0,3396.78383157
44.0,3076.45187463
45.0,2935.47530791
46.0,2845.19198555
47.0,2741.15868142
48.0,2707.31084702
49.0,2554.33388838
50.0,2529.32372579
51.0,2452.52121752
52.0,2390.25376339
53.0,2377.98420381
54.0,2473.87518594
55.0,2947.38597727
56.0,4315.8568379
57.0,4565.35283657
58.0,5160.4376918
59.0,4786.11518656
60.0,4186.00586817
61.0,4033.0064789
62.0,4001.5138616
63.0,4032.75974187
64.0,3884.94183022
65.0,3290.2607265
66.0,3210.7441109
67.0,3255.06705375
68.0,2941.89047069
69.0,2718.61588912
70.0,2600.51857428
71.0,2556.48722974
72.0,2431.61586189
73.0,2297.23291262
74.0,2179.36945903
75.0,2151.36017434
76.0,2201.65625073
77.0,2180.91449311
78.0,2188.59235522
79.0,2322.84631375
80.0,2498.41750949
81.0,1827.41152446
82.0,1928.69244352
83.0,2050.76656502
84.0,1819.42353692
85.0,1765.28255768
86.0,1800.12392373
87.0,1715.49970596
88.0,1656.44641676
89.0,1673.67973112
90.0,1994.87063588
91.0,2518.85694871
92.0,2457.24656665
93.0,2413.67041843
94.0,2365.83244877
95.0,2315.66169265
96.0,2267.33024894
97.0,2177.95073568
98.0,2150.81624591
99.0,2150.912552
100.0,2154.12671693
101.0,2175.53213017
102.0,2219.57005825
103.0,2237.02767901
104.0,2037.73803417
105.0,1545.86313297
106.0,1472.88041688
107.0,1494.86902674
108.0,1430.88099693
109.0,1446.61145848
110.0,1459.26892247
111.0,1553.12529998
112.0,1573.63348766
113.0,1497.91423361
114.0,1797.61658611
115.0,2466.97587093
116.0,2396.37080259
117.0,2347.45616226
118.0,2392.03242568
