hour_ending,total
1.0,475.735931547
2.0,442.98252606
3.0,341.462229
4.0,434.242735523
5.0,351.949977644
6.0,513.455757689
7.0,450.806719493
8.0,429.373423653
9.0,477.359035504
10.0,439.639209362
11.0,433.035812068
12.0,430.982654926
13.0,457.007808969
14.0,464.762638985
15.0,461.932611573
16.0,472.198397282
17.0,455.800885514
18.0,455.578922579
19.0,515.495042148
20.0,514.676553827
21.0,450.335048257
22.0,443.246107044
23.0,442.150165056
24.0,426.557268924
25.0,428.679789483
26.0,349.050586815
27.0,324.912117714
28.0,322.331798603
29.0,360.370696463
30.0,587.646868467
31.0,627.33661565
32.0,757.295913663
33.0,921.992410888
34.0,962.015102472
35.0,1022.43063864
36.0,1026.52308024
37.0,962.20932004
38.0,935.310186943
39.0,916.748536566
40.0,926.931086175
41.0,838.631456388
42.0,716.593460592
43.0,734.114659715
44.0,693.939368613
45.0,624.686933123
46.0,596.150823386
47.0,535.568815015
48.0,494.769253161
49.0,520.114645717
50.0,439.972153764
51.0,381.207466917
52.0,386.062906104
53.0,410.159757155
54.0,565.478320407
55.0,687.571806937
56.0,762.88660507
57.0,824.148374927
58.0,897.479379335
59.0,903.056198058
60.0,922.450209439
61.0,904.942882999
62.0,902.584526823
63.0,853.669445184
64.0,833.415327432
65.0,696.394833574
66.0,680.108303272
67.0,678.7487803
68.0,633.038288524
69.0,544.54444117
70.0,526.066026892
71.0,475.735931547
72.0,415.459122211
73.0,431.912124713
74.0,358.608865672
75.0,317.365377949
76.0,319.654370709
77.0,319.876333643
78.0,456.869082135
79.0,483.338162046
80.0,476.609910601
81.0,446.603296425
82.0,430.732946625
83.0,442.177910423
84.0,509.488170239
85.0,492.077952583
86.0,478.829539944
87.0,471.768344097
88.0,460.947651052
89.0,505.881272557
90.0,445.424118337
91.0,482.408692259
92.0,462.08521109
93.0,452.138497098
94.0,437.017272201
95.0,433.008066701
96.0,414.141217289
97.0,406.428005323
98.0,336.59291713
99.0,317.171160382
100.0,314.979276406
101.0,321.041639048
102.0,478.302377975
103.0,476.776382802
104.0,413.475328486
105.0,397.383015752
106.0,372.065368562
107.0,387.089484675
108.0,412.310023081
109.0,406.344769223
110.0,414.085726555
111.0,434.104008689
