hour_ending,total,pumping,other
1.0,313.594240493,250.875392394,62.7188480986
2.0,313.009958624,250.407966899,62.6019917248
3.0,320.478605123,256.382884098,64.0957210246
4.0,325.190965414,260.152772331,65.0381930828
5.0,135.032620628,108.026096502,27.0065241256
6.0,34.3202089113,27.456167129,6.86404178226
7.0,36.6065292681,29.2852234145,7.32130585362
8.0,75.0548166015,60.0438532812,15.0109633203
9.0,65.3252533053,52.2602026442,13.0650506611
10.0,73.6830243874,58.9464195099,14.7366048775
11.0,51.2135759921,40.9708607937,10.2427151984
12.0,58.7965385087,47.037230807,11.7593077017
13.0,74.5975525301,59.6780420241,14.919510506
14.0,78.2175597617,62.5740478094,15.6435119523
15.0,59.8761897883,47.9009518306,11.9752379577
16.0,67.5988718824,54.0790975059,13.5197743765
17.0,65.0204105911,52.0163284729,13.0040821182
18.0,85.025713713,68.0205709704,17.0051427426
19.0,74.4578329527,59.5662663622,14.8915665905
20.0,49.6639588613,39.731167089,9.93279177226
21.0,43.5798063563,34.863845085,8.71596127126
22.0,41.0521521841,32.8417217473,8.21043043682
23.0,181.343309633,145.074647706,36.2686619266
24.0,190.806135554,152.644908443,38.1612271108
25.0,330.589221812,264.47137745,66.1178443624
26.0,338.222991448,270.578393158,67.6445982896
27.0,334.857019811,267.885615849,66.9714039622
28.0,338.845378656,271.076302925,67.7690757312
29.0,225.609012096,180.487209677,45.1218024192
30.0,183.477208632,146.781766906,36.6954417264
31.0,98.8071447525,79.045715802,19.7614289505
32.0,62.327633282,49.8621066256,12.4655266564
33.0,97.778300592,78.2226404736,19.5556601184
34.0,83.5396054811,66.8316843849,16.7079210962
35.0,67.2813273884,53.8250619107,13.4562654777
36.0,57.9963263839,46.3970611071,11.5992652768
37.0,52.5472628669,42.0378102935,10.5094525734
38.0,73.5814101493,58.8651281194,14.7162820299
39.0,71.9809858996,57.5847887197,14.3961971799
40.0,57.2723249375,45.81785995,11.4544649875
41.0,67.8275039181,54.2620031345,13.5655007836
42.0,81.8629705528,65.4903764422,16.3725941106
43.0,85.1527315106,68.1221852085,17.0305463021
44.0,74.1402884587,59.312230767,14.8280576917
45.0,76.3249945775,61.059995662,15.2649989155
46.0,220.375878835,176.300703068,44.075175767
47.0,369.990142627,295.992114102,73.9980285254
48.0,365.341291235,292.273032988,73.068258247
49.0,356.157904469,284.926323575,71.2315808938
50.0,354.265339284,283.412271427,70.8530678568
51.0,360.997282557,288.797826046,72.1994565114
52.0,358.025066093,286.420052874,71.6050132186
53.0,169.098793944,135.279035155,33.8197587888
54.0,70.266245632,56.2129965056,14.0532491264
55.0,103.138451651,82.5107613208,20.6276903302
56.0,103.265469448,82.6123755584,20.6530938896
57.0,77.1125049226,61.6900039381,15.4225009845
58.0,52.6488771049,42.1191016839,10.529775421
59.0,50.1085211529,40.0868169223,10.0217042306
60.0,60.689103693,48.5512829544,12.1378207386
61.0,85.2797493082,68.2237994466,17.0559498616
62.0,87.4390518674,69.9512414939,17.4878103735
63.0,78.4461917974,62.7569534379,15.6892383595
64.0,79.8687911305,63.8950329044,15.9737582261
65.0,81.6851456361,65.3481165089,16.3370291272
66.0,75.6136949109,60.4909559287,15.1227389822
67.0,70.952141739,56.7617133912,14.1904283478
68.0,74.8007810063,59.840624805,14.9601562013
69.0,82.0026901301,65.6021521041,16.400538026
70.0,215.091938455,172.073550764,43.018387691
71.0,216.590748466,173.272598773,43.3181496932
72.0,283.516426022,226.813140818,56.7032852044
73.0,364.858623604,291.886898883,72.9717247208
74.0,358.660155081,286.928124065,71.7320310162
75.0,359.76520992,287.812167936,71.953041984
76.0,324.31454261,259.451634088,64.862908522
77.0,214.964920657,171.971936526,42.9929841314
78.0,210.887649354,168.710119483,42.1775298708
79.0,123.8169491,99.05355928,24.76338982
80.0,88.6457209446,70.9165767557,17.7291441889
81.0,69.6692619832,55.7354095866,13.9338523966
82.0,55.341654414,44.2733235312,11.0683308828
83.0,55.3035490748,44.2428392598,11.060709815
84.0,68.1450484121,54.5160387297,13.6290096824
85.0,86.295891689,69.0367133512,17.2591783378
86.0,76.4266088155,61.1412870524,15.2853217631
87.0,85.6735044808,68.5388035846,17.1347008962
88.0,81.1135655469,64.8908524375,16.2227131094
89.0,64.9441999126,51.9553599301,12.9888399825
90.0,81.2786886838,65.022950947,16.2557377368
91.0,72.4255481912,57.940438553,14.4851096382
92.0,43.490893898,34.7927151184,8.6981787796
93.0,35.5903868873,28.4723095098,7.11807737746
94.0,37.673478768,30.1387830144,7.5346957536
95.0,36.454107911,29.1632863288,7.2908215822
96.0,156.993997833,125.595198266,31.3987995666
97.0,186.271600179,149.017280143,37.2543200358
98.0,181.279800734,145.023840587,36.2559601468
99.0,84.2000980286,67.3600784229,16.8400196057
100.0,33.1262416139,26.5009932911,6.62524832278
101.0,35.2347370541,28.1877896433,7.04694741082
102.0,33.913751959,27.1310015672,6.7827503918
103.0,39.2866047975,31.429283838,7.8573209595
104.0,50.3879603077,40.3103682462,10.0775920615
105.0,50.1974336113,40.157946889,10.0394867223
106.0,60.8796303894,48.7037043115,12.1759260779
107.0,72.171512596,57.7372100768,14.4343025192
108.0,76.401205256,61.1209642048,15.2802410512
109.0,75.5882913514,60.4706330811,15.1176582703
110.0,66.9256775551,53.5405420441,13.385135511
111.0,72.4763553102,57.9810842482,14.495271062
112.0,47.885709695,38.308567756,9.577141939
113.0,48.5335004627,38.8268003702,9.70670009254
114.0,67.9037145966,54.3229716773,13.5807429193
115.0,59.8253826693,47.8603061354,11.9650765339
116.0,35.6411940064,28.5129552051,7.12823880128
117.0,44.8880896716,35.9104717373,8.97761793432
118.0,228.276385846,182.621108677,45.6552771692
119.0,335.644530156,268.515624125,67.1289060312
120.0,330.13195774,264.105566192,66.026391548
121.0,316.948950758,253.559160606,63.3897901516
122.0,314.744864604,251.795891683,62.9489729208
123.0,323.239998232,258.591998586,64.6479996464
124.0,323.148728742,258.518982994,64.6297457484
125.0,309.771397624,247.817118099,61.9542795248
126.0,161.831411729,129.465129383,32.3662823458
127.0,104.404308403,83.5234467224,20.8808616806
128.0,76.4707376792,61.1765901434,15.2941475358
129.0,103.599382215,82.879505772,20.719876443
130.0,86.7544652222,69.4035721778,17.3508930444
131.0,82.0397479,65.63179832,16.40794958
132.0,89.0487732961,71.2390186369,17.8097546592
