hour_ending,cooling,poolpump,plugload,other,total
1.0,41.4071676613,1048.46196,11095.6323294,25889.8087687,38075.3102258
2.0,46.4205915485,806.5092,10185.8175806,23766.9076882,34805.6550603
3.0,51.4340154358,1016.201592,9468.99298818,22094.3169724,32630.945568
4.0,51.4340154358,1161.373248,9111.52985952,21260.2363389,31584.5734618
5.0,55.6118686751,1145.243064,9035.31618966,21082.4044425,31318.5755649
6.0,55.6118686751,1532.36748,9222.49524393,21519.1555692,32329.6301618
7.0,55.6118686751,2822.7822,9181.58712153,21423.7032836,33483.6844738
8.0,35.5717083687,3693.812136,9834.74553279,22947.7395765,36511.8689537
9.0,31.6718200758,4516.45152,10461.1719333,24409.4011778,39418.6964512
10.0,25.6447199867,6210.12084,10095.6249407,23556.4581949,39887.8486956
11.0,21.7448316938,7484.405376,9587.41768647,22370.6412684,39464.2091626
12.0,15.7177316048,8097.352368,8716.63770483,20338.8213113,37168.5291157
13.0,14.221158045,7532.795928,8322.30128928,19418.7030083,35288.0213836
14.0,12.0939462489,7242.452616,7862.80803459,18346.5520807,33463.9066775
15.0,16.3417492664,6548.854704,8212.48031181,19162.4540609,33940.130826
16.0,13.1255308051,5468.132376,8767.12250757,20456.6191843,34704.9995987
17.0,13.945055108,4548.711888,10670.6681224,24898.2256189,40131.5506844
18.0,15.7177316048,3177.646248,15614.8677043,36434.6913102,55242.9229941
19.0,15.7177316048,2419.5276,16930.9419215,39505.5311501,58871.7184031
20.0,19.6176198977,2209.835208,16880.17939,39387.0852433,58496.7174612
21.0,28.0380372953,1774.32024,16312.7756985,38063.1432966,56178.2772724
22.0,32.2158905347,1274.284536,14768.0804266,34458.8543287,50533.4351818
23.0,32.2158905347,887.16012,12787.5621484,29837.6450128,43544.5831717
24.0,37.2293144219,983.941224,10793.7690814,25185.4611898,37000.4008096
25.0,41.4071676613,1048.46196,9381.46908741,21890.0945373,32361.4327524
26.0,46.4205915485,806.5092,8786.93539053,20502.8492446,30142.7144266
27.0,51.4340154358,1016.201592,8288.61764652,19340.1078419,28696.3610958
28.0,60.6252925624,1161.373248,8201.2001655,19136.1337195,28559.3324256
29.0,55.6118686751,1145.243064,8469.14376561,19761.3354531,29431.3341514
30.0,69.816569689,1532.36748,9252.83964618,21589.9591744,32444.9828703
31.0,60.6252925624,2822.7822,10329.8910677,24103.0791581,37316.3777184
32.0,37.3443848654,3693.812136,10207.7924148,23818.1823012,37757.1312369
33.0,33.4444965725,4516.45152,9915.76421124,23136.7831596,37602.4433874
34.0,23.5175081906,6210.12084,8646.70923354,20175.6548783,35056.00246
35.0,17.8449434009,7484.405376,7745.9396532,18073.8591908,33322.0491634
36.0,15.7177316048,8097.352368,7437.46665042,17354.088851,32904.625601
37.0,12.0939462489,7532.795928,7272.01160544,16968.0270794,31784.928559
38.0,13.945055108,7242.452616,6902.28492114,16105.3314827,30264.0140749
39.0,12.0939462489,6548.854704,7057.0558827,16466.4637263,30084.4682592
40.0,13.945055108,5468.132376,7910.87166471,18458.700551,31851.6496468
41.0,13.945055108,4548.711888,9634.4753073,22480.4423837,36677.5746341
42.0,15.7177316048,3177.646248,14696.6049874,34292.0783039,52182.0472709
43.0,17.8449434009,2419.5276,17141.3906491,39996.5781813,59575.3413738
44.0,19.6176198977,2209.835208,16986.3515612,39634.8203096,58850.6246987
45.0,23.0246134081,1774.32024,16343.9836264,38135.9617948,56277.2902746
46.0,28.0380372953,1274.284536,15066.5163047,35155.204711,51524.043589
47.0,18.8467601687,887.16012,12868.7319707,30027.0412649,43801.7801158
48.0,18.8467601687,983.941224,10401.8894843,24271.0754635,35675.752932
49.0,18.8467601687,1048.46196,9219.74378997,21512.7355099,31799.7880201
50.0,13.8333362815,806.5092,8723.94900561,20355.8810131,29900.172555
51.0,18.8467601687,1016.201592,8419.04096697,19644.4289229,29098.5182421
52.0,18.8467601687,1161.373248,8156.49888735,19031.8307372,28368.5496327
53.0,23.0246134081,1145.243064,8269.52156142,19295.55031,28733.3395488
54.0,28.0380372953,1532.36748,8864.49347466,20683.8181075,31108.7170995
55.0,28.0380372953,2822.7822,9962.78274312,23246.4930673,36060.0960477
56.0,21.7448316938,3693.812136,10595.9691782,24723.9280826,39035.4542285
57.0,19.6176198977,4516.45152,10023.8564698,23388.9984296,37948.9240393
58.0,13.945055108,6210.12084,8448.71984994,19713.6796499,34386.4653949
59.0,13.945055108,7484.405376,7782.11521986,18158.2688463,33438.7344973
60.0,14.221158045,8097.352368,7182.23764272,16758.5544997,32052.3656684
61.0,16.2316888464,7532.795928,6757.23481308,15766.8812305,30073.1436604
62.0,49.9954713134,7242.452616,6814.83405186,15901.2794543,30008.5615935
63.0,12.849427868,6548.854704,6985.42697823,16299.3296159,29846.460726
64.0,11.8178433118,5468.132376,7630.48681005,17804.4692235,30914.9062528
65.0,11.8178433118,4548.711888,10137.8948356,23655.0879497,38353.5125166
66.0,11.8178433118,3177.646248,15071.7538501,35167.4256501,53428.6435915
67.0,11.8178433118,2419.5276,16422.1384765,38318.3231117,57171.8070315
68.0,11.8178433118,2209.835208,16265.0907864,37951.8785016,56438.6223393
69.0,4.64205915485,1774.32024,15547.4643523,36277.4168222,53603.8434737
70.0,4.64205915485,1274.284536,14914.9742952,34801.6066887,50995.5075791
71.0,13.8333362815,887.16012,13013.8736061,30365.7050808,44280.5721432
72.0,13.8333362815,983.941224,10972.0919895,25601.5479755,37571.4145253
73.0,0.0,1048.46196,9558.21879012,22302.5105103,32909.1912604
74.0,0.0,806.5092,8721.97513926,20351.2753249,29879.7596642
75.0,8.04095727466,1016.201592,8153.03635779,19023.7515015,28201.0304086
76.0,23.3497028553,1161.373248,7845.38033145,18305.88744,27335.9907224
77.0,23.3497028553,1145.243064,7838.20396293,18289.1425802,27295.93931
78.0,30.3082235737,1532.36748,8173.85270601,19072.3229807,28808.8513903
79.0,30.3082235737,2822.7822,8702.65467285,20306.1942367,31861.9393331
80.0,50.746796475,3693.812136,9509.85223812,22189.6552223,35444.0663929
81.0,50.746796475,4516.45152,10405.4478931,24279.3784171,39252.0246267
82.0,35.312286948,6210.12084,9597.97985316,22395.286324,38238.6993041
83.0,22.3350051585,7484.405376,8493.66694593,19818.5562072,35818.9635343
84.0,64.3073274904,8097.352368,8022.26703858,18718.62309,34902.5498241
85.0,144.327825532,7532.795928,7654.1008638,17859.5686822,33190.7932995
86.0,147.433983574,7242.452616,7796.87348313,18192.704794,33379.4648767
87.0,107.086004324,6548.854704,8185.16092284,19098.70882,33939.8104511
88.0,174.442801239,5468.132376,8743.73456643,20402.0473217,34788.3570653
89.0,171.718805845,4548.711888,10595.2198973,24722.1797605,40037.8303516
