hour_ending,hvac,lighting,total,other
1.0,222.719460671,1147.22178053,3236.32065141,1866.37941021
2.0,217.448868573,1044.97653599,3065.05955274,1802.63414818
3.0,216.933259438,1048.45801658,3060.4844146,1795.09313859
4.0,216.788135327,1079.46031048,3079.11513175,1782.86668594
5.0,225.274421599,1111.14440387,3125.12592816,1788.70710269
6.0,224.149237682,1182.7874499,3235.28299121,1828.34630363
7.0,372.165843825,1783.58456331,3603.6523607,1447.90195357
8.0,428.927990538,2607.51979883,4132.45814636,1096.01035699
9.0,404.755645291,3079.71484649,4634.59134836,1150.12085658
10.0,488.862523224,3291.63530118,5029.72763426,1249.22980986
11.0,568.381772921,3930.01570721,5917.75251314,1419.35503301
12.0,622.703283008,4289.11315745,6502.14364168,1590.32720122
13.0,614.989435018,4448.69048025,6778.4330079,1714.75309264
14.0,618.392345417,4466.33295092,6791.67554279,1706.95024646
15.0,643.480564182,4630.8854002,7088.24937153,1813.88340715
16.0,671.758206063,4851.23832704,7433.13530512,1910.13877202
17.0,684.598553702,4927.30483234,7507.53079452,1895.62740848
18.0,625.597458949,4469.97218546,7664.54147914,2568.97183473
19.0,618.113439669,4122.7649134,7611.9683874,2871.09003433
20.0,531.199325004,3356.87357331,6470.7782311,2582.70533279
21.0,467.047955649,2955.12623771,5665.34167052,2243.16747716
22.0,475.257042028,2428.22290564,5317.32459078,2413.84464312
23.0,380.114008056,1979.42929758,4781.06651826,2421.52321262
24.0,341.503411425,1460.52258026,3982.96432862,2180.93833694
25.0,477.049911573,1269.17965852,3440.00863119,1693.7790611
26.0,476.539833043,1172.33874427,3284.00585404,1635.12727672
27.0,457.299118834,1177.27212859,3244.90493121,1610.33368378
28.0,448.16044668,1246.69426867,3291.17514266,1596.32042731
29.0,415.96379917,1378.03416429,3292.59013384,1498.59217038
30.0,353.79769467,1519.39007029,3382.3005744,1509.11280944
31.0,460.094256476,2352.0630382,4145.42889881,1333.27160414
32.0,679.09235446,3490.03899417,5298.15146035,1129.02011172
33.0,705.349615579,3983.57861041,5869.12398306,1180.19575707
34.0,781.706539968,4246.38062904,6346.58917222,1318.50200322
35.0,890.353590154,4805.48760988,7119.56686382,1423.72566378
36.0,963.125161638,5210.71622637,7761.35662832,1587.51524031
37.0,999.282326399,5392.10589084,8062.37623632,1670.98801908
38.0,1015.7997266,5486.43160177,8178.94397585,1676.71264747
39.0,1077.01408265,5803.36698223,8671.47882104,1791.09775616
40.0,1062.00178385,5725.9909845,8499.23117873,1711.23841038
41.0,1112.45345343,5786.31312746,8502.53282481,1603.76624392
42.0,1116.36795205,5549.39252214,8685.41661581,2019.65614162
43.0,1098.62520503,5041.65767677,8392.44575939,2252.16287758
44.0,1106.28424743,4394.42694894,7903.72522083,2403.01402446
45.0,1009.08337323,3851.93834844,6941.51547568,2080.49375401
46.0,1142.2938681,3317.30433436,6654.53841849,2194.94021604
47.0,1007.16811924,2553.49468655,5708.3102359,2147.6474301
48.0,626.76485306,1723.12830418,4416.49404176,2066.60088452
