hour_ending,hvac,lighting,total,other
1.0,104.375491008,138.140987759,476.625506516,234.109027749
2.0,97.2684509861,131.241164124,454.013062525,225.503447415
3.0,97.0025597585,126.985916468,439.635617356,215.64714113
4.0,98.9830003335,124.513844735,431.014301154,207.517456086
5.0,99.8746573518,124.770887628,425.811893766,201.166348786
6.0,113.419300442,130.080404335,445.205026255,201.705321478
7.0,116.738900784,143.053922066,467.109221716,207.316398866
8.0,156.232455008,172.07104853,484.493503827,156.190000289
9.0,140.002053583,176.252948023,489.740981576,173.485979969
10.0,123.697387675,168.362237544,464.173209626,172.113584407
11.0,116.789977878,171.001595533,471.268572176,183.476998765
12.0,110.454131961,177.531724347,490.088667218,202.10281091
13.0,105.659739777,177.107179507,488.839574355,206.072655071
14.0,97.7934399298,161.975760341,446.694933508,186.925733237
15.0,94.023172432,151.375345563,417.989535449,172.591017454
16.0,77.1426699115,133.794438213,371.830478498,160.893370374
17.0,83.9236194102,147.028738705,412.252153719,181.299795604
18.0,109.638135108,163.986217407,532.628649407,259.004296892
19.0,108.240893643,173.173406264,595.45029406,314.035994153
20.0,109.798676947,174.045848585,607.104201698,323.259676167
21.0,119.378214417,171.603332207,598.824132514,307.842585891
22.0,114.315295459,163.391277662,571.344089532,293.637516411
23.0,101.87380537,149.232132431,521.728060661,270.62212286
24.0,96.0379023904,134.121488566,469.961531706,239.802140749
25.0,112.900632603,125.425025445,423.944693095,185.619035047
26.0,107.79953364,114.279709746,392.228036176,170.14879279
27.0,103.888800197,110.473588699,380.380969848,166.018580951
28.0,109.377463627,109.506636155,376.286005617,157.401905835
29.0,128.120501139,115.498833597,380.310144995,136.690810259
30.0,126.412740592,132.015938691,394.069482355,135.640803073
31.0,111.492068284,174.619971659,429.494786124,143.382746181
32.0,115.452060793,222.912795294,465.299968651,126.935112564
33.0,112.020974496,234.2318102,475.312027423,129.059242727
34.0,94.6585773586,212.996294955,427.524567485,119.869695171
35.0,96.9360228223,220.670557503,445.868204424,128.261624098
36.0,98.8679556596,219.853370511,448.887918613,130.166592442
37.0,98.918741526,217.914599158,445.224910757,128.391570073
38.0,83.9206790282,185.380771093,375.856892409,106.555442288
39.0,81.8869926216,181.802924113,364.30600274,100.616086005
40.0,85.3723831145,183.28976106,362.456412037,93.7942678623
41.0,103.615746837,204.624459406,400.399217402,92.1590111597
42.0,119.171711502,240.958220655,493.43675118,133.306819023
43.0,133.56140555,275.820582915,595.727154849,186.345166384
44.0,134.454182857,256.103600556,594.123937721,203.566154308
45.0,151.705664774,229.845152336,590.196377689,208.645560579
46.0,140.825320085,203.552803112,574.093381555,229.715258358
47.0,136.97279779,175.023468592,540.67048954,228.674223158
48.0,88.7442484992,137.116601315,456.015474279,230.154624465
49.0,84.8098472068,121.838133353,411.820765978,205.172785418
50.0,77.2145586754,112.484416364,386.066273961,196.367298921
51.0,77.1326127185,107.965970255,371.746776399,186.648193425
52.0,79.4157687386,108.992067088,374.502507045,186.094671218
53.0,115.245948947,116.945475374,384.997462542,152.806038221
54.0,110.954554697,132.256955146,394.964450952,151.752941109
55.0,103.527149282,176.089452398,434.098401573,154.481799893
56.0,108.513364821,228.211684646,477.327316423,140.602266956
57.0,110.149085078,235.231582674,477.803774526,132.423106774
58.0,98.4950480955,222.725819892,447.323333223,126.102465236
59.0,102.065911601,232.446353484,469.845636492,135.333371407
60.0,102.680299545,228.181917735,465.840812984,134.978595704
61.0,103.825018963,228.763932856,466.845238172,134.256286353
62.0,95.5490935821,209.901268753,424.388958082,118.938595747
63.0,98.4776125624,215.053485758,428.999012153,115.467913832
64.0,88.6405859868,186.891055077,368.309120348,92.777479284
65.0,106.399822813,208.307065347,407.365238859,92.6583506986
66.0,119.605329272,241.585904083,495.645198871,134.453965516
67.0,129.795750867,266.373849496,576.861989447,180.692389084
68.0,132.282466217,245.227340603,570.597209264,193.087402444
69.0,151.703384399,230.214082331,593.209653255,211.292186525
70.0,139.080877729,198.745030238,561.183942431,223.358034464
71.0,131.476022112,170.246266316,525.932481483,224.210193055
72.0,91.2660609857,140.932440654,468.706000221,236.507498581
73.0,86.6520822315,126.11312321,430.679492757,217.914287316
74.0,79.5353487535,115.786922873,398.995028953,203.672757327
75.0,75.6342390601,109.638852039,378.610348522,193.337257423
76.0,74.828317751,108.780362934,374.850192687,191.241512002
77.0,100.559491734,118.738201482,391.925420894,172.627727678
78.0,97.9522608856,129.803981031,387.901281517,160.145039601
79.0,87.5303038923,168.565897381,413.591387304,157.495186031
80.0,105.346927309,225.75712097,468.261735233,137.157686954
81.0,99.1162882324,229.737700339,463.439206603,134.585218031
82.0,93.3874185365,208.997361224,416.630417362,114.245637602
83.0,91.1554506854,206.598538967,414.537864886,116.783875234
84.0,90.4080145043,199.208514806,403.881943813,114.265414502
85.0,91.65637024,200.259951486,406.284118827,114.367797101
86.0,91.7412028306,200.379013009,403.411924334,111.291708494
87.0,88.553485939,192.725122157,383.877142139,102.598534043
88.0,90.0510088672,188.229254247,371.688828792,93.4085656779
89.0,113.484804721,217.725596922,429.398206779,98.1878051363
90.0,116.105016845,238.275965148,495.110793161,140.729811168
91.0,125.692516417,263.641066971,583.815702291,194.482118903
92.0,127.763902806,241.801112135,580.177880294,210.612865352
93.0,141.361733948,218.185567663,582.309064508,222.761762897
94.0,148.039097283,198.506549331,585.154935876,238.609289262
95.0,139.802866889,173.943655794,555.582340418,241.835817735
96.0,95.3221126399,141.396643204,479.310412309,242.591656465
97.0,82.991092808,122.108794155,421.530209468,216.430322505
98.0,77.5278115172,114.292247084,394.539501834,202.719443232
99.0,73.0111462666,108.201514258,373.665486054,192.452825529
100.0,70.8346387847,107.060041466,365.585014184,187.690333933
101.0,81.3942090995,110.429172316,369.229274804,177.405893388
102.0,85.7495775937,122.06336496,391.313751709,183.500809155
103.0,96.2161711038,149.396598839,432.128182933,186.51541299
104.0,125.196836655,193.656145523,468.313244217,149.460262038
105.0,116.78763109,195.212829827,456.260141953,144.259681036
106.0,106.329921013,187.996531155,438.708455644,144.382003476
107.0,117.473880643,192.424469612,459.106013321,149.207663066
108.0,127.650559677,189.140821228,469.957678422,153.166297517
109.0,116.917883857,161.476729762,414.406945042,136.012331423
110.0,111.641445071,144.510976193,379.923541534,123.771120271
111.0,111.076420812,136.697379649,362.352383952,114.578583491
112.0,88.7217759218,114.710603606,305.63013199,102.197752463
113.0,95.108160231,120.534024185,326.598865812,110.956681396
114.0,112.567361937,141.260413416,441.57793412,187.750158767
115.0,122.498295538,166.681688887,564.347891665,275.16790724
116.0,123.854061274,168.426267446,584.298599017,292.018270297
117.0,125.372851755,169.286611685,587.62736711,292.967903669
118.0,116.998491406,159.729124229,556.374291047,279.646675412
119.0,105.470765492,150.952782362,527.780366285,271.35681843
120.0,90.8154891744,134.303883765,470.103181413,244.983808474
121.0,80.8206137954,118.067442191,412.908893265,214.020837278
122.0,76.5392352984,110.765948115,387.527841382,200.222657969
123.0,73.8595784004,105.959562456,370.755228456,190.9360876
124.0,74.1735150781,106.035105687,370.961264392,190.752643627
125.0,76.5065279487,108.262325229,373.865083367,189.096230189
126.0,86.0022411331,114.58302513,397.906901665,197.321635402
127.0,99.3067532324,135.568963876,446.570014332,211.694297223
128.0,142.653617845,166.584558603,476.29069812,167.052521672
129.0,133.472086865,167.212122801,472.427524317,171.743314651
130.0,110.277826644,143.986411563,407.365238859,153.101000652
131.0,109.423737211,153.675730495,434.738410589,171.638942883
132.0,107.58319478,149.157604111,422.055873768,165.315074876
133.0,101.867722231,140.744103604,398.453743137,155.841917302
134.0,102.290589839,137.450489297,389.731425672,149.990346536
135.0,96.8417596241,128.336285926,364.65298907,139.47494352
136.0,87.727690088,120.831739506,344.303217771,135.743788177
137.0,80.9865586722,115.257896786,329.86123097,133.616775512
138.0,93.6200296841,129.56456539,425.906325727,202.721730653
139.0,109.919074606,166.909964862,582.234386371,305.405346903
140.0,114.114498516,173.068717488,610.799971302,323.616755298
141.0,112.714357344,167.629218871,592.089332852,311.745756637
142.0,111.358968227,165.511728849,585.901816145,309.031119069
143.0,107.009788958,152.126552446,539.17029038,280.033948976
144.0,94.4255568376,136.719514588,486.804969486,255.659898061
145.0,87.8589907765,130.711071943,441.811871932,223.241809212
146.0,91.6610178072,115.523470992,396.496843227,189.312354428
147.0,88.0054054895,112.637134218,387.830456664,187.187916957
148.0,88.9448696218,111.903182948,384.521004439,183.672951869
149.0,114.824411564,118.318478633,389.594639367,156.45174917
150.0,119.628394062,141.743804495,423.107672104,161.735473546
151.0,115.70525074,200.19026882,492.38725563,176.491736071
152.0,124.243574925,251.517242605,525.018197016,149.257379486
153.0,116.175590479,250.73125755,508.812182914,141.905334884
154.0,94.3610341262,213.714326718,429.063398383,120.988037539
155.0,97.4507224019,223.011863817,450.690733055,130.228146837
156.0,104.012684978,232.103427414,474.004986953,137.888874561
157.0,97.2643868641,214.225476092,437.787732554,126.297869598
158.0,98.3520552005,217.345445274,440.762376382,125.064875908
159.0,93.1734113803,205.650158129,412.187767489,113.36419798
160.0,93.3420628736,198.318023105,392.549967326,100.889881347
161.0,105.503701825,206.574459101,404.635262705,92.5571017788
162.0,124.472207503,250.651735338,513.930888203,138.806945362
163.0,135.084471725,277.920387815,601.219300272,188.214440731
164.0,141.43636151,263.905122649,613.446245357,208.104761198
165.0,150.583962622,230.102297541,592.456334363,211.7700742
166.0,137.743210676,200.076626153,564.776694068,226.956857238
167.0,128.792966379,170.319242607,526.138517419,227.026308433
168.0,92.2756136393,141.855908622,471.777223394,237.645701133
169.0,84.2400695921,125.194534769,423.165619711,213.73101535
170.0,78.691613562,114.482313388,392.92340746,199.74948051
171.0,77.8299805454,112.446398139,387.173717117,196.897338433
172.0,77.7018647543,112.663931969,387.135085379,196.769288656
173.0,101.369242146,119.085706784,392.125018208,171.670069278
174.0,105.222641886,141.448468741,422.193387638,175.522277011
175.0,107.260468508,194.084619761,476.683454123,175.338365854
176.0,112.726042427,242.951133801,505.708766626,150.031590399
177.0,111.988290472,248.535584483,503.558266543,143.034391587
178.0,96.3328199275,216.740791094,434.851720464,121.778109443
179.0,110.855962059,250.744003866,506.661682831,145.061716906
180.0,115.494481595,254.31873413,519.339331526,149.526115801
181.0,111.518945423,243.630857262,497.87296243,142.723159745
182.0,109.805852586,239.561305941,485.903562265,136.536403738
183.0,98.8640863063,216.577234563,434.439648592,118.998327723
184.0,93.7137382163,198.121346039,392.942723329,101.107639074
185.0,102.96674267,201.603347401,396.387386636,91.8172965656
186.0,119.458900201,239.454559696,491.859288544,132.945828647
187.0,137.230775349,281.851316146,609.538001194,190.455909699
188.0,144.773946709,264.746730278,614.901374156,205.380697169
189.0,158.71201505,239.983951751,617.431752997,218.735786196
190.0,139.54967527,201.0514238,567.158984579,226.557885509
191.0,132.287018542,170.826365256,527.542137234,224.428753436
192.0,89.6629708897,139.10111054,462.59574699,233.831665561
193.0,84.9293053669,124.242093958,419.946308209,210.774908884
194.0,76.379205394,113.069715774,388.075124338,198.62620317
195.0,77.553979278,111.348730707,383.394245414,194.491535429
