hour_ending,total,pumping,other
1.0,50.7779472326,40.6223577861,10.1555894465
2.0,54.1342104115,43.3073683292,10.8268420823
3.0,58.4163392949,46.7330714359,11.683267859
4.0,56.0727417303,44.8581933842,11.2145483461
5.0,55.4651423618,44.3721138894,11.0930284724
6.0,56.6514077957,45.3211262366,11.3302815591
7.0,64.0294001286,51.2235201029,12.8058800257
8.0,62.0908688098,49.6726950478,12.418173762
9.0,45.9171522838,36.733721827,9.18343045676
10.0,32.9260991172,26.3408792938,6.58521982344
11.0,41.4324902775,33.145992222,8.2864980555
12.0,57.7508733198,46.2006986558,11.550174664
13.0,55.8123420009,44.6498736007,11.1624684002
14.0,27.8917043488,22.313363479,5.57834086976
15.0,40.1883582371,32.1506865897,8.03767164742
16.0,31.6819670767,25.3455736614,6.33639341534
17.0,31.9713001094,25.5770400875,6.39426002188
18.0,36.1955623863,28.956449909,7.23911247726
19.0,44.6440869401,35.7152695521,8.92881738802
20.0,51.588079724,41.2704637792,10.3176159448
21.0,53.5266110429,42.8212888343,10.7053222086
22.0,57.4615402871,45.9692322297,11.4923080574
23.0,48.5211495778,38.8169196622,9.70422991556
24.0,48.5500828811,38.8400663049,9.71001657622
25.0,45.0491531858,36.0393225486,9.00983063716
26.0,40.4776912697,32.3821530158,8.09553825394
27.0,42.2715560723,33.8172448578,8.45431121446
28.0,39.9858251142,31.9886600914,7.99716502284
29.0,44.2968873009,35.4375098407,8.85937746018
30.0,40.7959576057,32.6367660846,8.15919152114
31.0,52.4850121253,41.9880097002,10.4970024251
32.0,38.9442261966,31.1553809573,7.78884523932
33.0,42.0979562527,33.6783650022,8.41959125054
34.0,48.5211495778,38.8169196622,9.70422991556
35.0,52.7454118547,42.1963294838,10.5490823709
36.0,39.638625475,31.71090038,7.927725095
37.0,40.4198246632,32.3358597306,8.08396493264
38.0,31.3347674375,25.06781395,6.2669534875
39.0,39.2914258358,31.4331406686,7.85828516716
40.0,38.7995596803,31.0396477442,7.75991193606
