hour_ending,hvac,lighting,total,other
1.0,260.944366342,1344.11721217,3791.76403858,2186.70246006
2.0,261.373709402,1256.06261023,3684.20396986,2166.76765023
3.0,258.447042517,1249.09787595,3646.15895078,2138.61403231
4.0,264.813148227,1318.59284077,3761.23061608,2177.82462708
5.0,269.072804892,1327.17571426,3732.72026697,2136.47174782
6.0,263.922412314,1392.66196156,3809.3535378,2152.76916393
7.0,409.766234165,1963.78238881,3967.73395943,1594.18533645
8.0,435.974810508,2650.35851068,4200.34993527,1114.01661408
9.0,369.984240957,2815.14531816,4236.44680961,1051.31725049
10.0,463.379393804,3120.05093052,4767.54103953,1184.1107152
11.0,474.48684302,3280.78913641,4940.15790356,1184.88192413
12.0,484.163103238,3334.86331792,5055.53468106,1236.5082599
13.0,458.865507021,3319.32631125,5057.63013455,1279.43831628
14.0,467.883773821,3379.28619541,5138.67095393,1291.5009847
15.0,474.553038788,3409.0682711,5218.92802478,1335.30671489
16.0,481.23413447,3470.58230376,5318.3322375,1366.51579927
17.0,491.050815865,3534.27135487,5385.02324003,1359.7010693
18.0,465.075201485,3323.02055427,5697.89426365,1909.7985079
19.0,487.099127269,3248.91041412,5998.54803397,2262.53849258
20.0,479.889118634,3032.62264207,5845.74549708,2333.23373638
21.0,441.057427524,2790.67783222,5350.07378369,2118.33852395
22.0,459.737119062,2348.92722118,5143.6828333,2335.01849306
23.0,378.392329691,1970.46372271,4759.41128164,2410.55522924
24.0,358.022203192,1531.1692197,4175.6234827,2286.43205981
25.0,538.868230937,1433.64578996,3885.78075486,1913.26673396
26.0,537.572438453,1322.485454,3704.60329324,1844.54540078
27.0,523.060413752,1346.56818988,3711.53419283,1841.9055892
28.0,520.381524142,1447.59910982,3821.54817464,1853.56754067
29.0,481.144102949,1593.96806437,3808.52932271,1733.41715539
30.0,418.25690379,1796.21121342,3998.52963218,1784.06151497
31.0,483.017692876,2469.25069422,4351.96804677,1399.69965967
32.0,660.72428261,3395.64051275,5154.84720128,1098.48240592
33.0,663.285373856,3746.01384835,5519.11280495,1109.81358274
34.0,750.20336382,4075.24930276,6090.81836002,1265.36569344
35.0,763.252636126,4119.4881749,6103.22487266,1220.48406164
36.0,772.420752302,4178.96396847,6224.56266799,1273.17794722
37.0,781.196394954,4215.31890623,6302.82261998,1306.30731879
38.0,805.289398631,4349.44516081,6483.97189255,1329.23733311
39.0,801.749315674,4320.13432466,6455.21012457,1333.32648424
40.0,824.013238148,4442.82904652,6594.60192239,1327.75963772
41.0,853.721165034,4440.54352946,6525.03006448,1230.76536999
42.0,872.250048016,4335.89828962,6786.16315189,1578.01481426
43.0,894.156124523,4103.33666912,6830.49755376,1833.00476012
44.0,905.406453493,3596.49206633,6468.57608089,1966.67756107
45.0,904.481884661,3452.64677768,6221.95862741,1864.82996507
46.0,1027.47594565,2983.86475069,5985.65600792,1974.31531158
47.0,926.493904647,2348.95963985,5251.07431257,1975.62076808
48.0,617.078659274,1696.49861269,4348.24034672,2034.66307475
49.0,496.586021508,1473.28104014,3993.20969845,2023.3426368
50.0,483.711430812,1347.99669707,3776.06648762,1944.35835974
51.0,511.005405396,1396.49948232,3849.15938002,1941.6544923
52.0,507.002739521,1462.29435886,3860.34248016,1891.04538178
53.0,459.123749596,1599.84798493,3822.5784435,1763.60670897
54.0,417.795576447,1800.71218542,4008.40148105,1789.89371918
55.0,475.410889496,2482.82274163,4374.55903299,1416.32540186
56.0,633.555063231,3384.89502816,5130.0270879,1111.57699651
57.0,641.934987393,3685.85626508,5412.90145183,1085.11019935
58.0,758.851470385,4031.89075646,6006.67349261,1215.93126576
59.0,777.268077105,4201.48690274,6212.74047304,1233.98549319
60.0,801.682671509,4286.02454502,6392.21454665,1304.50733012
61.0,815.632567229,4331.14459457,6471.05452922,1324.27736743
62.0,859.633747391,4446.93664795,6634.72012774,1328.1497324
63.0,857.809081402,4476.57660403,6680.86611533,1346.4804299
64.0,869.456565275,4537.52567806,6734.80172238,1327.81947905
65.0,888.903787108,4542.78972526,6675.41928761,1243.72577524
66.0,902.641997099,4398.23324646,6883.48230156,1582.607058
67.0,908.201889314,4174.09585801,6938.44864727,1856.15089995
68.0,904.875966726,3645.99487735,6521.60186756,1970.73102349
69.0,949.901354119,3470.09596457,6240.35720164,1820.35988296
70.0,1037.83220538,2989.2784265,5963.70191518,1936.5912833
71.0,910.467372704,2314.00885497,5164.10088884,1939.62466117
72.0,631.621604319,1739.15520975,4457.09293455,2086.31612048
73.0,502.520717264,1503.64088095,4075.50008191,2069.33848369
74.0,477.881530971,1378.72386925,3862.14076762,2005.5353674
75.0,501.858766824,1414.61121423,3899.0805892,1982.61060814
76.0,485.63584835,1467.44585611,3873.94202908,1920.86032462
77.0,431.611465198,1592.65096217,3805.38231966,1781.11989229
78.0,382.53713765,1783.63946838,3970.54378358,1804.36717755
79.0,426.444091162,2345.00291582,4133.13894145,1361.69193447
80.0,565.158919208,2946.75126019,4471.44176991,959.531590512
81.0,596.047007925,3416.82501505,5014.73063667,1001.85861369
82.0,689.778147985,3654.58641028,5446.80666332,1102.44210505
83.0,746.188920989,3981.13063266,5906.16826333,1178.84870968
84.0,764.625874239,3958.45927358,5919.11742053,1196.03227271
85.0,821.456195871,4007.02317286,6049.46256411,1220.98319537
86.0,849.582242345,4124.65487442,6203.57363828,1229.33652151
87.0,831.680088991,4100.83725946,6161.39663512,1228.87928667
88.0,883.090914556,4186.29907384,6289.21560263,1219.82561423
89.0,896.341307696,4202.53332193,6245.00883886,1146.13420923
90.0,878.177859335,4101.80536593,6453.72546391,1473.74223865
91.0,844.07202854,3845.10076433,6391.34902026,1702.17622739
92.0,861.151700966,3414.6643973,6093.97596368,1818.15986542
93.0,864.083041887,3258.7957588,5813.00167957,1690.12287888
94.0,1014.41954627,2813.37219413,5600.20433011,1772.41258972
95.0,875.776948519,2206.4181006,4921.74418925,1839.54914013
96.0,594.500083148,1637.19081965,4195.70435934,1964.01345655
97.0,464.35078268,1430.78998133,3879.48674875,1984.34598474
98.0,457.986132554,1322.40222594,3705.07159726,1924.68323876
99.0,453.35653607,1335.30074858,3690.23572572,1901.57844107
100.0,457.579146147,1385.41435667,3726.0703498,1883.07684698
101.0,427.98453696,1487.09192605,3705.31511536,1790.23865235
102.0,387.12596192,1692.186449,3811.33914687,1732.02673595
103.0,490.420896638,2237.1951304,3955.4831261,1227.86709906
104.0,591.767107345,2840.7688772,4349.02709748,916.491112937
105.0,607.48262466,3008.46555303,4512.52139908,896.573221391
106.0,679.98883674,3534.97650437,5277.54285612,1062.57751501
107.0,688.151742209,3684.633724,5427.58116661,1054.7957004
108.0,785.6766568,3688.96521696,5556.64723388,1082.00536012
109.0,893.73806673,3750.80929897,5749.84171496,1105.29434926
110.0,894.958198337,3832.03506458,5812.87319531,1085.87993239
111.0,920.702015423,3978.7251159,5969.49927933,1070.072148
112.0,948.485088511,4062.28881564,6012.22376382,1001.44985967
113.0,1010.86506485,4195.06978813,6097.82476392,891.889910941
