hour_ending,hvac,lighting,total,other
1.0,113.33154217,363.999656489,1069.51091118,592.179712526
2.0,114.046957458,328.970981184,1010.50850328,567.490564636
3.0,122.632486523,328.865635387,1014.55781173,563.059689819
4.0,122.29561541,331.242118992,1000.6264353,547.088700896
5.0,128.916080156,327.715201625,984.183332408,527.552050627
6.0,126.622855052,333.547535847,975.766328531,515.595937633
7.0,161.884762984,464.686675776,1003.80095705,377.229518294
8.0,155.050443192,573.250859769,969.253981343,240.952678382
9.0,116.738386391,549.650297273,871.655827614,205.26714395
10.0,111.49346102,554.965822692,877.077953681,210.618669969
11.0,110.978018558,615.455792384,948.710346608,222.276535666
12.0,109.955931965,654.086591604,1006.56624826,242.523724694
13.0,104.910541433,667.180178579,1029.25612175,257.165401739
14.0,103.146374687,667.708624842,1026.04094609,255.185946561
15.0,104.540491155,693.417765481,1069.56484378,271.606587149
16.0,105.557121567,696.67196833,1076.53846173,274.30937183
17.0,111.413655886,705.066951027,1087.73320497,271.252598055
18.0,115.748755685,710.674455698,1234.86035251,408.437141128
19.0,132.091473495,766.126268736,1431.74743442,533.529692187
20.0,127.457479241,671.464887209,1315.5328098,516.61044335
21.0,136.894035025,669.580612879,1314.73769095,508.263043041
22.0,139.414179293,540.943692944,1218.09846945,537.740597212
23.0,123.921661921,462.798650859,1152.88232584,566.16201306
24.0,129.337234708,387.916052515,1096.51238385,579.259096627
25.0,181.513633604,372.120397407,1050.24594336,496.611912353
26.0,186.33739768,343.07795827,1007.92562472,478.510268769
27.0,190.465274776,347.646474685,1013.64057125,475.528821788
28.0,199.53791456,360.899868221,1022.54934159,462.111558807
29.0,181.914410368,394.350217135,1005.11477004,428.850142542
30.0,177.103247121,412.821445808,999.953785563,410.029092634
31.0,175.753229396,554.155701568,1044.03319089,314.124259925
32.0,204.444025768,734.036165956,1175.93931338,237.459121654
33.0,222.341042891,996.907030247,1514.59694468,295.348871544
34.0,274.475333643,1360.42013665,2057.30618476,422.410714463
35.0,337.752288045,1730.83021472,2581.37695702,512.794454256
36.0,371.707938711,1933.47719959,2894.2451423,589.060003999
37.0,363.906107942,1904.89061422,2859.11328093,590.316558771
38.0,349.178439791,1814.35863686,2718.02463692,554.487560273
39.0,350.002422177,1819.60516918,2731.1937784,561.58618705
40.0,348.506053509,1797.19452997,2682.80033075,537.099747265
41.0,348.640008361,1730.82922205,2559.19533911,479.726108694
42.0,337.00212703,1585.05216848,2498.92110284,576.86680733
43.0,310.955785997,1334.92596107,2242.20757611,596.325829043
44.0,277.293018193,1016.7485921,1850.03244927,555.990838978
45.0,242.988740952,822.663659733,1509.98625313,444.33385244
46.0,259.774150781,668.643438717,1370.83475292,442.417163426
47.0,244.876195494,554.512690492,1265.76845629,466.379570307
48.0,185.492304699,438.143954194,1149.11580739,525.479548498
49.0,149.171741078,367.619409265,1021.66429037,504.87314003
50.0,149.902479883,351.842920838,1009.24569797,507.500297247
51.0,153.816559966,352.513587416,996.455349196,490.125201814
52.0,153.423806184,365.13316384,990.748754823,472.191784799
53.0,144.28560957,400.849497881,987.015130059,441.880022608
54.0,132.596068653,433.404636739,996.801498237,430.800792845
55.0,143.532609468,585.512011478,1063.0497519,334.005130953
56.0,161.810913258,742.003154768,1147.48296509,243.668897062
57.0,187.938510976,957.298760873,1427.06449856,281.827226713
58.0,259.650085361,1297.00248121,1947.80053261,391.147966037
59.0,331.002899368,1707.16175947,2539.56163912,501.396980279
60.0,367.243336477,1885.44711621,2826.55081159,573.860358901
61.0,366.810502049,1895.1625548,2841.43209456,579.459037704
62.0,369.947691927,1888.51468131,2822.49790313,564.03552989
63.0,367.819729535,1868.92119179,2798.88159987,562.14067855
64.0,363.167537233,1836.31586742,2736.84586857,537.362463917
65.0,352.012263808,1739.05132794,2567.18137219,476.117780446
66.0,330.585869891,1551.56236094,2440.44366579,558.295434952
67.0,305.864600639,1347.04027453,2251.91124753,599.006372369
68.0,266.081651612,1020.41407921,1838.04935346,551.553622633
69.0,243.358299198,832.568851288,1512.6801833,436.753032815
70.0,241.303713353,649.040190087,1310.82182329,420.477919853
71.0,228.203621393,523.026976012,1189.63688049,438.406283084
72.0,171.724361016,408.783925296,1070.89148406,490.38319775
73.0,144.870574485,356.210880526,991.305479058,490.224024047
74.0,144.775855521,336.708377998,971.270894675,489.786661156
75.0,152.143304392,334.836890569,956.261906121,469.28171116
76.0,152.167367329,339.392878284,935.819440349,444.259194736
77.0,140.179806202,366.731763823,917.041130862,410.129560837
78.0,129.517108509,398.241737238,930.628558006,402.869712259
79.0,136.113706567,504.987917883,934.337069978,293.235445527
80.0,148.390731788,559.712157981,890.358346629,182.255456859
81.0,134.851074014,563.532807668,863.619208329,165.235326648
82.0,166.328794751,763.047074554,1159.55655973,230.180690421
83.0,217.321172077,1102.63394048,1646.45497351,326.499860951
84.0,268.549080283,1378.41216793,2063.44284472,416.481596501
85.0,278.218352034,1401.9565147,2107.36614347,427.191276729
86.0,281.0148244,1409.46030226,2110.55900711,420.083880454
87.0,275.524974608,1377.22155373,2065.45225975,412.705731406
88.0,262.915401803,1292.90983776,1932.56003781,376.734798247
89.0,262.370715498,1264.27911337,1871.44984135,344.80001248
90.0,259.444003641,1199.45734892,1889.8557253,430.954372738
91.0,267.28498293,1153.97337305,1932.10739819,510.849042208
92.0,248.863853471,928.574745244,1671.86415198,494.425553264
93.0,228.65927324,799.718219089,1443.13869824,414.761205913
94.0,251.824233547,644.472075946,1302.31099305,406.014683557
95.0,230.116573736,526.312209446,1195.22919552,438.800412335
96.0,183.311678651,426.853265301,1122.22838027,512.063436322
97.0,155.339240491,377.216509345,1055.71293954,523.157189706
98.0,155.921307651,353.036311035,1022.7824272,513.824808515
99.0,160.619338719,345.372969353,997.831913005,491.839604933
100.0,160.588080053,349.199798742,984.42570308,474.637824285
101.0,162.854522434,360.83881712,958.089886504,434.39654695
102.0,135.200563891,404.404617363,953.530969295,413.925788041
103.0,153.030606795,505.884186591,936.565383723,277.650590336
104.0,153.955366183,535.554380913,862.290727111,172.780980016
105.0,141.809008943,517.534660998,813.577683931,154.234013989
106.0,135.211391064,555.048329141,857.101529072,166.841808866
107.0,134.697657974,659.815192336,983.397358261,188.884507951
108.0,159.204879327,757.608709445,1139.0267668,222.213178028
109.0,212.534216111,847.346301697,1309.57785096,249.697333156
110.0,200.911181425,867.726904299,1314.52498819,245.886902467
111.0,193.740038566,860.892043132,1286.16770453,231.535622834
112.0,194.804731403,853.825624301,1259.11847963,210.488123923
113.0,212.136708142,898.911166932,1302.16026202,191.112386947
114.0,224.967908209,902.560869029,1427.62615594,300.0973787
115.0,232.068480904,860.764203434,1489.1920258,396.359341464
116.0,221.201030735,767.038861428,1409.25050876,421.010616601
117.0,218.199056309,669.178985805,1275.06194308,387.68390097
118.0,222.234513316,555.922510377,1176.56366644,398.406642746
119.0,180.820330978,480.356930703,1122.89537069,461.718109005
120.0,200.267329362,395.647287097,1065.69750052,469.782884063
121.0,146.104010102,360.404185307,1007.93772195,501.429526543
122.0,153.832440614,339.529004043,988.574975805,495.213531148
123.0,157.259971888,336.569917132,972.361280839,478.53139182
124.0,154.891417091,337.711968232,961.419820446,468.816435123
125.0,153.883349708,345.038231768,947.497179242,448.575597766
126.0,148.833919359,382.116093398,994.787899154,463.837886397
127.0,164.144334988,526.12151305,1019.2188068,328.952958763
128.0,194.850139247,693.546272586,1090.38032728,201.983915448
129.0,271.014910995,991.528265736,1474.12889494,211.58571821
130.0,292.499485233,1362.50151614,2000.33505241,345.334051044
131.0,366.716366833,1704.04194586,2502.94376364,432.185450948
132.0,415.85837527,1896.32852394,2758.6449775,446.458078293
133.0,449.614916883,1819.18440759,2705.62313464,436.823810167
134.0,468.02500908,1766.6987782,2652.12191619,417.398128914
135.0,448.043175528,1779.39809236,2650.23870095,422.797433061
136.0,447.015028058,1824.56664927,2683.68010219,412.09842486
137.0,410.868066192,1706.09512991,2474.35844685,357.395250742
138.0,376.270122506,1467.18991942,2353.51419995,510.054158023
139.0,366.455450084,1253.1455785,2234.45018463,614.849156043
140.0,304.011274489,847.359045669,1719.10577948,567.735459326
141.0,248.722813102,617.732457997,1418.19302022,551.737749117
142.0,194.688690843,527.288780804,1285.14276982,563.165298173
143.0,156.961595511,481.759787511,1206.30209071,567.580707687
144.0,162.193297423,423.079608333,1139.22706453,553.954158772
145.0,145.67210278,377.72701627,1043.31298602,519.913866969
146.0,147.212600496,359.982117651,1025.03678827,517.842070124
147.0,142.31240726,353.372225142,994.189585361,498.504952959
148.0,144.54535618,362.126380352,982.02274797,475.351011438
149.0,138.777325888,403.239005474,993.290362251,451.274030889
150.0,125.109172936,441.650632873,1014.30600107,447.546195262
151.0,138.391770111,571.850086612,1037.62214847,327.380291747
152.0,162.725476444,740.945400432,1149.90961507,246.23873819
153.0,201.552549694,1023.61809114,1528.75659328,303.585952445
154.0,284.451743473,1446.73932312,2168.77273553,437.581668937
155.0,341.624762692,1768.74905958,2634.11533291,523.741510638
156.0,379.755005102,1971.55254519,2949.16551664,597.857966345
157.0,387.379560948,1982.63699627,2974.93826409,604.921706877
158.0,384.313820292,1956.80650204,2928.60083853,587.480516203
159.0,378.066962858,1927.3183734,2885.4592924,580.073956134
160.0,367.389297527,1854.58212733,2764.1259862,542.154561341
161.0,364.255070771,1786.9059525,2636.01153224,484.850508971
162.0,343.482067733,1602.59594525,2519.79977176,573.721758773
163.0,328.42242591,1385.54827611,2337.6851634,623.714461381
164.0,290.014090149,1069.24871384,1939.64216234,580.379358356
165.0,261.585477182,869.368518417,1591.39352342,460.43952782
166.0,273.981036375,705.65990431,1442.28872366,462.647782977
167.0,246.939376856,549.722130229,1258.95932304,462.29781596
168.0,221.02154508,430.219526886,1133.10600108,481.864929114
169.0,163.266497505,385.707767433,1079.89116467,530.916899735
170.0,160.584826209,357.369470783,1034.62170324,516.667406253
171.0,167.753501081,363.875113603,1044.9187152,513.290100517
172.0,156.676485994,365.923846583,1002.13705309,479.536720516
173.0,143.992200554,398.512606361,988.486372454,445.981565539
174.0,127.671577389,442.375511997,1018.3526666,448.305577209
175.0,140.370865289,591.007727627,1074.89432717,343.515734257
176.0,167.710964438,750.341606174,1165.74503483,247.692464215
177.0,194.797953148,976.032151056,1460.1243545,289.294250302
178.0,271.098822418,1351.70447988,2029.05574388,406.252441588
179.0,342.801131786,1747.44100896,2599.40833073,509.16618998
180.0,381.695004428,1930.69738369,2890.90460261,578.512214492
181.0,382.245422428,1913.54288945,2872.93273003,577.144418151
182.0,383.246129195,1908.44797348,2856.04486873,564.350766052
183.0,388.72161328,1944.27831968,2912.09513872,579.095205756
184.0,387.410986254,1919.61346134,2864.23707956,557.21263197
185.0,386.244749634,1862.92068133,2752.12126922,502.955838254
186.0,375.489323402,1733.00191923,2727.17468915,618.683446523
187.0,362.914497218,1532.89462964,2585.33989368,689.530766826
188.0,309.236024207,1137.29676687,2060.85819929,614.325408211
189.0,266.329508549,916.273171921,1670.19819753,487.595517059
190.0,264.636315308,710.787256129,1445.34290163,469.919330192
191.0,234.924493741,545.670779223,1239.41535917,458.820086208
192.0,213.393533359,436.383613315,1138.46470621,488.687559533
193.0,147.938481085,382.483880674,1057.15241373,526.730051968
194.0,149.632018215,371.004052878,1059.77132249,539.135251395
195.0,148.956859685,363.278479935,1022.00879927,509.77345965
196.0,142.208896655,380.412075669,1024.96554366,502.344571336
197.0,132.820235249,404.435100249,990.255468844,453.000133347
198.0,124.797397282,447.982023137,1026.73783744,453.958417024
199.0,137.292096462,594.743698439,1077.87799538,345.842200484
200.0,162.682346964,764.371792325,1181.15363509,254.099495804
201.0,189.98401768,971.304511922,1450.114066,288.825536396
