hour_ending,total
1.0,124.584245248
2.0,138.834972817
3.0,132.915439827
4.0,131.928850995
5.0,133.792407677
6.0,135.080454207
7.0,150.537012571
8.0,139.10902527
9.0,140.34226131
10.0,142.616896672
11.0,133.436139488
12.0,115.376082819
13.0,100.686871324
14.0,93.8685743247
15.0,93.5833284731
16.0,96.6308950162
17.0,102.248970308
18.0,114.170252024
19.0,149.19415555
20.0,155.086283295
21.0,154.730015105
22.0,173.612229134
23.0,164.349256214
24.0,149.468208003
25.0,129.43497367
26.0,124.447219021
27.0,120.857131884
28.0,111.402322246
29.0,126.118938986
30.0,129.215731708
31.0,131.572582806
32.0,153.222726612
33.0,152.619811215
34.0,151.468790912
35.0,161.416894965
36.0,176.763832347
37.0,162.671951938
38.0,156.571234539
39.0,148.103013734
40.0,151.792069544
41.0,159.164080536
42.0,154.318936425
43.0,159.964416962
44.0,155.606982956
45.0,142.4524652
46.0,143.247217314
47.0,143.767916975
48.0,147.796488038
49.0,129.873457595
50.0,132.36733492
51.0,106.250136125
52.0,113.074042211
53.0,120.802321393
54.0,108.415150506
55.0,128.9690845
56.0,142.534680936
57.0,136.286285002
58.0,138.917188553
59.0,142.616896672
60.0,158.10086028
61.0,166.870538784
62.0,130.448967747
63.0,142.562086181
64.0,138.829388505
65.0,153.113105631
66.0,149.111939814
67.0,145.02855826
68.0,155.771414428
69.0,154.894446577
70.0,150.0711234
71.0,120.774916148
72.0,132.888034581
73.0,107.647803637
74.0,106.469378088
75.0,120.309026977
76.0,103.427395857
77.0,119.514274863
78.0,123.022146264
79.0,121.679289243
80.0,115.4857038
81.0,122.802904302
82.0,149.358587022
83.0,145.43963694
84.0,129.297947444
85.0,127.511022186
86.0,137.985410212
87.0,131.95625624
88.0,131.325935598
89.0,128.448384839
90.0,130.421562502
91.0,156.456545561
92.0,147.933514265
93.0,148.865292606
94.0,140.945176707
95.0,128.832058273
96.0,125.653049815
97.0,116.883371311
98.0,116.938181802
99.0,112.443721569
100.0,115.129435611
101.0,106.113109899
102.0,119.925353542
103.0,115.704945762
104.0,126.9136911
105.0,118.938764711
106.0,132.422145411
107.0,147.220977886
108.0,125.686064147
109.0,93.8327802242
110.0,88.5380083388
111.0,91.6426488265
112.0,95.4905765705
113.0,105.112597448
114.0,124.162022718
115.0,149.090143655
116.0,151.331764685
117.0,151.660627629
118.0,145.138179242
119.0,132.257713939
120.0,118.363254559
121.0,120.391242713
122.0,108.469960997
123.0,113.183663193
124.0,114.334683496
125.0,110.44313866
126.0,125.981912759
127.0,128.612816311
128.0,153.030889895
129.0,149.495613248
130.0,150.454796835
131.0,176.988683396
132.0,158.21276949
133.0,152.819520473
134.0,161.669176034
135.0,152.241230552
136.0,164.20667045
137.0,151.251837177
138.0,171.573097131
139.0,153.557198643
140.0,159.608148773
141.0,166.349839123
142.0,158.950422885
143.0,141.822144557
144.0,125.62564457
145.0,138.177246929
146.0,119.020980447
147.0,134.450133565
148.0,102.769669969
149.0,120.473458449
150.0,129.078705481
151.0,137.355089569
152.0,157.552755374
153.0,157.963834054
154.0,173.584823889
155.0,199.756833174
156.0,193.179574296
157.0,161.03322153
158.0,155.771414428
159.0,161.91018938
160.0,177.421558234
161.0,179.394735898
162.0,199.948669892
163.0,204.306103898
164.0,178.106689368
165.0,185.06762168
166.0,165.25362931
167.0,134.285702093
168.0,120.226811241
169.0,113.046636966
170.0,113.951010062
171.0,109.977249489
172.0,117.787744407
173.0,111.347511756
174.0,112.717774022
175.0,142.123602256
176.0,151.907274837
177.0,134.367917829
178.0,136.094448284
179.0,211.815141117
180.0,210.581905078
181.0,194.083947392
182.0,177.640800197
183.0,160.786574322
184.0,176.489779893
185.0,197.701439775
186.0,182.327097148
187.0,172.378993095
188.0,181.66937126
189.0,196.468203735
190.0,165.993570934
191.0,130.66820971
192.0,130.311941521
193.0,132.394740165
194.0,115.732351008
195.0,111.895616662
196.0,112.388911078
197.0,111.648969454
198.0,118.966169956
199.0,120.336432222
200.0,149.769665701
201.0,139.876372139
202.0,144.56266909
203.0,226.80581031
204.0,224.010475287
205.0,236.753914363
206.0,229.930008277
207.0,172.543424567
208.0,164.732929649
209.0,175.037301891
210.0,172.653045548
211.0,160.430306133
212.0,165.226224065
213.0,178.024473632
214.0,144.096779919
215.0,130.421562502
216.0,131.517772315
217.0,118.719522748
218.0,128.14692714
219.0,120.555674185
220.0,104.057716499
221.0,126.064128495
222.0,115.129435611
223.0,154.510773143
224.0,142.342844218
225.0,126.667043892
226.0,148.810482115
227.0,208.22505398
228.0,165.966165689
229.0,145.001153015
230.0,143.087853839
231.0,149.764081389
232.0,148.377607276
233.0,154.422973095
234.0,159.937011717
235.0,171.145757055
236.0,153.140510876
237.0,159.087449112
238.0,137.300279079
239.0,124.830892456
240.0,131.161504126
241.0,126.091533741
242.0,115.266461837
243.0,113.101447457
244.0,116.143429688
245.0,111.402322246
246.0,123.488035435
247.0,108.689202959
248.0,143.356838295
249.0,134.504944055
250.0,126.85888061
251.0,126.392991439
252.0,155.108104228
253.0,131.819230014
254.0,103.016317177
255.0,94.67169052
256.0,96.2254006484
257.0,104.167337481
258.0,131.13409888
259.0,149.19415555
260.0,147.358004113
261.0,144.041969429
262.0,137.574331532
263.0,147.96091951
264.0,142.616896672
265.0,118.308444068
266.0,110.223896697
267.0,113.759173344
268.0,99.48104053
269.0,105.044305331
270.0,108.387745261
271.0,101.317191967
272.0,127.516606498
273.0,125.21456589
274.0,135.436722396
275.0,138.506109873
276.0,136.894784711
277.0,142.734881734
278.0,128.404718198
279.0,115.61712094
280.0,134.647554594
281.0,139.328267233
282.0,144.096779919
283.0,165.089197838
284.0,183.752169905
285.0,161.225058247
286.0,158.703775677
287.0,144.370832372
288.0,152.702026951
289.0,119.651301089
290.0,128.996489745
291.0,111.374917001
292.0,119.651301089
293.0,115.677540517
294.0,127.73584846
295.0,146.344010036
296.0,138.423894137
297.0,131.325935598
298.0,175.420975326
299.0,176.423825553
300.0,187.325553655
301.0,159.750267771
302.0,158.720061847
303.0,158.382785274
304.0,165.036700351
305.0,166.089293071
306.0,178.386375682
307.0,164.560134096
308.0,155.62602412
309.0,158.566749451
310.0,149.111939814
311.0,143.247217314
312.0,147.878703774
313.0,143.274622559
314.0,120.857131884
315.0,124.419813776
316.0,116.801155575
317.0,119.377248636
318.0,139.081620025
319.0,147.988324755
320.0,149.550423739
321.0,145.110773996
322.0,149.988907664
323.0,175.853899713
324.0,159.525933037
325.0,173.899713665
326.0,177.306377715
327.0,173.365581926
328.0,184.196287691
329.0,198.131584394
330.0,199.860353529
331.0,200.090764116
332.0,192.335620778
333.0,202.908436387
334.0,169.912521015
335.0,151.688032874
336.0,152.290948271
337.0,145.192989732
338.0,137.218063343
339.0,115.567919536
340.0,126.310775703
341.0,110.415733415
342.0,132.833224091
343.0,134.313107338
344.0,148.78307687
345.0,138.752757081
346.0,134.614565037
347.0,140.555402645
348.0,127.743721
349.0,140.199675545
350.0,160.906847612
351.0,170.646903101
352.0,188.599577469
353.0,197.043172798
354.0,192.148827283
355.0,157.930869271
356.0,157.930869271
357.0,165.648496143
358.0,147.933514265
359.0,128.366169103
360.0,126.995906836
361.0,122.337015131
362.0,129.599405142
363.0,107.592993146
364.0,115.54051429
365.0,104.605821406
366.0,114.992409384
367.0,132.723603109
368.0,153.82564201
369.0,129.763836614
370.0,129.352757934
371.0,158.481212857
372.0,145.762399258
373.0,152.997925112
374.0,154.724455568
375.0,186.95302407
376.0,181.164957769
377.0,201.73510361
378.0,210.219536262
379.0,192.160020682
380.0,207.197086735
381.0,185.884219502
382.0,162.211647079
383.0,140.75333999
384.0,123.131767246
385.0,127.132933063
386.0,124.995323928
387.0,121.925936451
388.0,124.693866229
389.0,119.377248636
390.0,127.872874687
391.0,153.716021028
392.0,149.523018494
393.0,151.139927968
394.0,144.228197059
395.0,141.238295099
396.0,129.418220734
397.0,164.373881691
398.0,191.93012641
399.0,184.516737005
400.0,168.731315697
401.0,168.454483475
402.0,165.204452681
403.0,187.024046408
404.0,162.636157837
