hour_ending,total
1.0,457.66577317
2.0,630.394296518
3.0,555.102376084
4.0,444.171919902
5.0,530.5991949
6.0,360.0851398
7.0,253.916690541
8.0,220.67266111
9.0,221.113754379
10.0,311.258815501
11.0,283.52395098
12.0,244.833769963
13.0,210.131432173
14.0,219.961510737
15.0,239.027542239
16.0,256.18517021
17.0,230.088652116
18.0,219.91650122
19.0,219.304371786
20.0,268.580791257
21.0,325.3557963
22.0,333.457509402
23.0,348.931781428
24.0,377.989925757
25.0,491.620952973
26.0,612.183445844
27.0,671.911075218
28.0,429.912904841
29.0,465.641459624
30.0,581.522962702
31.0,336.797215581
32.0,333.277471333
33.0,342.45941285
34.0,480.431586988
35.0,445.945294881
36.0,446.035313916
37.0,520.904144888
38.0,581.82902742
39.0,554.382223809
40.0,581.468951282
41.0,445.702243488
42.0,264.835999423
43.0,287.277744717
44.0,296.756749047
45.0,391.91587039
46.0,618.727829651
47.0,563.744203394
48.0,571.674880331
49.0,570.090545324
50.0,515.457993302
51.0,672.145124707
52.0,441.615379323
53.0,502.936345607
54.0,606.161172438
55.0,360.589246393
56.0,358.599825731
57.0,387.21687679
58.0,493.304308918
59.0,500.973930655
60.0,625.461253429
61.0,718.65795982
62.0,695.054968981
63.0,687.313332016
64.0,604.765877404
65.0,367.979809123
66.0,268.229717022
67.0,255.816092168
68.0,271.497407974
69.0,293.426044772
70.0,466.946735624
71.0,439.427916785
72.0,354.692999635
73.0,349.021800463
74.0,385.209452321
75.0,351.101240159
76.0,345.67309238
77.0,414.78970705
78.0,370.320304019
79.0,266.285305878
80.0,321.602002562
81.0,300.141464743
82.0,355.215110035
83.0,228.072225743
84.0,214.14628111
85.0,211.499721497
86.0,218.06210911
87.0,219.205350848
88.0,211.913809055
89.0,229.908614047
90.0,240.665888666
91.0,260.668118127
92.0,288.7990664
93.0,310.205592798
94.0,406.048858802
95.0,370.66237635
96.0,479.927480395
97.0,440.454133778
98.0,504.259625413
99.0,561.799792249
100.0,398.883343658
101.0,487.525086905
102.0,394.112334831
103.0,329.082584327
104.0,364.505074392
105.0,320.458760824
106.0,268.436760802
107.0,260.290038182
108.0,258.471653685
109.0,206.449653663
110.0,217.440977772
111.0,277.951772746
112.0,244.689739507
113.0,212.084845221
114.0,276.583483422
115.0,280.166240994
116.0,306.370781929
117.0,330.297841292
118.0,390.457562031
119.0,425.57398738
120.0,424.637789421
121.0,486.525875622
122.0,536.540451176
123.0,406.922043437
124.0,418.156418939
125.0,711.870524621
126.0,576.400879641
127.0,311.690906866
128.0,305.938690564
129.0,323.393381348
130.0,417.085192429
131.0,515.935094185
132.0,585.375777378
133.0,612.552523886
134.0,642.933948021
135.0,665.501719963
136.0,642.12377671
137.0,439.742983406
138.0,396.209778334
139.0,319.459549542
140.0,268.148699891
141.0,314.004396052
142.0,441.92144404
143.0,406.480950168
144.0,616.55837092
145.0,494.105478325
146.0,424.754814166
147.0,444.225931323
148.0,468.621089665
149.0,867.342399061
150.0,593.675532356
151.0,349.768958449
152.0,329.712717568
153.0,340.623024546
154.0,491.683966297
155.0,506.042002296
156.0,555.417442705
157.0,538.943959396
158.0,713.238813945
159.0,798.954938571
160.0,673.657444487
161.0,442.407546826
162.0,374.227130116
163.0,297.881986978
164.0,281.813589325
165.0,276.943559559
166.0,421.127047077
167.0,427.356364262
168.0,449.987149529
169.0,365.000179082
170.0,462.022694438
171.0,492.044042435
172.0,440.643173751
173.0,466.208579541
174.0,464.642248341
175.0,320.36874179
176.0,335.09585583
177.0,398.046166637
178.0,466.334606189
179.0,457.107655156
180.0,434.710919379
181.0,516.439200778
182.0,594.368678922
183.0,642.366828103
184.0,631.447519222
185.0,370.40132115
186.0,265.970239257
187.0,227.334069661
188.0,262.261455037
189.0,280.400290483
190.0,443.919866605
191.0,537.224595838
192.0,491.584945359
193.0,461.410565004
194.0,386.838796845
195.0,470.367458934
196.0,378.350001894
197.0,442.18249924
198.0,372.129686612
199.0,239.846715453
200.0,258.201596582
201.0,271.002303284
202.0,386.415707383
203.0,441.678392647
204.0,478.523183457
205.0,453.335857611
206.0,436.862374303
207.0,448.76289066
208.0,407.597186195
209.0,364.190007772
210.0,275.737304498
211.0,316.389900466
212.0,309.260392936
213.0,315.039614949
214.0,604.972921183
215.0,588.868515916
216.0,537.530660555
217.0,506.645129827
218.0,572.638084
219.0,537.854729079
220.0,409.253536429
221.0,700.807185284
222.0,685.765004623
223.0,342.936513732
224.0,390.286525866
225.0,368.870997564
226.0,364.658106751
227.0,490.720762628
228.0,502.180185717
229.0,595.205855943
230.0,637.136722201
231.0,621.482412105
232.0,547.423752444
233.0,393.572220624
234.0,257.832518541
235.0,261.658327506
236.0,262.288460747
237.0,373.074886474
238.0,517.744476778
239.0,498.012304421
240.0,536.234386459
241.0,469.107192451
242.0,502.621278986
243.0,519.337813688
244.0,576.499900579
245.0,527.682578184
246.0,501.856117193
247.0,323.078314727
248.0,383.688130639
249.0,344.385820187
250.0,367.169637813
251.0,247.354302928
252.0,250.000862541
253.0,284.613181297
254.0,301.374725516
255.0,291.157565103
256.0,253.529608693
257.0,189.10298572
258.0,205.441440477
259.0,251.054085245
260.0,304.390363171
261.0,360.544236876
262.0,397.344018169
263.0,358.896888545
264.0,398.946356982
265.0,408.551387961
266.0,419.425687325
267.0,490.936808311
268.0,428.067514635
269.0,446.656445253
270.0,329.361643334
271.0,304.579403143
272.0,414.861722277
273.0,267.54557236
274.0,228.963414185
275.0,293.705103779
276.0,221.068744861
277.0,189.850143706
278.0,227.676141992
279.0,289.213153958
280.0,275.521258815
281.0,230.889821523
282.0,185.439211017
283.0,216.918867372
284.0,284.037059476
285.0,401.286851878
286.0,400.449674858
287.0,400.575701506
288.0,537.890736693
289.0,475.462536285
290.0,575.662723558
291.0,536.270394072
292.0,444.504990329
293.0,955.498039522
294.0,546.964655368
295.0,318.478342066
296.0,330.89196692
297.0,282.659768249
298.0,378.268984763
299.0,495.527779069
300.0,628.692936767
301.0,765.99897005
302.0,757.951268368
303.0,807.812811563
304.0,870.790128081
305.0,438.113638882
306.0,290.050330979
307.0,309.728491915
308.0,284.280110869
309.0,301.923841626
310.0,430.687068538
311.0,464.192153169
312.0,435.449075461
313.0,383.076001204
314.0,419.920792015
315.0,480.917689774
316.0,396.506841148
317.0,799.143978543
318.0,510.02084362
319.0,316.380898563
320.0,375.397377564
321.0,332.431292409
322.0,489.091418104
323.0,522.713527481
324.0,576.157828248
325.0,674.413604376
326.0,693.794702499
327.0,754.647569803
328.0,698.547707519
329.0,420.09182818
330.0,318.937439142
331.0,253.106519231
332.0,290.194361434
333.0,356.601403166
334.0,437.006404758
335.0,466.406621417
336.0,575.005584607
337.0,497.679233993
338.0,439.238876813
339.0,460.04227568
340.0,424.160688538
341.0,929.257490972
342.0,588.823506398
343.0,380.996561508
344.0,329.982774672
345.0,322.709236686
346.0,387.468930087
347.0,455.784375349
348.0,540.249235396
349.0,613.992828437
350.0,580.469739999
351.0,911.46972976
