hour_ending,total,pumping,process,other
1.0,1528.86265912,764.43132956,382.21566478,382.21566478
2.0,1555.58453465,777.792267325,388.896133663,388.896133663
3.0,1344.1596628,672.0798314,336.0399157,336.0399157
4.0,1329.39154701,664.695773505,332.347886753,332.347886753
5.0,1378.51221506,689.25610753,344.628053765,344.628053765
6.0,1634.53157408,817.26578704,408.63289352,408.63289352
7.0,1647.84899087,823.924495435,411.962247718,411.962247718
8.0,1684.8418153,842.42090765,421.210453825,421.210453825
9.0,1572.84785272,786.42392636,393.21196318,393.21196318
10.0,1394.46990403,697.234952015,348.617476007,348.617476007
11.0,972.519593713,486.259796857,243.129898428,243.129898428
12.0,805.97934884,402.98967442,201.49483721,201.49483721
13.0,1004.98623727,502.493118635,251.246559317,251.246559317
14.0,1034.84162263,517.420811315,258.710405658,258.710405658
15.0,996.340071246,498.170035623,249.085017812,249.085017812
16.0,1046.53425655,523.267128275,261.633564138,261.633564138
17.0,1179.82448041,589.912240205,294.956120102,294.956120102
18.0,1186.64276569,593.321382845,296.660691423,296.660691423
19.0,1099.04956025,549.524780125,274.762390063,274.762390063
20.0,775.2245301,387.61226505,193.806132525,193.806132525
21.0,771.365670768,385.682835384,192.841417692,192.841417692
22.0,807.081880078,403.540940039,201.77047002,201.77047002
23.0,1065.74151127,532.870755635,266.435377818,266.435377818
24.0,1137.05787397,568.528936985,284.264468492,284.264468492
25.0,1162.24200856,581.12100428,290.56050214,290.56050214
26.0,1153.97302428,576.98651214,288.49325607,288.49325607
27.0,972.809733513,486.404866757,243.202433378,243.202433378
28.0,944.027865409,472.013932704,236.006966352,236.006966352
29.0,956.300778925,478.150389463,239.075194731,239.075194731
30.0,970.546643077,485.273321538,242.636660769,242.636660769
31.0,989.37671606,494.68835803,247.344179015,247.344179015
32.0,1074.76485903,537.382429515,268.691214758,268.691214758
33.0,972.490579733,486.245289867,243.122644933,243.122644933
34.0,895.371421044,447.685710522,223.842855261,223.842855261
35.0,760.340358389,380.170179194,190.085089597,190.085089597
36.0,751.723206346,375.861603173,187.930801587,187.930801587
37.0,1376.16208268,688.08104134,344.04052067,344.04052067
38.0,1536.00009819,768.000049095,384.000024548,384.000024548
39.0,1600.7883154,800.3941577,400.19707885,400.19707885
40.0,1624.63780691,812.318903455,406.159451728,406.159451728
41.0,1738.31458033,869.157290165,434.578645082,434.578645082
42.0,1919.85505284,959.92752642,479.96376321,479.96376321
43.0,1621.27218524,810.63609262,405.31804631,405.31804631
44.0,1566.69688897,783.348444485,391.674222242,391.674222242
45.0,1657.48163221,828.740816105,414.370408053,414.370408053
46.0,1593.04158276,796.52079138,398.26039569,398.26039569
47.0,1646.74645963,823.373229815,411.686614907,411.686614907
48.0,1602.35507032,801.17753516,400.58876758,400.58876758
49.0,1525.64210735,762.821053675,381.410526838,381.410526838
50.0,1317.37975932,658.68987966,329.34493983,329.34493983
51.0,1277.54356486,638.77178243,319.385891215,319.385891215
52.0,1328.17295986,664.08647993,332.043239965,332.043239965
53.0,1483.10761275,741.553806375,370.776903188,370.776903188
54.0,1606.67815333,803.339076665,401.669538332,401.669538332
55.0,1698.56542781,849.282713905,424.641356953,424.641356953
56.0,1753.92410154,876.96205077,438.481025385,438.481025385
57.0,1656.23403107,828.117015535,414.058507767,414.058507767
58.0,1495.64165209,747.820826045,373.910413022,373.910413022
59.0,1109.8137468,554.9068734,277.4534367,277.4534367
60.0,1032.37543434,516.18771717,258.093858585,258.093858585
61.0,1208.72240443,604.361202215,302.180601108,302.180601108
62.0,1251.54703883,625.773519415,312.886759708,312.886759708
63.0,1272.26302051,636.131510255,318.065755127,318.065755127
64.0,1366.2973295,683.14866475,341.574332375,341.574332375
65.0,1498.86220386,749.43110193,374.715550965,374.715550965
66.0,1653.68080084,826.84040042,413.42020021,413.42020021
67.0,1668.15877683,834.079388415,417.039694208,417.039694208
68.0,1638.62254525,819.311272625,409.655636313,409.655636313
69.0,1583.17682958,791.58841479,395.794207395,395.794207395
70.0,1564.52084047,782.260420235,391.130210117,391.130210117
71.0,1525.06182775,762.530913875,381.265456938,381.265456938
72.0,1536.20319605,768.101598025,384.050799013,384.050799013
73.0,1350.80386421,675.401932105,337.700966053,337.700966053
74.0,1227.69754731,613.848773655,306.924386827,306.924386827
75.0,1220.24095447,610.120477235,305.060238617,305.060238617
76.0,1211.18859273,605.594296365,302.797148182,302.797148182
77.0,1241.91439748,620.95719874,310.47859937,310.47859937
78.0,1236.95300691,618.476503455,309.238251728,309.238251728
79.0,1300.29052513,650.145262565,325.072631283,325.072631283
80.0,1333.62758809,666.813794045,333.406897023,333.406897023
81.0,1400.64988175,700.324940875,350.162470438,350.162470438
82.0,1289.12014285,644.560071425,322.280035713,322.280035713
83.0,1174.74703392,587.37351696,293.68675848,293.68675848
84.0,1068.12065763,534.060328815,267.030164408,267.030164408
85.0,1165.57861625,582.789308125,291.394654063,291.394654063
86.0,1267.33064392,633.66532196,316.83266098,316.83266098
87.0,1324.11100266,662.05550133,331.027750665,331.027750665
88.0,1441.70466337,720.852331685,360.426165842,360.426165842
89.0,1519.11396186,759.55698093,379.778490465,379.778490465
90.0,1295.73533028,647.86766514,323.93383257,323.93383257
91.0,1310.50344607,655.251723035,327.625861518,327.625861518
92.0,1649.32870385,824.664351925,412.332175963,412.332175963
93.0,1679.38718707,839.693593535,419.846796767,419.846796767
94.0,1666.82413375,833.412066875,416.706033438,416.706033438
95.0,1682.05647322,841.02823661,420.514118305,420.514118305
96.0,1638.21634953,819.108174765,409.554087382,409.554087382
97.0,1616.45586457,808.227932285,404.113966142,404.113966142
98.0,1637.98423769,818.992118845,409.496059423,409.496059423
99.0,1351.79033953,675.895169765,337.947584882,337.947584882
100.0,1365.04972836,682.52486418,341.26243209,341.26243209
101.0,1402.41973453,701.209867265,350.604933632,350.604933632
102.0,1491.52166694,745.76083347,372.880416735,372.880416735
103.0,1772.6381186,886.3190593,443.15952965,443.15952965
104.0,1782.38681587,891.193407935,445.596703967,445.596703967
105.0,1697.46289657,848.731448285,424.365724143,424.365724143
106.0,1599.56972824,799.78486412,399.89243206,399.89243206
107.0,1167.11635719,583.558178595,291.779089297,291.779089297
108.0,1063.94264451,531.971322255,265.985661128,265.985661128
109.0,1034.08725915,517.043629575,258.521814787,258.521814787
