hour_ending,total,pumping,process,other
1.0,333.960725266,116.886253843,166.980362633,50.0941087899
2.0,281.757619709,98.6151668982,140.878809855,42.2636429564
3.0,318.175862861,111.361552001,159.08793143,47.7263794291
4.0,290.019668901,101.506884115,145.00983445,43.5029503351
5.0,327.89464178,114.763124623,163.94732089,49.184196267
6.0,307.130807624,107.495782668,153.565403812,46.0696211436
7.0,311.848872558,109.147105395,155.924436279,46.7773308837
8.0,326.720561105,114.352196387,163.360280553,49.0080841657
9.0,346.049407769,121.117292719,173.024703885,51.9074111654
10.0,376.879896599,131.90796381,188.4399483,56.5319844898
11.0,379.315026888,132.760259411,189.657513444,56.8972540332
12.0,380.66304544,133.232065904,190.33152272,57.099456816
13.0,358.007636864,125.302672902,179.003818432,53.7011455296
14.0,336.830700249,117.890745087,168.415350125,50.5246050373
15.0,328.112064127,114.839222444,164.056032063,49.216809619
16.0,293.933271151,102.876644903,146.966635575,44.0899906726
17.0,305.347944377,106.871780532,152.673972189,45.8021916566
18.0,319.41517024,111.795309584,159.70758512,47.912275536
19.0,352.659047123,123.430666493,176.329523562,52.8988570685
20.0,352.398140307,123.339349107,176.199070153,52.859721046
21.0,343.092463848,120.082362347,171.546231924,51.4638695772
22.0,330.808101232,115.782835431,165.404050616,49.6212151848
23.0,329.112206924,115.189272423,164.556103462,49.3668310386
24.0,320.632735384,112.221457384,160.316367692,48.0949103076
25.0,293.259261874,102.640741656,146.629630937,43.9888892811
26.0,254.797248658,89.1790370303,127.398624329,38.2195872987
27.0,269.516741562,94.3308595467,134.758370781,40.4275112343
28.0,262.472257514,91.8652901299,131.236128757,39.3708386271
29.0,268.342660888,93.9199313108,134.171330444,40.2513991332
30.0,270.625595533,94.7189584365,135.312797766,40.5938393299
31.0,319.176005658,111.71160198,159.588002829,47.8764008487
32.0,356.246515852,124.686280548,178.123257926,53.4369773778
33.0,433.670613682,151.784714789,216.835306841,65.0505920523
34.0,435.562188103,152.446765836,217.781094052,65.3343282155
35.0,436.605815369,152.812035379,218.302907685,65.4908723053
36.0,416.233341438,145.681669503,208.116670719,62.4350012157
37.0,384.337483107,134.518119087,192.168741553,57.650622466
38.0,385.402852609,134.890998413,192.701426305,57.8104278914
39.0,361.073291959,126.375652186,180.53664598,54.1609937939
40.0,335.874041921,117.555914672,167.93702096,50.3811062881
41.0,351.332770806,122.966469782,175.666385403,52.6999156209
42.0,337.287287178,118.050550512,168.643643589,50.5930930767
43.0,380.054262868,133.018992004,190.027131434,57.0081394302
44.0,332.721417887,116.45249626,166.360708944,49.9082126831
45.0,369.248372213,129.236930275,184.624186107,55.387255832
46.0,341.787929765,119.625775418,170.893964883,51.2681894648
47.0,323.61142154,113.263997539,161.80571077,48.541713231
48.0,288.976041635,101.141614572,144.488020818,43.3464062453
49.0,284.040554354,99.4141940239,142.020277177,42.6060831531
50.0,280.735734677,98.2575071369,140.367867338,42.1103602015
51.0,263.755049362,92.3142672767,131.877524681,39.5632574043
52.0,249.035556458,87.1624447603,124.517778229,37.3553334687
53.0,270.973471289,94.8407149512,135.486735645,40.6460206934
54.0,281.561939596,98.5466788586,140.780969798,42.2342909394
55.0,320.98061114,112.343213899,160.49030557,48.147091671
56.0,362.290857103,126.801799986,181.145428552,54.3436285654
57.0,416.646443898,145.826255364,208.323221949,62.4969665847
58.0,426.51741846,149.281096461,213.25870923,63.977612769
59.0,415.385394284,145.384887999,207.692697142,62.3078091426
60.0,354.833270595,124.191644708,177.416635297,53.2249905892
61.0,343.396855134,120.188899297,171.698427567,51.5095282701
62.0,334.895641359,117.213474476,167.44782068,50.2343462039
63.0,324.872471154,113.705364904,162.436235577,48.7308706731
64.0,327.611992728,114.664197455,163.805996364,49.1417989092
65.0,314.044838265,109.915693393,157.022419133,47.1067257397
66.0,332.003924141,116.201373449,166.00196207,49.8005886211
67.0,342.005352112,119.701873239,171.002676056,51.3008028168
68.0,358.029379099,125.310282685,179.01468955,53.7044068649
69.0,346.179861178,121.162951412,173.089930589,51.9269791767
70.0,347.419168556,121.596708995,173.709584278,52.1128752834
71.0,318.697676494,111.544186773,159.348838247,47.8046514741
72.0,308.652764055,108.028467419,154.326382027,46.2979146082
73.0,263.407173607,92.1925107624,131.703586804,39.511076041
74.0,271.734449504,95.1070573264,135.867224752,40.7601674256
75.0,256.080040507,89.6280141775,128.040020254,38.4120060761
76.0,253.384003402,88.6844011907,126.692001701,38.0076005103
77.0,251.644624624,88.0756186184,125.822312312,37.7466936936
78.0,267.103353509,93.4861737281,133.551676754,40.0655030263
79.0,298.890500666,104.611675233,149.445250333,44.8335750999
80.0,264.037698414,92.4131944449,132.018849207,39.6056547621
81.0,338.570079026,118.499527659,169.285039513,50.7855118539
82.0,368.770043049,129.069515067,184.385021525,55.3155064574
83.0,379.075862306,132.676551807,189.537931153,56.8613793459
84.0,373.683788096,130.789325834,186.841894048,56.0525682144
85.0,352.50685148,123.377398018,176.25342574,52.876027722
86.0,330.438483242,115.653469135,165.219241621,49.5657724863
87.0,325.263831379,113.842340983,162.63191569,48.7895747068
88.0,305.848015776,107.046805522,152.924007888,45.8772023664
89.0,330.481967711,115.668688699,165.240983855,49.5722951566
90.0,329.547051618,115.341468066,164.773525809,49.4320577427
91.0,359.399139886,125.78969896,179.699569943,53.9098709829
92.0,325.807387247,114.032585536,162.903693624,48.871108087
93.0,335.352228288,117.373279901,167.676114144,50.3028342432
94.0,315.479825756,110.417939015,157.739912878,47.3219738634
95.0,326.524880993,114.283708348,163.262440497,48.978732149
96.0,326.177005237,114.161951833,163.088502619,48.9265507855
97.0,276.735163489,96.8573072211,138.367581745,41.5102745233
98.0,266.016241773,93.1056846205,133.008120886,39.9024362659
99.0,286.519169112,100.281709189,143.259584556,42.9778753668
100.0,253.210065524,88.6235229334,126.605032762,37.9815098286
101.0,268.516598765,93.9808095678,134.258299383,40.2774898148
102.0,298.107780216,104.337723076,149.053890108,44.7161670324
103.0,274.843589068,96.1952561738,137.421794534,41.2265383602
104.0,301.30388872,105.456361052,150.65194436,45.195583308
105.0,346.897354923,121.414074223,173.448677462,52.0346032385
106.0,376.05369168,131.618792088,188.02684584,56.408053752
107.0,406.036233356,142.112681675,203.018116678,60.9054350034
108.0,336.917669188,117.921184216,168.458834594,50.5376503782
109.0,338.896212547,118.613674391,169.448106274,50.834431882
110.0,292.433056955,102.351569934,146.216528477,43.8649585432
111.0,322.959154499,113.035704075,161.47957725,48.4438731749
112.0,309.78336026,108.424176091,154.89168013,46.467504039
113.0,310.218204954,108.576371734,155.109102477,46.5327307431
114.0,312.957726529,109.535204285,156.478863265,46.9436589793
115.0,364.204173759,127.471460816,182.10208688,54.6306260639
116.0,358.659903906,125.530966367,179.329951953,53.7989855859
117.0,353.528736512,123.735057779,176.764368256,53.0293104768
